a, Fruling'
1.282 , 11.2587
1.283 , 11.23
1.284 , 11.2013
1.285 , 11.1727
1.286 , 11.144
1.287 , 11.1152
1.288 , 11.0865
1.289 , 11.0578
1.29 , 11.029
1.291 , 11.0003
1.292 , 10.9715
1.293 , 10.9428
1.294 , 10.914
1.295 , 10.8852
1.296 , 10.8564
1.297 , 10.8276
1.298 , 10.7988
1.299 , 10.77
1.3 , 10.7411
1.301 , 10.7123
1.302 , 10.6834
1.303 , 10.6546
1.304 , 10.6257
1.305 , 10.5968
1.306 , 10.5679
1.307 , 10.539
1.308 , 10.5101
1.309 , 10.4812
1.31 , 10.4523
1.311 , 10.4234
1.312 , 10.3944
1.313 , 10.3655
1.314 , 10.3365
1.315 , 10.3075
1.316 , 10.2786
1.317 , 10.2496
1.318 , 10.2206
1.319 , 10.1916
1.32 , 10.1626
1.321 , 10.1335
1.322 , 10.1045
1.323 , 10.0755
1.324 , 10.0464
1.325 , 10.0173
1.326 , 9.98828
1.327 , 9.9592
1.328 , 9.93011
1.329 , 9.90102
1.33 , 9.87191
1.331 , 9.8428
1.332 , 9.81367
1.333 , 9.78454
1.334 , 9.7554
1.335 , 9.72625
1.336 , 9.69709
1.337 , 9.66792
1.338 , 9.63874
1.339 , 9.60956
1.34 , 9.58036
1.341 , 9.55116
1.342 , 9.52194
1.343 , 9.49272
1.344 , 9.46349
1.345 , 9.43425
1.346 , 9.405
1.347 , 9.37574
1.348 , 9.34648
1.349 , 9.3172
1.35 , 9.28792
1.351 , 9.25862
1.352 , 9.22932
1.353 , 9.20001
1.354 , 9.17069
1.355 , 9.14136
1.356 , 9.11202
1.357 , 9.08267
1.358 , 9.05331
1.359 , 9.02395
1.36 , 8.99458
1.361 , 8.96519
1.362 , 8.9358
1.363 , 8.9064
1.364 , 8.87699
1.365 , 8.84757
1.366 , 8.81814
1.367 , 8.78871
1.368 , 8.75926
1.369 , 8.72981
1.37 , 8.70035
1.371 , 8.67087
1.372 , 8.64139
1.373 , 8.6119
1.374 , 8.58241
1.375 , 8.5529
1.376 , 8.52338
1.377 , 8.49386
1.378 , 8.46432
1.379 , 8.43478
1.38 , 8.40523
1.381 , 8.37567
1.382 , 8.3461
1.383 , 8.31652
1.384 , 8.28693
1.385 , 8.25734
1.386 , 8.22773
1.387 , 8.19812
1.388 , 8.1685
1.389 , 8.13887
1.39 , 8.10923
1.391 , 8.07958
1.392 , 8.04992
1.393 , 8.02025
1.394 , 7.99058
1.395 , 7.96089
1.396 , 7.9312
1.397 , 7.9015
1.398 , 7.87179
1.399 , 7.84207
1.4 , 7.81234
1.401 , 7.7826
1.402 , 7.75286
1.403 , 7.7231
1.404 , 7.69334
1.405 , 7.66357
1.406 , 7.63379
1.407 , 7.604
1.408 , 7.5742
1.409 , 7.54439
1.41 , 7.51457
1.411 , 7.48475
1.412 , 7.45491
1.413 , 7.42507
1.414 , 7.39522
1.415 , 7.36536
1.416 , 7.33549
1.417 , 7.30561
1.418 , 7.27572
1.419 , 7.24583
1.42 , 7.21592
1.421 , 7.18601
1.422 , 7.15609
1.423 , 7.12616
1.424 , 7.09622
1.425 , 7.06627
1.426 , 7.03631
1.427 , 7.00635
1.428 , 6.97637
1.429 , 6.94639
1.43 , 6.91639
1.431 , 6.88639
1.432 , 6.85638
1.433 , 6.82636
1.434 , 6.79634
1.435 , 6.7663
1.436 , 5.73626
1.437 , 5.72845
1.438 , 5.72062
1.439 , 5.71277
1.44 , 5.70492
1.441 , 5.69705
1.442 , 5.68917
1.443 , 5.68128
1.444 , 5.67337
1.445 , 5.66546
1.446 , 5.65752
1.447 , 5.64958
1.448 , 5.64162
1.449 , 5.63365
1.45 , 5.62567
1.451 , 5.61767
1.452 , 5.60966
1.453 , 6.62011
1.454 , 6.64267
1.455 , 6.66517
1.456 , 6.68762
1.457 , 6.71
1.458 , 6.73233
1.459 , 6.7546
1.46 , 6.7768
1.461 , 6.79895
1.462 , 6.82104
1.463 , 6.84307
1.464 , 6.86504
1.465 , 6.88695
1.466 , 6.90881
1.467 , 6.9306
1.468 , 6.95234
1.469 , 6.97401
1.47 , 6.99563
1.471 , 7.01719
1.472 , 7.03869
1.473 , 7.06013
1.474 , 7.08151
1.475 , 7.10284
1.476 , 7.1241
1.477 , 7.14531
1.478 , 7.16646
1.479 , 7.18755
1.48 , 7.20859
1.481 , 7.22956
1.482 , 7.25048
1.483 , 7.27134
1.484 , 7.29214
1.485 , 7.31288
1.486 , 7.33356
1.487 , 7.35419
1.488 , 7.37476
1.489 , 7.39527
1.49 , 7.41572
1.491 , 7.43611
1.492 , 7.45645
1.493 , 7.47673
1.494 , 7.49695
1.495 , 7.51712
1.496 , 7.53722
1.497 , 7.55727
1.498 , 7.57727
1.499 , 7.5972
1.5 , 7.61708
1.501 , 7.6369
1.502 , 7.65666
1.503 , 7.67637
1.504 , 7.69601
1.505 , 7.71561
1.506 , 7.73514
1.507 , 7.75462
1.508 , 7.77404
1.509 , 7.7934
1.51 , 7.81271
1.511 , 7.83196
1.512 , 7.85115
1.513 , 7.87028
1.514 , 7.88936
1.515 , 7.90838
1.516 , 7.92735
1.517 , 7.94626
1.518 , 7.96511
1.519 , 7.98391
1.52 , 8.00265
1.521 , 8.02133
1.522 , 8.03996
1.523 , 8.05853
1.524 , 8.07704
1.525 , 8.0955
1.526 , 8.1139
1.527 , 8.13224
1.528 , 8.15053
1.529 , 8.16877
1.53 , 8.18694
1.531 , 8.20506
1.532 , 8.22313
1.533 , 8.24114
1.534 , 8.25909
1.535 , 8.27698
1.536 , 8.29483
1.537 , 8.31261
1.538 , 8.33034
1.539 , 8.34801
1.54 , 8.36563
1.541 , 8.38319
1.542 , 8.4007
1.543 , 8.41815
1.544 , 8.43555
1.545 , 8.45289
1.546 , 8.47017
1.547 , 8.4874
1.548 , 8.50457
1.549 , 8.52169
1.55 , 8.53875
1.551 , 8.55576
1.552 , 8.57271
1.553 , 8.58961
1.554 , 8.60645
1.555 , 8.62324
1.556 , 8.63997
1.557 , 8.65664
1.558 , 8.67327
1.559 , 8.68983
1.56 , 8.70634
1.561 , 8.7228
1.562 , 8.7392
1.563 , 8.75555
1.564 , 8.77184
1.565 , 8.78807
1.566 , 8.80426
1.567 , 8.82038
1.568 , 8.83646
1.569 , 8.85247
1.57 , 8.86844
1.571 , 8.88434
1.572 , 8.9002
1.573 , 8.916
1.574 , 8.93174
1.575 , 8.94743
1.576 , 8.96307
1.577 , 8.97865
1.578 , 8.99418
1.579 , 9.00965
1.58 , 9.02507
1.581 , 9.04043
1.582 , 9.05574
1.583 , 9.07099
1.584 , 9.08619
1.585 , 9.10134
1.586 , 9.11643
1.587 , 9.13147
1.588 , 9.14646
1.589 , 9.16139
1.59 , 9.17626
1.591 , 9.19109
1.592 , 9.20585
1.593 , 9.22057
1.594 , 9.23523
1.595 , 9.24983
1.596 , 9.26439
1.597 , 9.27889
1.598 , 9.29333
1.599 , 9.30772
1.6 , 9.32206
1.601 , 9.33634
1.602 , 9.35057
1.603 , 9.36475
1.604 , 9.37887
1.605 , 9.39294
1.606 , 9.40695
1.607 , 9.42092
1.608 , 9.43482
1.609 , 9.44868
1.61 , 9.46248
1.611 , 9.47623
1.612 , 9.48992
1.613 , 9.50356
1.614 , 9.51715
1.615 , 9.53068
1.616 , 9.54416
1.617 , 9.55759
1.618 , 9.57097
1.619 , 9.58429
1.62 , 9.59755
1.621 , 9.61077
1.622 , 9.62393
1.623 , 9.63704
1.624 , 9.65009
1.625 , 9.66309
1.626 , 9.67604
1.627 , 9.68894
1.628 , 9.70178
1.629 , 9.71457
1.63 , 9.72731
1.631 , 9.73999
1.632 , 9.75262
1.633 , 9.7652
1.634 , 9.77772
1.635 , 9.79019
1.636 , 9.80261
1.637 , 9.81498
1.638 , 9.82729
1.639 , 9.83955
1.64 , 9.85176
1.641 , 9.86391
1.642 , 9.87602
1.643 , 9.88806
1.644 , 9.90006
1.645 , 9.912
1.646 , 9.9239
1.647 , 9.93573
1.648 , 9.94752
1.649 , 9.95925
1.65 , 9.97093
1.651 , 9.98256
1.652 , 9.99414
1.653 , 10.0057
1.654 , 10.0171
1.655 , 10.0285
1.656 , 10.0399
1.657 , 10.0512
1.658 , 10.0625
1.659 , 10.0737
1.66 , 10.0849
1.661 , 10.096
1.662 , 10.107
1.663 , 10.118
1.664 , 10.129
1.665 , 10.1398
1.666 , 10.1507
1.667 , 10.1615
1.668 , 10.1722
1.669 , 10.1829
1.67 , 10.1935
1.671 , 10.2041
1.672 , 10.2146
1.673 , 10.2251
1.674 , 10.2355
1.675 , 10.2459
1.676 , 10.2562
1.677 , 10.2665
1.678 , 10.2767
1.679 , 10.2869
1.68 , 10.297
1.681 , 10.307
1.682 , 10.3171
1.683 , 10.327
1.684 , 10.3369
1.685 , 10.3468
1.686 , 10.3566
1.687 , 10.3663
1.688 , 10.376
1.689 , 10.3857
1.69 , 10.3952
1.691 , 10.4048
1.692 , 10.4143
1.693 , 10.4237
1.694 , 10.4331
1.695 , 10.4424
1.696 , 10.4517
1.697 , 10.4609
1.698 , 10.4701
1.699 , 10.4792
1.7 , 10.4883
1.701 , 10.4973
1.702 , 10.5063
1.703 , 10.5152
1.704 , 10.5241
1.705 , 10.5329
1.706 , 10.5417
1.707 , 10.5504
1.708 , 10.559
1.709 , 10.5676
1.71 , 10.5762
1.711 , 10.5847
1.712 , 10.5931
1.713 , 10.6015
1.714 , 10.6099
1.715 , 10.6182
1.716 , 10.6264
1.717 , 10.6346
1.718 , 10.6428
1.719 , 10.6509
1.72 , 10.6589
1.721 , 10.6669
1.722 , 10.6748
1.723 , 10.6827
1.724 , 10.6905
1.725 , 10.6983
1.726 , 10.706
1.727 , 10.7137
1.728 , 10.7214
1.729 , 10.7289
1.73 , 10.7364
1.731 , 10.7439
1.732 , 10.7513
1.733 , 10.7587
1.734 , 10.766
1.735 , 10.7733
1.736 , 10.7805
1.737 , 10.7877
1.738 , 10.7948
1.739 , 10.8018
1.74 , 10.8089
1.741 , 10.8158
1.742 , 10.8227
1.743 , 10.8296
1.744 , 10.8364
1.745 , 10.8431
1.746 , 10.8498
1.747 , 10.8565
1.748 , 10.8631
1.749 , 10.8696
1.75 , 10.8761
1.751 , 10.8825
1.752 , 10.8889
1.753 , 10.8953
1.754 , 10.9016
1.755 , 10.9078
1.756 , 10.914
1.757 , 10.9201
1.758 , 10.9262
1.759 , 10.9322
1.76 , 10.9382
1.761 , 10.9442
1.762 , 10.95
1.763 , 10.9442
1.764 , 10.9159
1.765 , 10.8877
1.766 , 10.8596
1.767 , 10.8316
1.768 , 10.8037
1.769 , 10.776
1.77 , 10.7483
1.771 , 10.7207
1.772 , 10.6933
1.773 , 10.6659
1.774 , 10.6387
1.775 , 10.6115
1.776 , 10.5844
1.777 , 10.5574
1.778 , 10.5306
1.779 , 10.5038
1.78 , 10.4771
1.781 , 10.4504
1.782 , 10.4239
1.783 , 10.3975
1.784 , 10.3711
1.785 , 10.3448
1.786 , 10.3186
1.787 , 10.2925
1.788 , 10.2664
1.789 , 10.2405
1.79 , 10.2146
1.791 , 10.1888
1.792 , 10.163
1.793 , 10.1373
1.794 , 10.1117
1.795 , 10.0862
1.796 , 10.0607
1.797 , 10.0353
1.798 , 10.01
1.799 , 9.98473
1.8 , 9.95952
1.801 , 9.93438
1.802 , 9.90929
1.803 , 9.88427
1.804 , 9.85931
1.805 , 9.8344
1.806 , 9.80956
1.807 , 9.78476
1.808 , 9.76003
1.809 , 9.73534
1.81 , 9.71072
1.811 , 9.68614
1.812 , 9.66162
1.813 , 9.63714
1.814 , 9.61272
1.815 , 9.58834
1.816 , 9.56401
1.817 , 9.53973
1.818 , 9.5155
1.819 , 9.49131
1.82 , 9.46717
1.821 , 9.44307
1.822 , 9.41901
1.823 , 9.395
1.824 , 9.37102
1.825 , 9.34709
1.826 , 9.3232
1.827 , 9.29935
1.828 , 9.27553
1.829 , 9.25175
1.83 , 9.22801
1.831 , 9.20431
1.832 , 9.18064
1.833 , 9.15701
1.834 , 9.13341
1.835 , 9.10985
1.836 , 9.08632
1.837 , 9.06282
1.838 , 9.03935
1.839 , 9.01591
1.84 , 8.99251
1.841 , 8.96913
1.842 , 8.94578
1.843 , 8.92246
1.844 , 8.89917
1.845 , 8.87591
1.846 , 8.85267
1.847 , 8.82946
1.848 , 8.80628
1.849 , 8.78312
1.85 , 8.75998
1.851 , 8.73687
1.852 , 8.71379
1.853 , 8.69072
1.854 , 8.66768
1.855 , 8.64466
1.856 , 8.62166
1.857 , 7.60928
1.858 , 7.60203
1.859 , 7.59482
1.86 , 7.58766
1.861 , 7.58055
1.862 , 7.57348
1.863 , 7.56645
1.864 , 7.55947
1.865 , 7.55253
1.866 , 7.54564
1.867 , 7.53879
1.868 , 7.53198
1.869 , 7.52521
1.87 , 7.51848
1.871 , 7.5118
1.872 , 7.50516
1.873 , 7.49856
1.874 , 7.49199
1.875 , 7.48547
1.876 , 7.47899
1.877 , 7.47254
1.878 , 7.46614
1.879 , 7.45977
1.88 , 7.45344
1.881 , 7.44715
1.882 , 7.4409
1.883 , 7.43468
1.884 , 7.4285
1.885 , 7.42236
1.886 , 7.41625
1.887 , 7.41018
1.888 , 7.40415
1.889 , 7.39815
1.89 , 7.39218
1.891 , 7.38625
1.892 , 7.38035
1.893 , 7.37449
1.894 , 7.36866
1.895 , 7.36286
1.896 , 7.3571
1.897 , 7.35137
1.898 , 7.34567
1.899 , 7.34001
1.9 , 7.33437
1.901 , 7.32877
1.902 , 7.3232
1.903 , 7.31766
1.904 , 7.31215
1.905 , 7.30667
1.906 , 7.30122
1.907 , 7.2958
1.908 , 7.29042
1.909 , 7.28506
1.91 , 7.27973
1.911 , 7.27443
1.912 , 7.26916
1.913 , 7.26392
1.914 , 7.2587
1.915 , 7.25352
1.916 , 7.24836
1.917 , 7.24323
1.918 , 7.23812
1.919 , 7.23305
1.92 , 7.228
1.921 , 7.22298
1.922 , 7.21798
1.923 , 7.21301
1.924 , 7.20807
1.925 , 7.20315
1.926 , 7.19826
1.927 , 7.1934
1.928 , 7.18856
1.929 , 7.18374
1.93 , 7.17895
1.931 , 7.17419
1.932 , 7.16945
1.933 , 7.16473
1.934 , 7.16004
1.935 , 7.15537
1.936 , 7.15073
1.937 , 7.14611
1.938 , 7.14151
1.939 , 7.13694
1.94 , 7.13238
1.941 , 7.12786
1.942 , 7.12335
1.943 , 7.11887
1.944 , 7.11441
1.945 , 7.10997
1.946 , 7.10556
1.947 , 7.10116
1.948 , 7.09679
1.949 , 7.09244
1.95 , 7.08811
1.951 , 7.0838
1.952 , 7.07951
1.953 , 7.07525
1.954 , 7.071
1.955 , 7.06678
1.956 , 7.06257
1.957 , 7.05839
1.958 , 7.05423
1.959 , 7.05008
1.96 , 7.04596
1.961 , 7.04186
1.962 , 7.03777
1.963 , 7.03371
1.964 , 7.02966
1.965 , 7.02563
1.966 , 7.02163
1.967 , 7.01764
1.968 , 7.01367
1.969 , 7.00972
1.97 , 7.00578
1.971 , 7.00187
1.972 , 6.99797
1.973 , 6.9941
1.974 , 6.99024
1.975 , 6.98639
1.976 , 6.98257
1.977 , 6.97876
1.978 , 6.97497
1.979 , 6.9712
1.98 , 6.96745
1.981 , 6.96371
1.982 , 6.95999
1.983 , 6.95628
1.984 , 6.9526
1.985 , 6.94893
1.986 , 6.94527
1.987 , 6.94164
1.988 , 6.93802
1.989 , 7.954
1.99 , 7.97163
1.991 , 7.98927
1.992 , 8.00692
1.993 , 8.02459
1.994 , 8.04226
1.995 , 8.05995
1.996 , 8.07766
1.997 , 8.09537
1.998 , 8.1131
1.999 , 8.13084
2 , 8.14859
2.001 , 8.16636
2.002 , 8.18413
2.003 , 8.20192
2.004 , 8.21972
2.005 , 8.23753
2.006 , 8.25535
2.007 , 8.27318
2.008 , 8.29102
2.009 , 8.30887
2.01 , 8.32674
2.011 , 8.34461
2.012 , 8.3625
2.013 , 8.3804
2.014 , 8.3983
2.015 , 8.41622
2.016 , 8.43414
2.017 , 8.45208
2.018 , 8.47003
2.019 , 8.48798
2.02 , 8.50595
2.021 , 8.52392
2.022 , 8.5419
2.023 , 8.5599
2.024 , 8.5779
2.025 , 8.59591
2.026 , 8.61393
2.027 , 8.63196
2.028 , 8.65
2.029 , 8.66804
2.03 , 8.6861
2.031 , 8.70416
2.032 , 8.72223
2.033 , 8.74031
2.034 , 8.75839
2.035 , 8.77649
2.036 , 8.79459
2.037 , 8.8127
2.038 , 8.83082
2.039 , 8.84895
2.04 , 8.86708
2.041 , 8.88522
2.042 , 8.90337
2.043 , 8.92152
2.044 , 8.93968
2.045 , 8.95785
2.046 , 8.97602
2.047 , 8.99421
2.048 , 9.01239
2.049 , 9.03059
2.05 , 9.04879
2.051 , 9.067
2.052 , 9.08521
2.053 , 9.10343
2.054 , 9.12165
2.055 , 9.13989
2.056 , 9.15812
2.057 , 9.17637
2.058 , 9.19462
2.059 , 9.21287
2.06 , 9.23113
2.061 , 9.24939
2.062 , 9.26766
2.063 , 9.28594
2.064 , 9.30422
2.065 , 9.32251
2.066 , 9.3408
2.067 , 9.35909
2.068 , 9.37739
2.069 , 9.3957
2.07 , 9.41401
2.071 , 9.43232
2.072 , 9.45064
2.073 , 9.46896
2.074 , 9.48729
2.075 , 9.50562
2.076 , 9.52395
2.077 , 9.54229
2.078 , 9.56064
2.079 , 9.57898
2.08 , 9.59733
2.081 , 9.61569
2.082 , 9.63404
2.083 , 9.65241
2.084 , 9.67077
2.085 , 9.68914
2.086 , 9.70751
2.087 , 9.72588
2.088 , 9.74426
2.089 , 9.76264
2.09 , 9.78102
2.091 , 9.79941
2.092 , 9.8178
2.093 , 9.83619
2.094 , 9.85458
2.095 , 9.87298
2.096 , 9.89138
2.097 , 9.90978
2.098 , 9.92818
2.099 , 9.94659
2.1 , 9.965
2.101 , 9.98341
2.102 , 10.0018
2.103 , 10.0202
2.104 , 10.0386
2.105 , 10.0571
2.106 , 10.0755
2.107 , 10.0939
2.108 , 10.1123
2.109 , 10.1307
2.11 , 10.1492
2.111 , 10.1676
2.112 , 10.186
2.113 , 10.2045
2.114 , 10.2229
2.115 , 10.2413
2.116 , 10.2598
2.117 , 10.2782
2.118 , 10.2966
2.119 , 10.3151
2.12 , 10.3335
2.121 , 10.3519
2.122 , 10.3704
2.123 , 10.3888
2.124 , 10.4072
2.125 , 10.4257
2.126 , 10.4441
2.127 , 10.4625
2.128 , 10.481
2.129 , 10.4994
2.13 , 10.5179
2.131 , 10.5363
2.132 , 10.5547
2.133 , 10.5732
2.134 , 10.5916
2.135 , 10.61
2.136 , 10.6285
2.137 , 10.6469
2.138 , 10.6654
2.139 , 10.6838
2.14 , 10.7022
2.141 , 10.7207
2.142 , 10.7391
2.143 , 10.7575
2.144 , 10.776
2.145 , 10.7944
2.146 , 10.8128
2.147 , 10.8312
2.148 , 10.8497
2.149 , 10.8681
2.15 , 10.8865
2.151 , 10.9049
2.152 , 10.9234
2.153 , 10.9418
2.154 , 10.9602
2.155 , 10.9786
2.156 , 10.997
2.157 , 11.0154
2.158 , 11.0339
2.159 , 11.0523
2.16 , 11.0707
2.161 , 11.0891
2.162 , 11.1075
2.163 , 11.1259
2.164 , 11.1443
2.165 , 11.1627
2.166 , 11.1811
2.167 , 11.1995
2.168 , 11.2179
2.169 , 11.2363
2.17 , 11.2546
2.171 , 11.273
2.172 , 11.2914
2.173 , 11.3098
2.174 , 11.3282
2.175 , 11.3465
2.176 , 11.3649
2.177 , 11.3833
2.178 , 11.4016
2.179 , 11.42
2.18 , 11.4383
2.181 , 11.4567
2.182 , 11.475
2.183 , 11.4934
2.184 , 11.5117
2.185 , 11.5301
2.186 , 11.5484
2.187 , 11.5667
2.188 , 11.5851
2.189 , 11.6034
2.19 , 11.6217
2.191 , 11.64
2.192 , 11.6584
2.193 , 11.6767
2.194 , 11.695
2.195 , 11.7133
2.196 , 11.7316
2.197 , 11.7499
2.198 , 11.7682
2.199 , 11.7865
2.2 , 11.8047
2.201 , 11.823
2.202 , 11.8413
2.203 , 11.8596
2.204 , 11.8778
2.205 , 11.8961
2.206 , 11.9143
2.207 , 11.9326
2.208 , 11.9508
2.209 , 11.9691
2.21 , 11.9873
2.211 , 12.0056
2.212 , 12.0238
2.213 , 12.042
2.214 , 12.0602
2.215 , 12.0784
2.216 , 12.0967
2.217 , 12.1149
2.218 , 12.1331
2.219 , 12.1513
2.22 , 12.1694
2.221 , 12.1876
2.222 , 12.2058
2.223 , 12.224
2.224 , 12.2421
2.225 , 12.2603
2.226 , 12.2785
2.227 , 12.2966
2.228 , 12.3148
2.229 , 12.3329
2.23 , 12.351
2.231 , 12.3692
2.232 , 12.3873
2.233 , 12.4054
2.234 , 12.4235
2.235 , 12.4416
2.236 , 12.4597
2.237 , 12.4778
2.238 , 12.4959
2.239 , 12.514
2.24 , 12.532
2.241 , 12.5501
2.242 , 12.5681
2.243 , 12.5862
2.244 , 12.6042
2.245 , 12.6223
2.246 , 12.6403
2.247 , 12.6584
2.248 , 12.6764
2.249 , 12.6944
2.25 , 12.7124
2.251 , 12.7304
2.252 , 12.7484
2.253 , 12.7664
2.254 , 12.7844
2.255 , 12.8023
2.256 , 12.8203
2.257 , 12.8382
2.258 , 12.8562
2.259 , 12.8741
2.26 , 12.8921
2.261 , 12.91
2.262 , 12.9279
2.263 , 12.9459
2.264 , 12.9638
2.265 , 12.9817
2.266 , 12.9996
2.267 , 13.0174
2.268 , 13.0353
2.269 , 13.0532
2.27 , 13.071
2.271 , 13.0889
2.272 , 13.1067
2.273 , 13.1246
2.274 , 13.1424
2.275 , 13.1602
2.276 , 13.1781
2.277 , 13.1959
2.278 , 13.2137
2.279 , 13.2315
2.28 , 13.2492
2.281 , 13.267
2.282 , 13.2848
2.283 , 13.3025
2.284 , 13.3203
2.285 , 13.338
2.286 , 13.3558
2.287 , 13.3735
2.288 , 13.3912
2.289 , 13.4089
2.29 , 13.4266
2.291 , 13.4443
2.292 , 13.462
2.293 , 13.4797
2.294 , 13.4973
2.295 , 13.515
2.296 , 13.5326
2.297 , 13.5503
2.298 , 13.5679
2.299 , 13.5855
2.3 , 13.6031
2.301 , 13.6207
2.302 , 13.6383
2.303 , 13.6559
2.304 , 13.6735
2.305 , 13.691
2.306 , 13.7086
2.307 , 13.7262
2.308 , 13.7437
2.309 , 13.7612
2.31 , 13.7787
2.311 , 13.7962
2.312 , 13.8137
2.313 , 13.8312
2.314 , 13.8487
2.315 , 13.8662
2.316 , 13.8837
2.317 , 13.9011
2.318 , 13.9185
2.319 , 13.936
2.32 , 13.9534
2.321 , 13.9708
2.322 , 13.9882
2.323 , 14.0056
2.324 , 14.023
2.325 , 14.0404
2.326 , 14.0577
2.327 , 14.0751
2.328 , 14.0924
2.329 , 14.1097
2.33 , 14.1271
2.331 , 14.1444
2.332 , 14.1617
2.333 , 14.179
2.334 , 14.1963
2.335 , 14.2135
2.336 , 14.2308
2.337 , 14.248
2.338 , 14.2653
2.339 , 14.2825
2.34 , 14.2997
2.341 , 14.3169
2.342 , 14.3341
2.343 , 14.3513
2.344 , 14.3685
2.345 , 14.3856
2.346 , 14.4028
2.347 , 14.4199
2.348 , 14.4371
2.349 , 14.4542
2.35 , 14.4713
2.351 , 14.4884
2.352 , 14.5055
2.353 , 14.5225
2.354 , 14.5396
2.355 , 14.5567
2.356 , 14.5737
2.357 , 14.5907
2.358 , 14.6077
2.359 , 14.6247
2.36 , 14.6417
2.361 , 14.6587
2.362 , 14.6757
2.363 , 14.6927
2.364 , 14.7096
2.365 , 14.7265
2.366 , 14.7435
2.367 , 14.7604
2.368 , 14.7773
2.369 , 14.7942
2.37 , 14.811
2.371 , 14.8279
2.372 , 14.8448
2.373 , 14.8616
2.374 , 14.8784
2.375 , 14.8953
2.376 , 14.9121
2.377 , 14.9289
2.378 , 14.9456
2.379 , 14.9624
2.38 , 14.9792
2.381 , 14.9959
2.382 , 15.0126
2.383 , 15.0294
2.384 , 15.0461
2.385 , 15.0628
2.386 , 15.0795
2.387 , 15.0961
2.388 , 15.1128
2.389 , 15.1294
2.39 , 15.1461
2.391 , 15.1627
2.392 , 15.1793
2.393 , 15.1959
2.394 , 15.2125
2.395 , 15.229
2.396 , 15.2456
2.397 , 15.2621
2.398 , 15.2787
2.399 , 15.2952
2.4 , 15.3117
2.401 , 15.3282
2.402 , 15.3447
2.403 , 15.3611
2.404 , 15.3776
2.405 , 15.394
2.406 , 15.4104
2.407 , 15.4269
2.408 , 15.4433
2.409 , 15.4596
2.41 , 15.476
2.411 , 15.4924
2.412 , 15.5087
2.413 , 15.5251
2.414 , 15.5414
2.415 , 15.5577
2.416 , 15.574
2.417 , 15.5903
2.418 , 15.6065
2.419 , 15.6228
2.42 , 15.639
2.421 , 15.6552
2.422 , 15.6715
2.423 , 15.6876
2.424 , 15.7038
2.425 , 15.72
2.426 , 15.7362
2.427 , 15.7523
2.428 , 15.7684
2.429 , 15.7845
2.43 , 15.8006
2.431 , 15.8167
2.432 , 15.8328
2.433 , 15.8489
2.434 , 15.8649
2.435 , 15.8809
2.436 , 15.8969
2.437 , 15.9129
2.438 , 15.9289
2.439 , 15.9449
2.44 , 15.9609
2.441 , 15.9768
2.442 , 15.9927
2.443 , 16.0086
2.444 , 16.0245
2.445 , 16.0404
2.446 , 16.0563
2.447 , 16.0721
2.448 , 16.088
2.449 , 16.1038
2.45 , 16.1196
2.451 , 16.1354
2.452 , 16.1512
2.453 , 16.167
2.454 , 16.1827
2.455 , 16.1985
2.456 , 16.2142
2.457 , 16.2299
2.458 , 16.2456
2.459 , 16.2613
2.46 , 16.2769
2.461 , 16.2926
2.462 , 16.3082
2.463 , 16.3238
2.464 , 16.3394
2.465 , 16.355
2.466 , 16.3706
2.467 , 16.3861
2.468 , 16.4017
2.469 , 16.4172
2.47 , 16.4327
2.471 , 16.4482
2.472 , 16.4637
2.473 , 16.4792
2.474 , 16.4946
2.475 , 16.51
2.476 , 16.5255
2.477 , 16.5409
2.478 , 16.5563
2.479 , 16.5716
2.48 , 16.587
2.481 , 16.6023
2.482 , 16.6176
2.483 , 16.6329
2.484 , 16.6482
2.485 , 16.6635
2.486 , 16.6788
2.487 , 16.694
2.488 , 16.7092
2.489 , 16.7245
2.49 , 16.7397
2.491 , 16.7548
2.492 , 16.77
2.493 , 16.7852
2.494 , 16.8003
2.495 , 16.8154
2.496 , 16.8305
2.497 , 16.8456
2.498 , 16.8606
2.499 , 16.8757
2.5 , 16.8907
2.501 , 16.9058
2.502 , 16.9208
2.503 , 16.9357
2.504 , 16.9507
2.505 , 16.9657
2.506 , 16.9806
2.507 , 16.9955
2.508 , 17.0104
2.509 , 17.0253
2.51 , 17.0402
2.511 , 17.055
2.512 , 17.0699
2.513 , 17.0847
2.514 , 17.0995
2.515 , 17.1143
2.516 , 17.129
2.517 , 17.1438
2.518 , 17.1585
2.519 , 17.1732
2.52 , 17.1879
2.521 , 17.2026
2.522 , 17.2173
2.523 , 17.232
2.524 , 17.2466
2.525 , 17.2612
2.526 , 17.2758
2.527 , 17.2904
2.528 , 17.3049
2.529 , 17.3195
2.53 , 17.334
2.531 , 17.3485
2.532 , 17.363
2.533 , 17.3775
2.534 , 17.392
2.535 , 17.4064
2.536 , 17.4208
2.537 , 17.4353
2.538 , 17.4497
2.539 , 17.464
2.54 , 17.4784
2.541 , 17.4927
2.542 , 17.507
2.543 , 17.5213
2.544 , 17.5356
2.545 , 17.5499
2.546 , 17.5642
2.547 , 17.5784
2.548 , 17.5926
2.549 , 17.6068
2.55 , 17.621
2.551 , 17.6351
2.552 , 17.6493
2.553 , 17.6634
2.554 , 17.6775
2.555 , 17.6916
2.556 , 17.7057
2.557 , 17.7197
2.558 , 17.7338
2.559 , 17.7478
2.56 , 17.7618
