a(radian),a(degree),Eruling, Ebend
1.599,91.616, 2.77071, 17.2421, 1
1.6,91.6732, 2.7808, 17.3272, 1
1.601,91.7305, 2.7909, 17.4132, 1
1.602,91.7878, 2.80101, 17.5002, 1
1.603,91.8451, 2.81113, 17.5882, 1
1.604,91.9024, 2.82126, 17.6772, 1
1.605,91.9597, 2.8314, 17.7673, 1
1.606,92.017, 2.84155, 17.8584, 1
1.607,92.0743, 2.85172, 17.9506, 1
1.608,92.1316, 2.86189, 18.0439, 1
1.609,92.1889, 2.87207, 18.1383, 1
1.61,92.2462, 2.88226, 18.2337, 1
1.611,92.3035, 2.89246, 18.3304, 1
1.612,92.3608, 2.90268, 18.4281, 1
1.613,92.4181, 2.9129, 18.527, 1
1.614,92.4754, 2.92313, 18.6271, 1
1.615,92.5327, 2.93338, 18.7284, 1
1.616,92.59, 2.94363, 18.8309, 1
1.617,92.6473, 2.9539, 18.9346, 1
1.618,92.7046, 2.96418, 19.0395, 1
1.619,92.7619, 2.97446, 19.1457, 1
1.62,92.8192, 2.98476, 19.2532, 1
1.621,92.8765, 2.99507, 19.362, 1
1.622,92.9338, 3.00539, 19.4722, 1
1.623,92.9911, 3.01572, 19.5836, 1
1.624,93.0483, 3.02606, 19.6964, 1
1.625,93.1056, 3.03641, 19.8106, 1
1.626,93.1629, 3.04677, 19.9262, 1
1.627,93.2202, 3.05715, 20.0432, 1
1.628,93.2775, 3.06753, 20.1616, 1
1.629,93.3348, 3.07793, 20.2816, 1
1.63,93.3921, 3.08833, 20.4029, 1
1.631,93.4494, 3.09875, 20.5259, 1
1.632,93.5067, 3.10918, 20.6503, 1
1.633,93.564, 3.11962, 20.7763, 1
1.634,93.6213, 3.13007, 20.9038, 1
1.635,93.6786, 3.14053, 21.033, 1
1.636,93.7359, 3.151, 21.1638, 1
1.637,93.7932, 3.16149, 21.2963, 1
1.638,93.8505, 3.17198, 21.4304, 1
1.639,93.9078, 3.18249, 21.5663, 1
1.64,93.9651, 3.19301, 21.7038, 1
1.641,94.0224, 3.20354, 21.8432, 1
1.642,94.0797, 3.21408, 21.9843, 1
1.643,94.137, 3.22463, 22.1273, 1
1.644,94.1943, 3.23519, 22.2721, 1
1.645,94.2516, 3.24577, 22.4188, 1
1.646,94.3089, 3.25635, 22.5674, 1
1.647,94.3661, 3.26695, 22.7179, 1
1.648,94.4234, 3.27756, 22.8704, 1
1.649,94.4807, 3.28818, 23.0249, 1
1.65,94.538, 3.29881, 23.1815, 1
1.651,94.5953, 3.30946, 23.3401, 1
1.652,94.6526, 3.32011, 23.5009, 1
1.653,94.7099, 3.33078, 23.6638, 1
1.654,94.7672, 3.34146, 23.8289, 1
1.655,94.8245, 3.35215, 23.9962, 1
1.656,94.8818, 3.36285, 24.1658, 1
1.657,94.9391, 3.37357, 24.3376, 1
1.658,94.9964, 3.38429, 24.5118, 1
1.659,95.0537, 3.39503, 24.6884, 1
1.66,95.111, 3.40578, 24.8674, 1
1.661,95.1683, 3.41655, 25.0489, 1
1.662,95.2256, 3.42732, 25.2329, 1
1.663,95.2829, 3.43811, 25.4194, 1
1.664,95.3402, 3.4489, 25.6085, 1
1.665,95.3975, 3.45972, 25.8003, 1
1.666,95.4548, 3.47054, 25.9948, 1
1.667,95.5121, 3.48137, 26.192, 1
1.668,95.5694, 3.49222, 26.392, 1
1.669,95.6267, 3.50308, 26.5949, 1
1.67,95.684, 3.51395, 26.8007, 1
1.671,95.7412, 3.52484, 27.0094, 1
1.672,95.7985, 3.53573, 27.2211, 1
1.673,95.8558, 3.54664, 27.4359, 1
1.674,95.9131, 3.55756, 27.6538, 1
1.675,95.9704, 3.5685, 27.8749, 1
1.676,96.0277, 3.57944, 28.0992, 1
1.677,96.085, 3.5904, 28.3268, 1
1.678,96.1423, 3.60137, 28.5578, 1
1.679,96.1996, 3.61236, 28.7922, 1
1.68,96.2569, 3.62335, 29.0302, 1
1.681,96.3142, 3.63436, 29.2717, 1
1.682,96.3715, 3.64539, 29.5168, 1
1.683,96.4288, 3.65642, 29.7657, 1
1.684,96.4861, 3.66747, 30.0183, 1
1.685,96.5434, 3.67853, 30.2748, 1
1.686,96.6007, 3.6896, 30.5352, 1
1.687,96.658, 3.70069, 30.7996, 1
1.688,96.7153, 3.71179, 31.0682, 1
1.689,96.7726, 3.7229, 31.3409, 1
1.69,96.8299, 3.73403, 31.6179, 1
1.691,96.8872, 3.74517, 31.8992, 1
1.692,96.9445, 3.75632, 32.185, 1
1.693,97.0018, 3.76748, 32.4754, 1
1.694,97.0591, 3.77866, 32.7703, 1
1.695,97.1163, 3.78985, 33.07, 1
1.696,97.1736, 3.80106, 33.3746, 1
1.697,97.2309, 3.81227, 33.6841, 1
1.698,97.2882, 3.8235, 33.9986, 1
1.699,97.3455, 3.83475, 34.3182, 1
1.7,97.4028, 3.84601, 34.6432, 1
1.701,97.4601, 3.85728, 34.9735, 1
1.702,97.5174, 3.86856, 35.3093, 1
1.703,97.5747, 3.87986, 35.6507, 1
1.704,97.632, 3.89117, 35.9978, 1
1.705,97.6893, 3.9025, 36.3509, 1
1.706,97.7466, 3.91384, 36.7099, 1
1.707,97.8039, 3.92519, 37.0751, 1
1.708,97.8612, 3.93656, 37.4465, 1
1.709,97.9185, 3.94794, 37.8244, 1
1.71,97.9758, 3.95933, 38.2088, 1
1.711,98.0331, 3.97074, 38.6, 1
1.712,98.0904, 3.98216, 38.998, 1
1.713,98.1477, 3.9936, 39.4031, 1
1.714,98.205, 4.00505, 39.8153, 1
1.715,98.2623, 4.01651, 40.235, 1
1.716,98.3196, 4.02799, 40.6622, 1
1.717,98.3769, 4.03948, 41.0971, 1
1.718,98.4341, 4.05099, 41.54, 1
1.719,98.4914, 4.06251, 41.9909, 1
1.72,98.5487, 4.07404, 42.4502, 1
1.721,98.606, 4.08559, 42.918, 1
1.722,98.6633, 4.09716, 43.3945, 1
1.723,98.7206, 4.10873, 43.8799, 1
1.724,98.7779, 4.12033, 44.3746, 1
1.725,98.8352, 4.13193, 44.8786, 1
1.726,98.8925, 4.14355, 45.3922, 1
1.727,98.9498, 4.15519, 45.9158, 1
1.728,99.0071, 4.16684, 46.4494, 1
1.729,99.0644, 4.17851, 46.9935, 1
1.73,99.1217, 4.19019, 47.5482, 1
1.731,99.179, 4.20188, 48.1139, 1
1.732,99.2363, 4.21359, 48.6909, 1
1.733,99.2936, 4.22531, 49.2793, 1
1.734,99.3509, 4.23705, 49.8796, 1
1.735,99.4082, 4.24881, 50.4921, 1
1.736,99.4655, 4.26057, 51.1171, 1
1.737,99.5228, 4.27236, 51.755, 1
1.738,99.5801, 4.28416, 52.406, 1
1.739,99.6374, 4.29597, 53.0706, 1
1.74,99.6947, 4.3078, 53.7491, 1
1.741,99.752, 4.31964, 54.442, 1
1.742,99.8092, 4.3315, 55.1496, 1
1.743,99.8665, 4.34338, 55.8723, 1
1.744,99.9238, 4.35527, 56.6107, 1
1.745,99.9811, 4.36717, 57.3651, 1
1.746,100.038, 4.37909, 58.136, 1
1.747,100.096, 4.39103, 58.9239, 1
1.748,100.153, 4.40298, 59.7293, 1
1.749,100.21, 4.41495, 60.5527, 1
1.75,100.268, 4.42693, 61.3948, 1
1.751,100.325, 4.43893, 62.2559, 1
1.752,100.382, 4.45094, 63.1368, 1
1.753,100.44, 4.46297, 64.0379, 1
1.754,100.497, 4.47502, 64.9601, 1
1.755,100.554, 4.48708, 65.9038, 1
1.756,100.611, 4.49915, 66.8698, 1
1.757,100.669, 4.51125, 67.8589, 1
1.758,100.726, 4.52336, 68.8716, 1
1.759,100.783, 4.53548, 69.9089, 1
1.76,100.841, 4.54762, 70.9714, 1
1.761,100.898, 4.55978, 72.0601, 1
1.762,100.955, 4.57195, 73.1757, 1
1.763,101.012, 4.58414, 74.3193, 1
1.764,101.07, 4.59635, 75.4916, 1
1.765,101.127, 4.60857, 76.6938, 1
1.766,101.184, 4.62081, 77.9268, 1
1.767,101.242, 4.63306, 79.1917, 1
1.768,101.299, 4.64533, 80.4896, 1
1.769,101.356, 4.65762, 81.8217, 1
1.77,101.414, 4.66993, 83.1891, 1
1.771,101.471, 4.68225, 84.5931, 1
1.772,101.528, 4.69459, 86.0351, 1
1.773,101.585, 4.70694, 87.5165, 1
1.774,101.643, 4.71931, 89.0386, 1
1.775,101.7, 4.7317, 90.6031, 1
1.776,101.757, 4.74411, 92.2114, 1
1.777,101.815, 4.75653, 93.8652, 1
1.778,101.872, 4.76897, 95.5664, 1
1.779,101.929, 4.78142, 97.3166, 1
1.78,101.986, 4.7939, 99.1179, 1
1.781,102.044, 4.80639, 100.972, 1
1.782,102.101, 4.81889, 102.882, 1
1.783,102.158, 4.83142, 104.848, 1
1.784,102.216, 4.84396, 106.875, 1
1.785,102.273, 4.85652, 108.963, 1
1.786,102.33, 4.8691, 111.116, 1
1.787,102.388, 4.88169, 113.337, 1
1.788,102.445, 4.8943, 115.627, 1
1.789,102.502, 4.90693, 117.991, 1
1.79,102.559, 4.91958, 120.432, 1
1.791,102.617, 4.93224, 122.951, 1
1.792,102.674, 4.94493, 125.555, 1
1.793,102.731, 4.95763, 128.245, 1
1.794,102.789, 4.97034, 131.025, 1
1.795,102.846, 4.98308, 133.901, 1
1.796,102.903, 4.99583, 136.876, 1
1.797,102.961, 5.00861, 139.956, 1
1.798,103.018, 5.0214, 143.144, 1
1.799,103.075, 5.0342, 146.446, 1
1.8,103.132, 5.04703, 149.867, 1
1.801,103.19, 5.05988, 153.415, 1
1.802,103.247, 5.07274, 157.093, 1
1.803,103.304, 5.08562, 160.911, 1
1.804,103.362, 5.09852, 164.873, 1
1.805,103.419, 5.11144, 168.988, 1
1.806,103.476, 5.12437, 173.264, 1
1.807,103.533, 5.13733, 177.709, 1
1.808,103.591, 5.1503, 182.333, 1
1.809,103.648, 5.1633, 187.145, 1
1.81,103.705, 5.17631, 192.154, 1
1.811,103.763, 5.18934, 197.374, 1
1.812,103.82, 5.20239, 202.814, 1
1.813,103.877, 5.21546, 208.489, 1
1.814,103.935, 5.22854, 214.411, 1
1.815,103.992, 5.24165, 220.595, 1
1.816,104.049, 5.25478, 227.057, 1
1.817,104.106, 5.26792, 233.814, 1
1.818,104.164, 5.28108, 240.884, 1
1.819,104.221, 5.29427, 248.286, 1
1.82,104.278, 5.30747, 256.043, 1
1.821,104.336, 5.32069, 264.176, 1
1.822,104.393, 5.33393, 272.712, 1
1.823,104.45, 5.34719, 281.675, 1
1.824,104.508, 5.36047, 291.097, 1
1.825,104.565, 5.37377, 301.009, 1
1.826,104.622, 5.3871, 311.444, 1
1.827,104.679, 5.40044, 322.441, 1
1.828,104.737, 5.41379, 334.041, 1
1.829,104.794, 5.42717, 346.289, 1
1.83,104.851, 5.44057, 359.234, 1
1.831,104.909, 5.45399, 372.93, 1
1.832,104.966, 5.46743, 387.436, 1
1.833,105.023, 5.48089, 402.817, 1
1.834,105.08, 5.49437, 419.146, 1
1.835,105.138, 5.50788, 436.502, 1
1.836,105.195, 5.5214, 454.972, 1
1.837,105.252, 5.53494, 474.654, 1
1.838,105.31, 5.5485, 495.658, 1
1.839,105.367, 5.56208, 518.103, 1
1.84,105.424, 5.57569, 542.125, 1
1.841,105.482, 5.58931, 567.875, 1
1.842,105.539, 5.60296, 595.523, 1
1.843,105.596, 5.61662, 625.261, 1
1.844,105.653, 5.63031, 657.304, 1
1.845,105.711, 5.64402, 691.897, 1
1.846,105.768, 5.65774, 729.319, 1
1.847,105.825, 5.67149, 769.885, 1
1.848,105.883, 5.68527, 813.959, 1
1.849,105.94, 5.69906, 861.957, 1
1.85,105.997, 5.71287, 914.36, 1
1.851,106.054, 5.72671, 971.723, 1
1.852,106.112, 5.74056, 1034.69, 1
1.853,106.169, 5.75444, 1104.03, 1
1.854,106.226, 5.76834, 1180.61, 1
1.855,106.284, 5.78226, 1265.49, 1
1.856,106.341, 5.79621, 1359.91, 1
1.857,106.398, 5.81017, 1465.35, 1
1.858,106.456, 5.82416, 1583.6, 1
1.859,106.513, 5.83817, 1716.83, 1
1.86,106.57, 5.8522, 1867.68, 1
1.861,106.627, 5.86625, 2039.38, 1
1.862,106.685, 5.88032, 2235.98, 1
1.863,106.742, 5.89442, 2462.53, 1
1.864,106.799, 5.90854, 2725.43, 1
1.865,106.857, 5.92268, 3032.91, 1
1.866,106.914, 5.93685, 3395.64, 1
1.867,106.971, 5.95104, 3827.7, 1
1.868,107.029, 5.96525, 4347.95, 1
1.869,107.086, 5.97948, 4982.14, 1
1.87,107.143, 5.99373, 5766.14, 1
1.871,107.2, 6.00801, 6751.13, 1
1.872,107.258, 6.02231, 8012.2, 1
1.873,107.315, 6.03664, 9663.05, 1
1.874,107.372, 6.05098, 11882.6, 1
1.875,107.43, 6.06535, 14965.4, 1
1.876,107.487, 6.07975, 19425.1, 1
1.877,107.544, 6.09416, 26222.7, 1
1.878,107.601, 6.1086, 37331.1, 1
1.879,107.659, 6.12307, 57347, 1
1.88,107.716, 6.13755, 99139.4, 1
1.881,107.773, 6.15206, 211186, 1
1.882,107.831, 6.1666, 722994, 1
1.883,107.888, 6.18116, 3.22561e+07, 1
1.884,107.945, 6.19574, 1.47307e+06, 1
1.885,108.003, 6.21034, 300604, 1
1.886,108.06, 6.22497, 125405, 1
1.887,108.117, 6.23963, 68394.5, 1
1.888,108.174, 6.25431, 42979.6, 1
1.889,108.232, 6.26901, 29489.1, 1
1.89,108.289, 6.28373, 21481.3, 1
1.891,108.346, 6.29849, 16342.6, 1
1.892,108.404, 6.31326, 12849.7, 1
1.893,108.461, 6.32806, 10368.1, 1
1.894,108.518, 6.34289, 8541.96, 1
1.895,108.576, 6.35773, 7159.25, 1
1.896,108.633, 6.37261, 6087.23, 1
1.897,108.69, 6.38751, 5239.32, 1
1.898,108.747, 6.40243, 4557.15, 1
1.899,108.805, 6.41738, 4000.18, 1
1.9,108.862, 6.43235, 3539.55, 1
1.901,108.919, 6.44735, 3154.25, 1
1.902,108.977, 6.46238, 2828.71, 1
1.903,109.034, 6.47743, 2551.19, 1
1.904,109.091, 6.4925, 2312.69, 1
1.905,109.148, 6.50761, 2106.21, 1
1.906,109.206, 6.52273, 1926.28, 1
1.907,109.263, 6.53788, 1768.53, 1
1.908,109.32, 6.55306, 1629.46, 1
1.909,109.378, 6.56827, 1506.23, 1
1.91,109.435, 6.5835, 1396.53, 1
1.911,109.492, 6.59875, 1298.44, 1
1.912,109.55, 6.61404, 1210.39, 1
1.913,109.607, 6.62934, 1131.04, 1
1.914,109.664, 6.64468, 1059.3, 1
1.915,109.721, 6.66004, 994.211, 1
1.916,109.779, 6.67543, 934.984, 1
1.917,109.836, 6.69084, 880.934, 1
1.918,109.893, 6.70629, 831.475, 1
1.919,109.951, 6.72175, 786.101, 1
1.92,110.008, 6.73725, 744.376, 1
1.921,110.065, 6.75277, 705.918, 1
1.922,110.122, 6.76832, 670.394, 1
1.923,110.18, 6.78389, 637.515, 1
1.924,110.237, 6.7995, 607.024, 1
1.925,110.294, 6.81513, 578.695, 1
1.926,110.352, 6.83079, 552.33, 1
1.927,110.409, 6.84647, 527.75, 1
1.928,110.466, 6.86219, 504.798, 1
1.929,110.524, 6.87793, 483.334, 1
1.93,110.581, 6.8937, 463.233, 1
1.931,110.638, 6.90949, 444.38, 1
1.932,110.695, 6.92532, 426.676, 1
1.933,110.753, 6.94117, 410.028, 1
1.934,110.81, 6.95705, 394.355, 1
1.935,110.867, 6.97296, 379.582, 1
1.936,110.925, 6.9889, 365.641, 1
1.937,110.982, 7.00486, 352.472, 1
1.938,111.039, 7.02086, 340.018, 1
1.939,111.097, 7.03688, 328.229, 1
1.94,111.154, 7.05293, 317.058, 1
1.941,111.211, 7.06901, 306.464, 1
1.942,111.268, 7.08512, 296.406, 1
1.943,111.326, 7.10126, 286.85, 1
1.944,111.383, 7.11743, 277.763, 1
1.945,111.44, 7.13363, 269.115, 1
1.946,111.498, 7.14985, 260.877, 1
1.947,111.555, 7.16611, 253.026, 1
1.948,111.612, 7.1824, 245.536, 1
1.949,111.669, 7.19871, 238.386, 1
1.95,111.727, 7.21506, 231.556, 1
1.951,111.784, 7.23143, 225.028, 1
1.952,111.841, 7.24784, 218.783, 1
1.953,111.899, 7.26427, 212.807, 1
1.954,111.956, 7.28074, 207.082, 1
1.955,112.013, 7.29723, 201.597, 1
1.956,112.071, 7.31376, 196.338, 1
1.957,112.128, 7.33031, 191.292, 1
1.958,112.185, 7.3469, 186.448, 1
1.959,112.242, 7.36352, 181.796, 1
1.96,112.3, 7.38017, 177.326, 1
1.961,112.357, 7.39684, 173.028, 1
1.962,112.414, 7.41355, 168.895, 1
1.963,112.472, 7.4303, 164.917, 1
1.964,112.529, 7.44707, 161.087, 1
1.965,112.586, 7.46387, 157.398, 1
1.966,112.644, 7.48071, 153.843, 1
1.967,112.701, 7.49757, 150.416, 1
1.968,112.758, 7.51447, 147.111, 1
1.969,112.815, 7.5314, 143.922, 1
1.97,112.873, 7.54837, 140.844, 1
1.971,112.93, 7.56536, 137.872, 1
1.972,112.987, 7.58239, 135, 1
1.973,113.045, 7.59945, 132.226, 1
1.974,113.102, 7.61654, 129.544, 1
1.975,113.159, 7.63366, 126.951, 1
1.976,113.216, 7.65082, 124.442, 1
1.977,113.274, 7.668, 122.014, 1
1.978,113.331, 7.68523, 119.664, 1
1.979,113.388, 7.70248, 117.389, 1
1.98,113.446, 7.71977, 115.185, 1
1.981,113.503, 7.73709, 113.05, 1
1.982,113.56, 7.75444, 110.98, 1
1.983,113.618, 7.77183, 108.974, 1
1.984,113.675, 7.78925, 107.029, 1
1.985,113.732, 7.8067, 105.142, 1
1.986,113.789, 7.82419, 103.311, 1
1.987,113.847, 7.84171, 101.534, 1
1.988,113.904, 7.85927, 99.809, 1
1.989,113.961, 7.87686, 98.1341, 1
1.99,114.019, 7.89448, 96.5074, 1
1.991,114.076, 7.91214, 94.9271, 1
1.992,114.133, 7.92983, 93.3916, 1
1.993,114.19, 7.94756, 91.8992, 1
1.994,114.248, 7.96532, 90.4484, 1
1.995,114.305, 7.98312, 89.0378, 1
1.996,114.362, 8.00095, 87.6659, 1
1.997,114.42, 8.01882, 86.3314, 1
1.998,114.477, 8.03672, 85.033, 1
1.999,114.534, 8.05466, 83.7695, 1
2,114.592, 8.07263, 82.5398, 1
2.001,114.649, 8.09064, 81.3426, 1
2.002,114.706, 8.10868, 80.177, 1
2.003,114.763, 8.12676, 79.0419, 1
2.004,114.821, 8.14488, 77.9363, 1
2.005,114.878, 8.16303, 76.8592, 1
2.006,114.935, 8.18122, 75.8098, 1
2.007,114.993, 8.19944, 74.7872, 1
2.008,115.05, 8.2177, 73.7906, 1
2.009,115.107, 8.236, 72.819, 1
2.01,115.165, 8.25433, 71.8719, 1
2.011,115.222, 8.2727, 70.9484, 1
2.012,115.279, 8.29111, 70.0478, 1
2.013,115.336, 8.30956, 69.1694, 1
2.014,115.394, 8.32804, 68.3127, 1
2.015,115.451, 8.34656, 67.4768, 1
2.016,115.508, 8.36511, 66.6613, 1
2.017,115.566, 8.38371, 65.8656, 1
2.018,115.623, 8.40234, 65.089, 1
2.019,115.68, 8.42101, 64.3311, 1
2.02,115.737, 8.43972, 63.5913, 1
2.021,115.795, 8.45847, 62.8692, 1
2.022,115.852, 8.47725, 62.1641, 1
2.023,115.909, 8.49607, 61.4758, 1
2.024,115.967, 8.51494, 60.8036, 1
2.025,116.024, 8.53384, 60.1472, 1
2.026,116.081, 8.55278, 59.5062, 1
2.027,116.139, 8.57175, 58.8802, 1
2.028,116.196, 8.59077, 58.2687, 1
2.029,116.253, 8.60983, 57.6714, 1
2.03,116.31, 8.62892, 57.0879, 1
2.031,116.368, 8.64806, 56.5179, 1
2.032,116.425, 8.66724, 55.9611, 1
2.033,116.482, 8.68645, 55.417, 1
2.034,116.54, 8.70571, 54.8855, 1
2.035,116.597, 8.725, 54.3662, 1
2.036,116.654, 8.74434, 53.8587, 1
2.037,116.712, 8.76372, 53.3629, 1
2.038,116.769, 8.78313, 52.8784, 1
2.039,116.826, 8.80259, 52.405, 1
2.04,116.883, 8.82209, 51.9424, 1
2.041,116.941, 8.84163, 51.4904, 1
2.042,116.998, 8.86121, 51.0487, 1
2.043,117.055, 8.88083, 50.6171, 1
2.044,117.113, 8.9005, 50.1954, 1
2.045,117.17, 8.9202, 49.7833, 1
2.046,117.227, 8.93995, 49.3807, 1
2.047,117.284, 8.95974, 48.9873, 1
2.048,117.342, 8.97957, 48.603, 1
2.049,117.399, 8.99944, 48.2275, 1
2.05,117.456, 9.01936, 47.8607, 1
2.051,117.514, 9.03932, 47.5024, 1
2.052,117.571, 9.05932, 47.1525, 1
2.053,117.628, 9.07936, 46.8106, 1
2.054,117.686, 9.09945, 46.4768, 1
2.055,117.743, 9.11958, 46.1508, 1
2.056,117.8, 9.13975, 45.8325, 1
2.057,117.857, 9.15997, 45.5218, 1
2.058,117.915, 9.18023, 45.2184, 1
2.059,117.972, 9.20054, 44.9223, 1
2.06,118.029, 9.22088, 44.6334, 1
2.061,118.087, 9.24128, 44.3515, 1
2.062,118.144, 9.26171, 44.0764, 1
2.063,118.201, 9.2822, 43.8081, 1
2.064,118.258, 9.30272, 43.5464, 1
2.065,118.316, 9.32329, 43.2913, 1
2.066,118.373, 9.34391, 43.0426, 1
2.067,118.43, 9.36457, 42.8002, 1
2.068,118.488, 9.38528, 42.5641, 1
2.069,118.545, 9.40603, 42.334, 1
2.07,118.602, 9.42683, 42.11, 1
2.071,118.66, 9.44767, 41.892, 1
2.072,118.717, 9.46856, 41.6797, 1
2.073,118.774, 9.4895, 41.4733, 1
2.074,118.831, 9.51048, 41.2725, 1
2.075,118.889, 9.53151, 41.0773, 1
2.076,118.946, 9.54925, 40.8877, 1
2.077,119.003, 9.55055, 40.7035, 1
2.078,119.061, 9.55185, 40.5247, 1
2.079,119.118, 9.55315, 40.3512, 1
2.08,119.175, 9.55445, 40.1829, 1
2.081,119.233, 9.55575, 40.0198, 1
2.082,119.29, 9.55705, 39.8619, 1
2.083,119.347, 9.55836, 39.709, 1
2.084,119.404, 9.55966, 39.5611, 1
2.085,119.462, 9.56097, 39.4182, 1
2.086,119.519, 9.56228, 39.2802, 1
2.087,119.576, 9.56359, 39.1471, 1
2.088,119.634, 9.5649, 39.0187, 1
2.089,119.691, 9.56621, 38.8951, 1
2.09,119.748, 9.56752, 38.7763, 1
2.091,119.805, 9.56883, 38.6621, 1
2.092,119.863, 9.57015, 38.5526, 1
2.093,119.92, 9.57146, 38.4476, 1
2.094,119.977, 9.57278, 38.3473, 1
2.095,120.035, 9.5741, 38.2515, 1
2.096,120.092, 9.57542, 38.1601, 1
2.097,120.149, 9.57674, 38.0733, 1
2.098,120.207, 9.57806, 37.9909, 1
2.099,120.264, 9.57938, 37.913, 1
2.1,120.321, 9.5807, 37.8394, 1
2.101,120.378, 9.58202, 37.7703, 1
2.102,120.436, 9.58335, 37.7055, 1
2.103,120.493, 9.58467, 37.645, 1
2.104,120.55, 9.586, 37.5889, 1
2.105,120.608, 9.58732, 37.5371, 1
2.106,120.665, 9.58865, 37.4896, 1
2.107,120.722, 9.58998, 37.4464, 1
2.108,120.78, 9.59131, 37.4075, 1
2.109,120.837, 9.59264, 37.3728, 1
2.11,120.894, 9.59397, 37.3425, 1
2.111,120.951, 9.5953, 37.3164, 1
2.112,121.009, 9.59663, 37.2945, 1
2.113,121.066, 9.59796, 37.277, 1
2.114,121.123, 9.59929, 37.2637, 1
2.115,121.181, 9.59874, 39.4756, 1
2.116,121.238, 9.59785, 39.4643, 1
2.117,121.295, 9.59695, 39.4572, 1
2.118,121.352, 9.59606, 39.4545, 1
2.119,121.41, 9.59518, 39.4561, 1
2.12,121.467, 9.59429, 39.462, 1
2.121,121.524, 9.59341, 39.4722, 1
2.122,121.582, 9.59253, 39.4869, 1
2.123,121.639, 9.59165, 39.5059, 1
2.124,121.696, 9.59077, 39.5294, 1
2.125,121.754, 9.5899, 39.5572, 1
2.126,121.811, 9.58903, 39.5895, 1
2.127,121.868, 9.58816, 39.6263, 1
2.128,121.925, 9.58729, 39.6676, 1
2.129,121.983, 9.58643, 39.7135, 1
2.13,122.04, 9.58556, 39.7639, 1
2.131,122.097, 9.5847, 39.8189, 1
2.132,122.155, 9.58385, 39.8785, 1
2.133,122.212, 9.58299, 39.9429, 1
2.134,122.269, 9.58214, 40.0119, 1
2.135,122.326, 9.58129, 40.0857, 1
2.136,122.384, 9.58044, 40.1643, 1
2.137,122.441, 9.5796, 40.2478, 1
2.138,122.498, 9.57875, 40.3362, 1
2.139,122.556, 9.57791, 40.4295, 1
2.14,122.613, 9.57707, 40.5278, 1
2.141,122.67, 9.57623, 40.6312, 1
2.142,122.728, 9.5754, 40.7398, 1
2.143,122.785, 9.57457, 40.8535, 1
2.144,122.842, 9.57374, 40.9725, 1
2.145,122.899, 9.57291, 41.0968, 1
2.146,122.957, 9.57208, 41.2265, 1
2.147,123.014, 9.57126, 41.3616, 1
2.148,123.071, 9.57044, 41.5023, 1
2.149,123.129, 9.56962, 41.6487, 1
2.15,123.186, 9.5688, 41.8007, 1
2.151,123.243, 9.56799, 41.9585, 1
2.152,123.301, 9.56717, 42.1223, 1
2.153,123.358, 9.56636, 42.292, 1
2.154,123.415, 9.56555, 42.4678, 1
2.155,123.472, 9.56475, 42.6497, 1
2.156,123.53, 9.56394, 42.838, 1
2.157,123.587, 9.56314, 43.0326, 1
2.158,123.644, 9.56234, 43.2337, 1
2.159,123.702, 9.56154, 43.4415, 1
2.16,123.759, 9.56075, 43.656, 1
2.161,123.816, 9.55995, 43.8774, 1
2.162,123.873, 9.55916, 44.1058, 1
2.163,123.931, 9.55837, 44.3413, 1
2.164,123.988, 9.55758, 44.5841, 1
2.165,124.045, 9.5568, 44.8343, 1
2.166,124.103, 9.55601, 45.0921, 1
2.167,124.16, 9.55523, 45.3577, 1
2.168,124.217, 9.55445, 45.6311, 1
2.169,124.275, 9.55367, 45.9126, 1
2.17,124.332, 9.5529, 46.2023, 1
2.171,124.389, 9.55212, 46.5004, 1
2.172,124.446, 9.55135, 46.8072, 1
2.173,124.504, 9.55058, 47.1227, 1
2.174,124.561, 9.54981, 47.4473, 1
2.175,124.618, 9.54905, 47.7811, 1
2.176,124.676, 9.54828, 48.1243, 1
2.177,124.733, 9.54752, 48.4771, 1
2.178,124.79, 9.54676, 48.8399, 1
2.179,124.848, 9.546, 49.2128, 1
2.18,124.905, 9.54524, 49.596, 1
2.181,124.962, 9.54449, 49.9899, 1
2.182,125.019, 9.54374, 50.3948, 1
2.183,125.077, 9.54298, 50.8108, 1
2.184,125.134, 9.54224, 51.2383, 1
2.185,125.191, 9.54149, 51.6776, 1
2.186,125.249, 9.54074, 52.1291, 1
2.187,125.306, 9.54, 52.5929, 1
2.188,125.363, 9.53926, 53.0696, 1
2.189,125.42, 9.53852, 53.5593, 1
2.19,125.478, 9.53778, 54.0626, 1
2.191,125.535, 9.53704, 54.5797, 1
2.192,125.592, 9.53631, 55.1112, 1
2.193,125.65, 9.53558, 55.6573, 1
2.194,125.707, 9.53484, 56.2185, 1
2.195,125.764, 9.53412, 56.7953, 1
2.196,125.822, 9.53339, 57.3881, 1
2.197,125.879, 9.53266, 57.9975, 1
2.198,125.936, 9.53194, 58.6238, 1
2.199,125.993, 9.53122, 59.2678, 1
2.2,126.051, 9.5305, 59.9298, 1
2.201,126.108, 9.52978, 60.6104, 1
2.202,126.165, 9.52906, 61.3104, 1
2.203,126.223, 9.52835, 62.0302, 1
2.204,126.28, 9.52763, 62.7705, 1
2.205,126.337, 9.52692, 63.5321, 1
2.206,126.394, 9.52621, 64.3155, 1
2.207,126.452, 9.5255, 65.1216, 1
2.208,126.509, 9.5248, 65.9511, 1
