3.64159, 208.648, 262.903, 1.52976,  1290.7
4.157, 238.179, 70.2621, 0.744926,  -65.826
4.74268, 271.736, inf, 0.674086,  2.32744e+18
4.74268, 271.736, inf, 0.674086,  2.32744e+18
4.6766, 267.949, 248.179, 0.524423,  702.086
4.37322, 250.567, 28.7, 0.0752126,  -5.50412
4.37322, 250.567, 28.7, 0.0752126,  -5.50412
4.37322, 250.567, 28.7, 0.0752126,  -5.50412
