a(radian),a(degree),Eruling, Ebend, Eparalell,
3.237,185.466,23.4022,56.1886,1.64767,1
3.238,185.524,23.4002,55.3526,1.64755,1
3.239,185.581,23.3983,54.5393,1.64742,1
3.24,185.638,23.3963,53.748,1.6473,1
3.241,185.696,23.3943,52.9778,1.64717,1
3.242,185.753,23.3923,52.228,1.64704,1
3.243,185.81,23.3903,51.4979,1.64692,1
3.244,185.868,23.3882,50.7868,1.64679,1
3.245,185.925,23.3862,50.094,1.64666,1
3.246,185.982,23.3842,49.419,1.64653,1
3.247,186.039,23.3821,48.761,1.6464,1
3.248,186.097,23.3801,48.1197,1.64627,1
3.249,186.154,23.378,47.4942,1.64614,1
3.25,186.211,23.376,46.8843,1.64601,1
3.251,186.269,23.3739,46.2893,1.64587,1
3.252,186.326,23.3718,45.7089,1.64574,1
3.253,186.383,23.3698,45.1424,1.64561,1
3.254,186.44,23.3677,44.5895,1.64547,1
3.255,186.498,23.3656,44.0498,1.64534,1
3.256,186.555,23.3635,43.5228,1.6452,1
3.257,186.612,23.3613,43.0082,1.64507,1
3.258,186.67,23.3592,42.5055,1.64493,1
3.259,186.727,23.3571,42.0145,1.64479,1
3.26,186.784,23.3549,41.5347,1.64465,1
3.261,186.842,23.3528,41.0659,1.64451,1
3.262,186.899,23.3507,40.6077,1.64437,1
3.263,186.956,23.3485,40.1598,1.64423,1
3.264,187.013,23.3463,39.7219,1.64409,1
3.265,187.071,23.3441,39.2937,1.64395,1
3.266,187.128,23.342,38.8749,1.64381,1
3.267,187.185,23.3398,38.4654,1.64367,1
3.268,187.243,23.3376,38.0647,1.64353,1
3.269,187.3,23.3354,37.6727,1.64338,1
3.27,187.357,23.3332,37.2892,1.64324,1
3.271,187.414,23.3309,36.9139,1.64309,1
3.272,187.472,23.3287,36.5466,1.64295,1
3.273,187.529,23.3265,36.187,1.6428,1
3.274,187.586,23.3242,35.835,1.64265,1
3.275,187.644,23.322,35.4904,1.64251,1
3.276,187.701,23.3197,35.1529,1.64236,1
3.277,187.758,23.3174,34.8225,1.64221,1
3.278,187.816,23.3152,34.4988,1.64206,1
3.279,187.873,23.3129,34.1818,1.64191,1
3.28,187.93,23.3106,33.8713,1.64176,1
3.281,187.987,23.3083,33.567,1.64161,1
3.282,188.045,23.306,33.269,1.64146,1
3.283,188.102,23.3037,32.9769,1.6413,1
3.284,188.159,23.3013,32.6907,1.64115,1
3.285,188.217,23.299,32.4102,1.641,1
3.286,188.274,23.2967,32.1352,1.64084,1
3.287,188.331,23.2943,31.8658,1.64069,1
3.288,188.389,23.292,31.6016,1.64053,1
3.289,188.446,23.2896,31.3426,1.64037,1
3.29,188.503,23.2873,31.0887,1.64022,1
3.291,188.56,23.2849,30.8397,1.64006,1
3.292,188.618,23.2825,30.5956,1.6399,1
3.293,188.675,23.2801,30.3562,1.63974,1
3.294,188.732,23.2777,30.1214,1.63958,1
3.295,188.79,23.2753,29.8912,1.63942,1
3.296,188.847,23.2729,29.6653,1.63926,1
3.297,188.904,23.2704,29.4438,1.6391,1
3.298,188.961,23.268,29.2265,1.63893,1
3.299,189.019,23.2656,29.0134,1.63877,1
3.3,189.076,23.2631,28.8043,1.63861,1
3.301,189.133,23.2607,28.5992,1.63844,1
3.302,189.191,23.2582,28.3979,1.63828,1
3.303,189.248,23.2557,28.2004,1.63811,1
3.304,189.305,23.2532,28.0067,1.63795,1
3.305,189.363,23.2507,27.8166,1.63778,1
3.306,189.42,23.2483,27.6301,1.63761,1
3.307,189.477,23.2457,27.447,1.63744,1
3.308,189.534,23.2432,27.2674,1.63727,1
3.309,189.592,23.2407,27.0911,1.6371,1
3.31,189.649,23.2382,26.9182,1.63693,1
3.311,189.706,23.2356,26.7484,1.63676,1
3.312,189.764,23.2331,26.5819,1.63659,1
3.313,189.821,23.2305,26.4184,1.63642,1
3.314,189.878,23.228,26.258,1.63624,1
3.315,189.936,23.2254,26.1005,1.63607,1
3.316,189.993,23.2228,25.946,1.6359,1
3.317,190.05,23.2202,25.7944,1.63572,1
3.318,190.107,23.2176,25.6455,1.63554,1
3.319,190.165,23.215,25.4995,1.63537,1
3.32,190.222,23.2124,25.3562,1.63519,1
3.321,190.279,23.2098,25.2155,1.63501,1
3.322,190.337,23.2072,25.0775,1.63483,1
3.323,190.394,23.2045,24.942,1.63465,1
3.324,190.451,23.2019,24.8091,1.63447,1
3.325,190.508,23.1992,24.6787,1.63429,1
3.326,190.566,23.1966,24.5507,1.63411,1
3.327,190.623,23.1939,24.4251,1.63393,1
3.328,190.68,23.1912,24.3019,1.63375,1
3.329,190.738,23.1885,24.181,1.63356,1
3.33,190.795,23.1858,24.0624,1.63338,1
3.331,190.852,23.1831,23.9461,1.63319,1
3.332,190.91,23.1804,23.8319,1.63301,1
3.333,190.967,23.1777,23.72,1.63282,1
3.334,191.024,23.175,23.6102,1.63263,1
3.335,191.081,23.1722,23.5025,1.63245,1
3.336,191.139,23.1695,23.3968,1.63226,1
3.337,191.196,23.1667,23.2932,1.63207,1
3.338,191.253,23.164,23.1917,1.63188,1
3.339,191.311,23.1612,23.0921,1.63169,1
3.34,191.368,23.1584,22.9945,1.6315,1
3.341,191.425,23.1556,22.8988,1.6313,1
3.342,191.482,23.1528,22.8049,1.63111,1
3.343,191.54,23.15,22.713,1.63092,1
3.344,191.597,23.1472,22.6229,1.63072,1
3.345,191.654,23.1444,22.5346,1.63053,1
3.346,191.712,23.1415,22.4482,1.63033,1
3.347,191.769,23.1387,22.3634,1.63014,1
3.348,191.826,23.1359,22.2805,1.62994,1
3.349,191.884,23.133,22.1992,1.62974,1
3.35,191.941,23.1301,22.1197,1.62954,1
3.351,191.998,23.1272,22.0418,1.62934,1
3.352,192.055,23.1244,21.9656,1.62914,1
3.353,192.113,23.1215,21.891,1.62894,1
3.354,192.17,23.1186,21.818,1.62874,1
3.355,192.227,23.1157,21.7467,1.62854,1
3.356,192.285,23.1127,21.6769,1.62833,1
3.357,192.342,23.1098,21.6086,1.62813,1
3.358,192.399,23.1069,21.5419,1.62792,1
3.359,192.457,23.1039,21.4767,1.62772,1
3.36,192.514,23.101,21.413,1.62751,1
3.361,192.571,23.098,21.3508,1.62731,1
3.362,192.628,23.095,21.2901,1.6271,1
3.363,192.686,23.092,21.2308,1.62689,1
3.364,192.743,23.0891,21.173,1.62668,1
3.365,192.8,23.0861,21.1166,1.62647,1
3.366,192.858,23.0831,21.0616,1.62626,1
3.367,192.915,23.08,21.008,1.62605,1
3.368,192.972,23.077,20.9557,1.62584,1
3.369,193.029,23.074,20.9049,1.62562,1
3.37,193.087,23.0709,20.8553,1.62541,1
3.371,193.144,23.0679,20.8072,1.62519,1
3.372,193.201,23.0648,20.7603,1.62498,1
3.373,193.259,23.0617,20.7148,1.62476,1
3.374,193.316,23.0587,20.6705,1.62455,1
3.375,193.373,23.0556,20.6276,1.62433,1
3.376,193.431,23.0525,20.586,1.62411,1
3.377,193.488,23.0494,20.5456,1.62389,1
3.378,193.545,23.0462,20.5065,1.62367,1
3.379,193.602,23.0431,20.4686,1.62345,1
3.38,193.66,23.04,20.432,1.62323,1
3.381,193.717,23.0368,20.3966,1.623,1
3.382,193.774,23.0337,20.3624,1.62278,1
3.383,193.832,23.0305,20.3295,1.62256,1
3.384,193.889,23.0273,20.2977,1.62233,1
3.385,193.946,23.0242,20.2672,1.62211,1
3.386,194.004,23.021,20.2379,1.62188,1
3.387,194.061,23.0178,20.2097,1.62165,1
3.388,194.118,23.0146,20.1827,1.62143,1
3.389,194.175,23.0113,20.1569,1.6212,1
3.39,194.233,23.0081,20.1323,1.62097,1
3.391,194.29,23.0049,20.1088,1.62074,1
3.392,194.347,23.0016,20.0864,1.6205,1
3.393,194.405,22.9984,20.0652,1.62027,1
3.394,194.462,22.9951,20.0452,1.62004,1
3.395,194.519,22.9918,20.0263,1.61981,1
3.396,194.576,22.9886,20.0085,1.61957,1
3.397,194.634,22.9853,19.9919,1.61934,1
3.398,194.691,22.982,19.9763,1.6191,1
3.399,194.748,22.9786,19.9619,1.61886,1
3.4,194.806,22.9753,19.9486,1.61862,1
3.401,194.863,22.972,19.9364,1.61839,1
3.402,194.92,22.9686,19.9254,1.61815,1
3.403,194.978,22.9653,19.9154,1.61791,1
3.404,195.035,22.9619,19.9066,1.61766,1
3.405,195.092,22.9586,19.8988,1.61742,1
3.406,195.149,22.9552,19.8921,1.61718,1
3.407,195.207,22.9518,19.8866,1.61694,1
3.408,195.264,22.9484,19.8821,1.61669,1
3.409,195.321,22.945,19.8787,1.61644,1
3.41,195.379,22.9416,19.8764,1.6162,1
3.411,195.436,22.9381,19.8752,1.61595,1
3.412,195.493,22.9347,19.8751,1.6157,1
3.413,195.55,22.9313,19.8761,1.61545,1
3.414,195.608,22.9278,19.8782,1.6152,1
3.415,195.665,22.9243,19.8814,1.61495,1
3.416,195.722,22.9209,19.8856,1.6147,1
3.417,195.78,22.9174,19.891,1.61445,1
3.418,195.837,22.9139,19.8974,1.6142,1
3.419,195.894,22.9104,19.905,1.61394,1
3.42,195.952,22.9068,19.9136,1.61369,1
3.421,196.009,22.9033,19.9233,1.61343,1
3.422,196.066,22.8998,19.9342,1.61317,1
3.423,196.123,22.8962,19.9461,1.61292,1
3.424,196.181,22.8927,19.9591,1.61266,1
3.425,196.238,22.8891,19.9733,1.6124,1
3.426,196.295,22.8855,19.9885,1.61214,1
3.427,196.353,22.882,20.0049,1.61188,1
3.428,196.41,22.8784,20.0223,1.61161,1
3.429,196.467,22.8748,20.0409,1.61135,1
3.43,196.525,22.8711,20.0606,1.61109,1
3.431,196.582,22.8675,20.0815,1.61082,1
3.432,196.639,22.8639,20.1035,1.61056,1
3.433,196.696,22.8602,20.1266,1.61029,1
3.434,196.754,22.8566,20.1508,1.61002,1
3.435,196.811,22.8529,20.1762,1.60975,1
3.436,196.868,22.8492,20.2027,1.60948,1
3.437,196.926,22.8455,20.2304,1.60921,1
3.438,196.983,22.8418,20.2593,1.60894,1
3.439,197.04,22.8381,20.2894,1.60867,1
3.44,197.097,22.8344,20.3206,1.6084,1
3.441,197.155,22.8307,20.353,1.60812,1
3.442,197.212,22.827,20.3866,1.60785,1
3.443,197.269,22.8232,20.4213,1.60757,1
3.444,197.327,22.8194,20.4573,1.6073,1
3.445,197.384,22.8157,20.4946,1.60702,1
3.446,197.441,22.8119,20.533,1.60674,1
3.447,197.499,22.8081,20.5727,1.60646,1
3.448,197.556,22.8043,20.6136,1.60618,1
3.449,197.613,22.8005,20.6558,1.6059,1
3.45,197.67,22.7967,20.6992,1.60561,1
3.451,197.728,22.7928,20.7439,1.60533,1
3.452,197.785,22.789,20.7899,1.60505,1
3.453,197.842,22.7851,20.8372,1.60476,1
3.454,197.9,22.7813,20.8858,1.60447,1
3.455,197.957,22.7774,20.9357,1.60419,1
3.456,198.014,22.7735,20.9869,1.6039,1
3.457,198.072,22.7696,21.0395,1.60361,1
3.458,198.129,22.7657,21.0935,1.60332,1
3.459,198.186,22.7618,21.1488,1.60303,1
3.46,198.243,22.7579,21.2055,1.60274,1
3.461,198.301,22.7539,21.2636,1.60244,1
3.462,198.358,22.75,21.3231,1.60215,1
3.463,198.415,22.746,21.384,1.60185,1
3.464,198.473,22.7421,21.4464,1.60156,1
3.465,198.53,22.7381,21.5102,1.60126,1
3.466,198.587,22.7341,21.5756,1.60096,1
3.467,198.644,22.7301,21.6424,1.60066,1
3.468,198.702,22.7261,21.7107,1.60036,1
3.469,198.759,22.722,21.7806,1.60006,1
3.47,198.816,22.718,21.852,1.59976,1
3.471,198.874,22.714,21.925,1.59945,1
3.472,198.931,22.7099,21.9995,1.59915,1
3.473,198.988,22.7058,22.0757,1.59884,1
3.474,199.046,22.7018,22.1535,1.59854,1
3.475,199.103,22.6977,22.233,1.59823,1
3.476,199.16,22.6936,22.3141,1.59792,1
3.477,199.217,22.6895,22.3969,1.59761,1
3.478,199.275,22.6853,22.4815,1.5973,1
3.479,199.332,22.6812,22.5678,1.59699,1
3.48,199.389,22.6771,22.6558,1.59668,1
3.481,199.447,22.6729,22.7457,1.59637,1
3.482,199.504,22.6687,22.8374,1.59605,1
3.483,199.561,22.6645,22.9309,1.59573,1
3.484,199.618,22.6604,23.0263,1.59542,1
3.485,199.676,22.6562,23.1236,1.5951,1
3.486,199.733,22.6519,23.2228,1.59478,1
3.487,199.79,22.6477,23.324,1.59446,1
3.488,199.848,22.6435,23.4272,1.59414,1
3.489,199.905,22.6392,23.5324,1.59382,1
3.49,199.962,22.635,23.6397,1.5935,1
3.491,200.02,22.6307,23.7491,1.59317,1
3.492,200.077,22.6264,23.8606,1.59285,1
3.493,200.134,22.6221,23.9742,1.59252,1
3.494,200.191,22.6178,24.0901,1.59219,1
3.495,200.249,22.6135,24.2082,1.59186,1
3.496,200.306,22.6092,24.3286,1.59153,1
3.497,200.363,22.6048,24.4513,1.5912,1
3.498,200.421,22.6005,24.5763,1.59087,1
3.499,200.478,22.5961,24.7038,1.59054,1
3.5,200.535,22.5918,24.8336,1.5902,1
3.501,200.593,22.5874,24.966,1.58987,1
3.502,200.65,22.583,25.1009,1.58953,1
3.503,200.707,22.5786,25.2384,1.58919,1
3.504,200.764,22.5742,25.3785,1.58886,1
3.505,200.822,22.5697,25.5213,1.58852,1
3.506,200.879,22.5653,25.6669,1.58818,1
3.507,200.936,22.5608,25.8152,1.58783,1
3.508,200.994,22.5564,25.9663,1.58749,1
3.509,201.051,22.5519,26.1204,1.58715,1
3.51,201.108,22.5474,26.2774,1.5868,1
3.511,201.165,22.5429,26.4374,1.58645,1
3.512,201.223,22.5384,26.6005,1.58611,1
3.513,201.28,22.5338,26.7667,1.58576,1
3.514,201.337,22.5293,26.9361,1.58541,1
3.515,201.395,22.5247,27.1088,1.58506,1
3.516,201.452,22.5202,27.2849,1.5847,1
3.517,201.509,22.5156,27.4643,1.58435,1
3.518,201.567,22.511,27.6473,1.584,1
3.519,201.624,22.5064,27.8338,1.58364,1
3.52,201.681,22.5018,28.0239,1.58328,1
3.521,201.738,22.4972,28.2178,1.58293,1
3.522,201.796,22.4926,28.4154,1.58257,1
3.523,201.853,22.4879,28.617,1.58221,1
3.524,201.91,22.4832,28.8225,1.58184,1
3.525,201.968,22.4786,29.0321,1.58148,1
3.526,202.025,22.4739,29.2459,1.58112,1
3.527,202.082,22.4692,29.4639,1.58075,1
3.528,202.14,22.4645,29.6863,1.58038,1
3.529,202.197,22.4598,29.9132,1.58002,1
3.53,202.254,22.455,30.1446,1.57965,1
3.531,202.311,22.4503,30.3808,1.57928,1
3.532,202.369,22.4455,30.6217,1.57891,1
3.533,202.426,22.4407,30.8676,1.57853,1
3.534,202.483,22.436,31.1185,1.57816,1
3.535,202.541,22.4312,31.3746,1.57778,1
3.536,202.598,22.4264,31.6359,1.57741,1
3.537,202.655,22.4215,31.9028,1.57703,1
3.538,202.712,22.4167,32.1752,1.57665,1
3.539,202.77,22.4118,32.4533,1.57627,1
3.54,202.827,22.407,32.7374,1.57589,1
3.541,202.884,22.4021,33.0274,1.57551,1
3.542,202.942,22.3972,33.3237,1.57512,1
3.543,202.999,22.3923,33.6263,1.57474,1
3.544,203.056,22.3874,33.9355,1.57435,1
3.545,203.114,22.3825,34.2514,1.57396,1
3.546,203.171,22.3776,34.5743,1.57357,1
3.547,203.228,22.3726,34.9042,1.57318,1
3.548,203.285,22.3676,35.2414,1.57279,1
3.549,203.343,22.3627,35.5862,1.5724,1
3.55,203.4,22.3577,35.9387,1.57201,1
3.551,203.457,22.3527,36.2992,1.57161,1
3.552,203.515,22.3477,36.6678,1.57121,1
3.553,203.572,22.3426,37.045,1.57081,1
3.554,203.629,22.3376,37.4308,1.57042,1
3.555,203.686,22.3325,37.8256,1.57001,1
3.556,203.744,22.3275,38.2296,1.56961,1
3.557,203.801,22.3224,38.6431,1.56921,1
3.558,203.858,22.3173,39.0665,1.5688,1
3.559,203.916,22.3122,39.5,1.5684,1
3.56,203.973,22.3071,39.9439,1.56799,1
3.561,204.03,22.3019,40.3987,1.56758,1
3.562,204.088,22.2968,40.8646,1.56717,1
3.563,204.145,22.2916,41.342,1.56676,1
3.564,204.202,22.2864,41.8313,1.56635,1
3.565,204.259,22.2812,42.3328,1.56593,1
3.566,204.317,22.276,42.8471,1.56552,1
3.567,204.374,22.2708,43.3745,1.5651,1
3.568,204.431,22.2656,43.9156,1.56468,1
3.569,204.489,22.2604,44.4706,1.56426,1
3.57,204.546,22.2551,45.0403,1.56384,1
3.571,204.603,22.2498,45.625,1.56342,1
3.572,204.661,22.2445,46.2253,1.56299,1
3.573,204.718,22.2392,46.8418,1.56257,1
3.574,204.775,22.2339,47.4751,1.56214,1
3.575,204.832,22.2286,48.1258,1.56171,1
3.576,204.89,22.2233,48.7946,1.56128,1
3.577,204.947,22.2179,49.4821,1.56085,1
3.578,205.004,22.2125,50.1891,1.56042,1
3.579,205.062,22.2072,50.9163,1.55999,1
3.58,205.119,22.2018,51.6645,1.55955,1
3.581,205.176,22.1964,52.4345,1.55912,1
3.582,205.233,22.1909,53.2272,1.55868,1
3.583,205.291,22.1855,54.0436,1.55824,1
3.584,205.348,22.1801,54.8846,1.5578,1
3.585,205.405,22.1746,55.7512,1.55735,1
3.586,205.463,22.1691,56.6445,1.55691,1
3.587,205.52,22.1636,57.5656,1.55646,1
3.588,205.577,22.1581,58.5157,1.55602,1
3.589,205.635,22.1526,59.4962,1.55557,1
3.59,205.692,22.147,60.5082,1.55512,1
3.591,205.749,22.1415,61.5533,1.55467,1
3.592,205.806,22.1359,62.6329,1.55421,1
3.593,205.864,22.1303,63.7485,1.55376,1
3.594,205.921,22.1247,64.902,1.5533,1
3.595,205.978,22.1191,66.0949,1.55285,1
3.596,206.036,22.1135,67.3293,1.55239,1
3.597,206.093,22.1079,68.607,1.55193,1
3.598,206.15,22.1022,69.9302,1.55146,1
3.599,206.208,22.0966,71.3011,1.551,1
3.6,206.265,22.0909,72.7222,1.55054,1
3.601,206.322,22.0852,74.1959,1.55007,1
3.602,206.379,22.0795,75.725,1.5496,1
3.603,206.437,22.0737,77.3123,1.54913,1
3.604,206.494,22.068,78.9609,1.54866,1
3.605,206.551,22.0622,80.6741,1.54819,1
3.606,206.609,22.0565,82.4553,1.54771,1
3.607,206.666,22.0507,84.3085,1.54724,1
3.608,206.723,22.0449,86.2375,1.54676,1
3.609,206.78,22.0391,88.2466,1.54628,1
3.61,206.838,22.0332,90.3406,1.5458,1
3.611,206.895,22.0274,92.5242,1.54532,1
3.612,206.952,22.0215,94.803,1.54483,1
3.613,207.01,22.0156,97.1825,1.54435,1
3.614,207.067,22.0097,99.6691,1.54386,1
3.615,207.124,22.0038,102.269,1.54337,1
3.616,207.182,21.9979,104.99,1.54288,1
3.617,207.239,21.992,107.84,1.54239,1
3.618,207.296,21.986,110.827,1.5419,1
3.619,207.353,21.98,113.96,1.5414,1
3.62,207.411,21.9741,117.249,1.5409,1
3.621,207.468,21.9681,120.704,1.5404,1
3.622,207.525,21.962,124.339,1.5399,1
3.623,207.583,21.956,128.165,1.5394,1
3.624,207.64,21.95,132.196,1.5389,1
3.625,207.697,21.9439,136.448,1.53839,1
3.626,207.754,21.9378,140.937,1.53789,1
3.627,207.812,21.9317,145.681,1.53738,1
3.628,207.869,21.9256,150.702,1.53687,1
3.629,207.926,21.9195,156.02,1.53635,1
3.63,207.984,21.9133,161.661,1.53584,1
3.631,208.041,21.9072,167.651,1.53533,1
3.632,208.098,21.901,174.021,1.53481,1
3.633,208.156,21.8948,180.803,1.53429,1
3.634,208.213,21.8886,188.035,1.53377,1
3.635,208.27,21.8824,195.758,1.53325,1
3.636,208.327,21.8761,204.018,1.53272,1
3.637,208.385,21.8699,212.866,1.5322,1
3.638,208.442,21.8636,222.361,1.53167,1
3.639,208.499,21.8573,232.568,1.53114,1
3.64,208.557,21.851,243.561,1.53061,1
3.641,208.614,21.8447,255.424,1.53007,1
3.642,208.671,21.8384,268.251,1.52954,1
3.643,208.729,21.832,282.153,1.529,1
3.644,208.786,21.8256,297.252,1.52846,1
3.645,208.843,21.8192,313.692,1.52792,1
3.646,208.9,21.8128,331.638,1.52738,1
3.647,208.958,21.8064,351.282,1.52684,1
3.648,209.015,21.8,372.846,1.52629,1
3.649,209.072,21.7935,396.591,1.52575,1
3.65,209.13,21.7871,422.823,1.5252,1
3.651,209.187,21.7806,451.904,1.52464,1
3.652,209.244,21.7741,484.264,1.52409,1
3.653,209.301,21.7675,520.419,1.52354,1
3.654,209.359,21.761,560.989,1.52298,1
3.655,209.416,21.7545,606.727,1.52242,1
3.656,209.473,21.7479,658.552,1.52186,1
3.657,209.531,21.7413,717.598,1.5213,1
3.658,209.588,21.7347,785.278,1.52073,1
3.659,209.645,21.7281,863.365,1.52017,1
3.66,209.703,21.7214,954.112,1.5196,1
3.661,209.76,21.7148,1060.42,1.51903,1
3.662,209.817,21.7081,1186.07,1.51846,1
3.663,209.874,21.7014,1336.05,1.51789,1
3.664,209.932,21.6947,1517.09,1.51731,1
3.665,209.989,21.6879,1738.42,1.51673,1
3.666,210.046,21.6812,2012.94,1.51615,1
3.667,210.104,21.6744,2359.18,1.51557,1
3.668,210.161,21.6676,2804.49,1.51499,1
3.669,210.218,21.6608,3390.64,1.5144,1
3.67,210.276,21.654,4183.93,1.51381,1
3.671,210.333,21.6472,5294.85,1.51322,1
3.672,210.39,21.6403,6918.66,1.51263,1
3.673,210.447,21.6335,9427.42,1.51204,1
3.674,210.505,21.6266,13603.7,1.51144,1
3.675,210.562,21.6197,21333.2,1.51085,1
3.676,210.619,21.6127,38176.1,1.51025,1
3.677,210.677,21.6058,87077.2,1.50965,1
3.678,210.734,21.5988,363156,1.50904,1
3.679,210.791,21.5919,2.07E+08,1.50844,1
3.68,210.848,21.5849,309499,1.50783,1
3.681,210.906,21.5778,80535.9,1.50722,1
3.682,210.963,21.5708,36314,1.50661,1
3.683,211.02,21.5638,20593.5,1.50599,1
3.684,211.078,21.5567,13256.1,1.50538,1
3.685,211.135,21.5496,9249.3,1.50476,1
3.686,211.192,21.5425,6824.48,1.50414,1
3.687,211.25,21.5354,5246.46,1.50352,1
3.688,211.307,21.5282,4162.36,1.50289,1
3.689,211.364,21.521,3385.7,1.50227,1
3.69,211.421,21.5139,2810.35,1.50164,1
3.691,211.479,21.5066,2372.33,1.50101,1
3.692,211.536,21.4994,2031.22,1.50038,1
3.693,211.593,21.4922,1760.42,1.49974,1
3.694,211.651,21.4849,1541.9,1.4991,1
3.695,211.708,21.4776,1363.05,1.49847,1
3.696,211.765,21.4703,1214.83,1.49782,1
3.697,211.822,21.463,1090.67,1.49718,1
3.698,211.88,21.4557,985.643,1.49654,1
3.699,211.937,21.4483,896.044,1.49589,1
3.7,211.994,21.441,819.014,1.49524,1
3.701,212.052,21.4336,752.332,1.49458,1
3.702,212.109,21.4261,694.245,1.49393,1
3.703,212.166,21.4187,643.36,1.49327,1
3.704,212.224,21.4112,598.555,1.49261,1
3.705,212.281,21.4038,558.919,1.49195,1
3.706,212.338,21.3963,523.707,1.49129,1
3.707,212.395,21.3888,492.304,1.49062,1
3.708,212.453,21.3812,464.2,1.48996,1
3.709,212.51,21.3737,438.968,1.48929,1
3.71,212.567,21.3661,416.248,1.48861,1
3.711,212.625,21.3585,395.736,1.48794,1
3.712,212.682,21.3509,377.176,1.48726,1
3.713,212.739,21.3433,360.344,1.48658,1
3.714,212.797,21.3356,345.053,1.4859,1
3.715,212.854,21.3279,331.139,1.48521,1
3.716,212.911,21.3202,318.459,1.48453,1
3.717,212.968,21.3125,306.892,1.48384,1
3.718,213.026,21.3048,296.331,1.48315,1
3.719,213.083,21.297,286.681,1.48245,1
3.72,213.14,21.2892,277.861,1.48176,1
3.721,213.198,21.2814,269.798,1.48106,1
3.722,213.255,21.2736,262.429,1.48036,1
3.723,213.312,21.2658,255.698,1.47966,1
3.724,213.369,21.2579,249.555,1.47895,1
3.725,213.427,21.25,243.956,1.47824,1
3.726,213.484,21.2421,238.863,1.47753,1
3.727,213.541,21.2342,234.24,1.47682,1
3.728,213.599,21.2263,230.057,1.4761,1
3.729,213.656,21.2183,226.287,1.47539,1
3.73,213.713,21.2103,222.906,1.47467,1
3.731,213.771,21.2023,219.892,1.47394,1
3.732,213.828,21.1943,217.226,1.47322,1
3.733,213.885,21.1862,214.893,1.47249,1
3.734,213.942,21.1781,212.876,1.47176,1
3.735,214,21.17,211.164,1.47103,1
3.736,214.057,21.1619,209.745,1.47029,1
3.737,214.114,21.1538,208.611,1.46955,1
3.738,214.172,21.1456,207.753,1.46881,1
3.739,214.229,21.1374,207.165,1.46807,1
3.74,214.286,21.1292,206.842,1.46732,1
3.741,214.344,21.121,206.78,1.46658,1
3.742,214.401,21.1128,206.976,1.46583,1
3.743,214.458,21.1045,207.429,1.46507,1
3.744,214.515,21.0962,208.138,1.46432,1
3.745,214.573,21.0879,209.105,1.46356,1
3.746,214.63,21.0795,210.332,1.4628,1
3.747,214.687,21.0712,211.822,1.46203,1
3.748,214.745,21.0628,213.579,1.46127,1
3.749,214.802,21.0544,215.609,1.4605,1
3.75,214.859,21.046,217.919,1.45973,1
3.751,214.916,21.0375,220.517,1.45895,1
3.752,214.974,21.029,223.413,1.45817,1
3.753,215.031,21.0205,226.618,1.45739,1
3.754,215.088,21.012,230.145,1.45661,1
3.755,215.146,21.0035,234.008,1.45583,1
3.756,215.203,20.9949,238.224,1.45504,1
3.757,215.26,20.9848,259.743,1.45425,1
3.758,215.318,20.9609,264.922,1.45345,1
3.759,215.375,20.937,270.518,1.45266,1
3.76,215.432,20.9131,276.558,1.45186,1
3.761,215.489,20.8891,283.07,1.45106,1
3.762,215.547,20.8651,290.087,1.45025,1
3.763,215.604,20.8411,297.644,1.44945,1
3.764,215.661,20.8171,305.781,1.44864,1
3.765,215.719,20.7931,314.543,1.44782,1
3.766,215.776,20.769,323.981,1.44701,1
3.767,215.833,20.7449,334.149,1.44619,1
3.768,215.89,20.7208,345.11,1.44537,1
3.769,215.948,20.6967,356.936,1.44454,1
3.77,216.005,20.6725,369.705,1.44371,1
3.771,216.062,20.6484,383.506,1.44288,1
3.772,216.12,20.6242,398.441,1.44205,1
3.773,216.177,20.6,414.625,1.44121,1
3.774,216.234,20.5757,432.187,1.44038,1
3.775,216.292,20.5515,451.277,1.43953,1
3.776,216.349,20.5272,472.064,1.43869,1
3.777,216.406,20.5029,494.744,1.43784,1
3.778,216.463,20.4786,519.543,1.43699,1
3.779,216.521,20.4543,546.719,1.43614,1
3.78,216.578,20.43,576.577,1.43528,1
3.781,216.635,20.4056,609.47,1.43442,1
3.782,216.693,20.3812,645.811,1.43356,1
3.783,216.75,20.3568,686.09,1.43269,1
3.784,216.807,20.3324,730.886,1.43182,1
3.785,216.865,20.3079,780.889,1.43095,1
3.786,216.922,20.2834,836.928,1.43008,1
3.787,216.979,20.2589,900.006,1.4292,1
3.788,217.036,20.2344,971.342,1.42832,1
3.789,217.094,20.2099,1052.43,1.42743,1
3.79,217.151,20.1826,1145.13,1.42654,1
3.791,217.208,20.1474,1251.76,1.42565,1
3.792,217.266,20.1122,1375.24,1.42476,1
3.793,217.323,20.0769,1519.31,1.42386,1
3.794,217.38,20.0417,1688.8,1.42296,1
3.795,217.437,20.0064,1890.08,1.42206,1
3.796,217.495,19.9711,2131.6,1.42115,1
3.797,217.552,19.9359,2424.84,1.42024,1
3.798,217.609,19.9006,2785.69,1.41933,1
3.799,217.667,19.8653,3236.65,1.41841,1
3.8,217.724,19.83,3810.4,1.41749,1
3.801,217.781,19.7947,4555.96,1.41657,1
3.802,217.839,19.7593,5549.39,1.41565,1
3.803,217.896,19.724,6914.14,1.41472,1
3.804,217.953,19.6887,8861.16,1.41378,1
3.805,218.01,19.6533,11775.7,1.41285,1
