Planarity
2.62943e-16, 1.92394e-16, 2.98513e-17, 1.72212e-16, 3.00914e-16, 6.55833e-17, 3.7784e-16, 1.53876e-16, 3.75383e-16, 1.80254e-16, 8.3991e-17, 8.54083e-17, 1.76228e-16, 5.22458e-17, 1.61334e-16, 4.88021e-17, 1.05854e-16, 6.02803e-17, 5.59059e-17, 5.47228e-17, 5.59839e-17, 5.59907e-17, 8.2942e-17, 6.98162e-17, 1.01846e-16, 4.15704e-18, 2.15323e-16, 4.98989e-17, 3.54661e-16, 6.57685e-17, 2.23793e-16, 4.16111e-17, 7.91835e-17, 3.33024e-17, 5.2154e-17, 8.23144e-18, 5.73733e-17, 8.33381e-18, 1.47677e-16, 7.50488e-17, 1.38484e-16, 3.33778e-17, 7.68227e-17, 5.77731e-17, 5.30422e-17, 2.75839e-16, 1.01035e-16, 2.84503e-16, 5.78571e-18, 8.10044e-17, 1.08274e-16, 1.63911e-17, 1.43138e-17, 6.55637e-17, 9.94428e-17, 1.78204e-16, 5.28155e-17, 0, 1.16371e-16, 3.22057e-17, 4.13932e-17, 3.2561e-17, 3.86545e-17, 2.88584e-17, 2.25245e-17, 1.64741e-17, 3.23604e-18, 1.22002e-17, 3.73311e-17, 3.70109e-17, 4.02393e-17, 2.05499e-17, 1.32016e-17, 1.71294e-17, 
Developability
0, 0, 0, 0, -8.88178e-16, 0, 0, 0, 0, -8.88178e-16, 0, 0, 0, 0, 0, 0, 0, 0, -8.88178e-16, -8.88178e-16, 0, 0, 0, 0, 0, 0, 0, -8.88178e-16, -8.88178e-16, -8.88178e-16, 0, 0, 0, 0, 0, 0, 
