a, Eruling, Fbend,
0.885,3.18857,2.94437,1
0.886,3.18696,2.93861,1
0.887,3.18534,2.93288,1
0.888,3.18372,2.92718,1
0.889,3.1821,2.92151,1
0.89,3.18047,2.91586,1
0.891,3.17884,2.91024,1
0.892,3.1772,2.90465,1
0.893,3.17557,2.89908,1
0.894,3.17393,2.89354,1
0.895,3.17228,2.88803,1
0.896,3.17064,2.88255,1
0.897,3.16899,2.87709,1
0.898,3.16733,2.87166,1
0.899,3.16568,2.86625,1
0.9,3.16402,2.86087,1
0.901,3.16236,2.85551,1
0.902,3.16069,2.85018,1
0.903,3.15902,2.84487,1
0.904,3.15735,2.83959,1
0.905,3.15567,2.83434,1
0.906,3.154,2.82911,1
0.907,3.15231,2.8239,1
0.908,3.15063,2.81872,1
0.909,3.14894,2.81356,1
0.91,3.14725,2.80842,1
0.911,3.14556,2.80331,1
0.912,3.14386,2.79823,1
0.913,3.14216,2.79316,1
0.914,3.14046,2.78812,1
0.915,3.13875,2.78311,1
0.916,3.13704,2.77811,1
0.917,3.13532,2.77314,1
0.918,3.13361,2.76819,1
0.919,3.13189,2.76327,1
0.92,3.13017,2.75836,1
0.921,3.12844,2.75348,1
0.922,3.12671,2.74862,1
0.923,3.12498,2.74378,1
0.924,3.12324,2.73897,1
0.925,3.1215,2.73417,1
0.926,3.11976,2.7294,1
0.927,3.11801,2.72465,1
0.928,3.11627,2.71992,1
0.929,3.11451,2.71521,1
0.93,3.11276,2.71052,1
0.931,3.111,2.70586,1
0.932,3.10924,2.70121,1
0.933,3.10747,2.69659,1
0.934,3.1057,2.69198,1
0.935,3.10393,2.68739,1
0.936,3.10216,2.68283,1
0.937,3.10038,2.67828,1
0.938,3.0986,2.67376,1
0.939,3.09681,2.66925,1
0.94,3.09503,2.66477,1
0.941,3.09324,2.6603,1
0.942,3.09144,2.65585,1
0.943,3.08964,2.65143,1
0.944,3.08784,2.64702,1
0.945,3.08604,2.64263,1
0.946,3.08423,2.63826,1
0.947,3.08242,2.6339,1
0.948,3.08061,2.62957,1
0.949,3.07879,2.62526,1
0.95,3.07697,2.62096,1
0.951,3.07514,2.61668,1
0.952,3.07332,2.61242,1
0.953,3.07149,2.60818,1
0.954,3.06965,2.60395,1
0.955,3.06782,2.59975,1
0.956,3.06598,2.59556,1
0.957,3.06413,2.59139,1
0.958,3.06228,2.58723,1
0.959,3.06043,2.5831,1
0.96,3.05858,2.57898,1
0.961,3.05672,2.57488,1
0.962,3.05486,2.57079,1
0.963,3.053,2.56672,1
0.964,3.05113,2.56267,1
0.965,3.04926,2.55864,1
0.966,3.04739,2.55462,1
0.967,3.04551,2.55062,1
0.968,3.04363,2.54664,1
0.969,3.04175,2.54267,1
0.97,3.03986,2.53872,1
0.971,3.03797,2.53478,1
0.972,3.03608,2.53086,1
0.973,3.03418,2.52696,1
0.974,3.03228,2.52307,1
0.975,3.03038,2.5192,1
0.976,3.02847,2.51534,1
0.977,3.02656,2.5115,1
0.978,3.02465,2.50767,1
0.979,3.02273,2.50386,1
0.98,3.02081,2.50007,1
0.981,3.01888,2.49629,1
0.982,3.01696,2.49252,1
0.983,3.01503,2.48877,1
0.984,3.01309,2.48504,1
0.985,3.01115,2.48132,1
0.986,3.00921,2.47762,1
0.987,3.00727,2.47392,1
0.988,3.00532,2.47025,1
0.989,3.00337,2.46659,1
0.99,3.00142,2.46294,1
0.991,2.99946,2.45931,1
0.992,2.9975,2.45569,1
0.993,2.99553,2.45209,1
0.994,2.99357,2.4485,1
0.995,2.99159,2.44492,1
0.996,2.98962,2.44136,1
0.997,2.98764,2.43781,1
0.998,2.98566,2.43428,1
0.999,2.98367,2.43075,1
1,2.98169,2.42725,1
1.001,2.97969,2.42375,1
1.002,2.9777,2.42027,1
1.003,2.9757,2.41681,1
1.004,2.9737,2.41335,1
1.005,2.97169,2.40991,1
1.006,2.96968,2.40649,1
1.007,2.96767,2.40307,1
1.008,2.96566,2.39967,1
1.009,2.96364,2.39628,1
1.01,2.96161,2.39291,1
1.011,2.95959,2.38954,1
1.012,2.95756,2.38619,1
1.013,2.95552,2.38286,1
1.014,2.95349,2.37953,1
1.015,2.95145,2.37622,1
1.016,2.9494,2.37292,1
1.017,2.94736,2.36963,1
1.018,2.94531,2.36636,1
1.019,2.94325,2.3631,1
1.02,2.94119,2.35984,1
1.021,2.93913,2.35661,1
1.022,2.93707,2.35338,1
1.023,2.935,2.35016,1
1.024,2.93293,2.34696,1
1.025,2.93086,2.34377,1
1.026,2.92878,2.34059,1
1.027,2.9267,2.33742,1
1.028,2.92461,2.33427,1
1.029,2.92252,2.33112,1
1.03,2.92043,2.32799,1
1.031,2.91833,2.32487,1
1.032,2.91623,2.32176,1
1.033,2.91413,2.31866,1
1.034,2.91202,2.31557,1
1.035,2.90991,2.3125,1
1.036,2.9078,2.30943,1
1.037,2.90568,2.30638,1
1.038,2.90356,2.30333,1
1.039,2.90144,2.3003,1
1.04,2.89931,2.29728,1
1.041,2.89718,2.29427,1
1.042,2.89505,2.29127,1
1.043,2.89291,2.28828,1
1.044,2.89077,2.2853,1
1.045,2.88862,2.28234,1
1.046,2.88647,2.27938,1
1.047,2.88432,2.27643,1
1.048,2.88216,2.2735,1
1.049,2.88,2.27057,1
1.05,2.87784,2.26766,1
1.051,2.87567,2.26475,1
1.052,2.8735,2.26186,1
1.053,2.87133,2.25897,1
1.054,2.86915,2.2561,1
1.055,2.86697,2.25323,1
1.056,2.86479,2.25038,1
1.057,2.8626,2.24753,1
1.058,2.86041,2.2447,1
1.059,2.85821,2.24187,1
1.06,2.85601,2.23906,1
1.061,2.85381,2.23625,1
1.062,2.8516,2.23346,1
1.063,2.84939,2.23067,1
1.064,2.84718,2.2279,1
1.065,2.84496,2.22513,1
1.066,2.84274,2.22237,1
1.067,2.84052,2.21962,1
1.068,2.83829,2.21689,1
1.069,2.83606,2.21416,1
1.07,2.83382,2.21144,1
1.071,2.83159,2.20873,1
1.072,2.82934,2.20603,1
1.073,2.8271,2.20333,1
1.074,2.82485,2.20065,1
1.075,2.8226,2.19798,1
1.076,2.82034,2.19531,1
1.077,2.81808,2.19266,1
1.078,2.81581,2.19001,1
1.079,2.81355,2.18737,1
1.08,2.81127,2.18475,1
1.081,2.809,2.18213,1
1.082,2.80672,2.17951,1
1.083,2.80444,2.17691,1
1.084,2.80215,2.17432,1
1.085,2.79986,2.17173,1
1.086,2.79757,2.16916,1
1.087,2.79527,2.16659,1
1.088,2.79297,2.16403,1
1.089,2.79067,2.16148,1
1.09,2.78836,2.15893,1
1.091,2.78605,2.1564,1
1.092,2.78373,2.15387,1
1.093,2.78141,2.15136,1
1.094,2.77909,2.14885,1
1.095,2.77676,2.14635,1
1.096,2.77443,2.14385,1
1.097,2.7721,2.14137,1
1.098,2.76976,2.13889,1
1.099,2.76742,2.13642,1
1.1,2.76507,2.13396,1
1.101,2.76272,2.13151,1
1.102,2.76037,2.12907,1
1.103,2.75801,2.12663,1
1.104,2.75565,2.1242,1
1.105,2.75329,2.12178,1
1.106,2.75092,2.11937,1
1.107,2.74855,2.11696,1
1.108,2.74618,2.11457,1
1.109,2.7438,2.11218,1
1.11,2.74142,2.10979,1
1.111,2.73903,2.10742,1
1.112,2.73664,2.10505,1
1.113,2.73425,2.10269,1
1.114,2.73185,2.10034,1
1.115,2.72945,2.098,1
1.116,2.72704,2.09566,1
1.117,2.72463,2.09333,1
1.118,2.72222,2.09101,1
1.119,2.7198,2.08869,1
1.12,2.71738,2.08638,1
1.121,2.71496,2.08408,1
1.122,2.71253,2.08179,1
1.123,2.7101,2.07951,1
1.124,2.70766,2.07723,1
1.125,2.70522,2.07496,1
1.126,2.70278,2.07269,1
1.127,2.70033,2.07043,1
1.128,2.69788,2.06818,1
1.129,2.69543,2.06594,1
1.13,2.69297,2.0637,1
1.131,2.69051,2.06147,1
1.132,2.68804,2.05925,1
1.133,2.68557,2.05704,1
1.134,2.6831,2.05483,1
1.135,2.68062,2.05263,1
1.136,2.67814,2.05043,1
1.137,2.67566,2.04824,1
1.138,2.67317,2.04606,1
1.139,2.67067,2.04389,1
1.14,2.66818,2.04172,1
1.141,2.66568,2.03956,1
1.142,2.66317,2.0374,1
1.143,2.66066,2.03525,1
1.144,2.65815,2.03311,1
1.145,2.65564,2.03098,1
1.146,2.65312,2.02885,1
1.147,2.65059,2.02672,1
1.148,2.64807,2.02461,1
1.149,2.64553,2.0225,1
1.15,2.643,2.0204,1
1.151,2.64046,2.0183,1
1.152,2.63792,2.01621,1
1.153,2.63537,2.01412,1
1.154,2.63282,2.01205,1
1.155,2.63026,2.00997,1
1.156,2.62771,2.00791,1
1.157,2.62514,2.00585,1
1.158,2.62258,2.0038,1
1.159,2.62001,2.00175,1
1.16,2.61743,1.99971,1
1.161,2.61485,1.99767,1
1.162,2.61227,1.99564,1
1.163,2.60969,1.99362,1
1.164,2.60709,1.99161,1
1.165,2.6045,1.98959,1
1.166,2.6019,1.98759,1
1.167,2.5993,1.98559,1
1.168,2.5967,1.9836,1
1.169,2.59409,1.98161,1
1.17,2.59147,1.97963,1
1.171,2.58885,1.97765,1
1.172,2.58623,1.97568,1
1.173,2.58361,1.97372,1
1.174,2.58098,1.97176,1
1.175,2.57834,1.96981,1
1.176,2.57571,1.96786,1
1.177,2.57306,1.96592,1
1.178,2.57042,1.96398,1
1.179,2.56777,1.96205,1
1.18,2.56512,1.96013,1
1.181,2.56246,1.95821,1
1.182,2.5598,1.9563,1
1.183,2.55713,1.95439,1
1.184,2.55446,1.95249,1
1.185,2.55179,1.95059,1
1.186,2.54911,1.9487,1
1.187,2.54643,1.94681,1
1.188,2.54374,1.94493,1
1.189,2.54106,1.94306,1
1.19,2.53836,1.94119,1
1.191,2.53566,1.93932,1
1.192,2.53296,1.93747,1
1.193,2.53026,1.93561,1
1.194,2.52755,1.93376,1
1.195,2.52483,1.93192,1
1.196,2.52212,1.93008,1
1.197,2.51939,1.92825,1
1.198,2.51667,1.92642,1
1.199,2.51394,1.9246,1
1.2,2.5112,1.92278,1
1.201,2.50847,1.92097,1
1.202,2.50572,1.91916,1
1.203,2.50298,1.91736,1
1.204,2.50023,1.91556,1
1.205,2.49747,1.91377,1
1.206,2.49471,1.91198,1
1.207,2.49195,1.9102,1
1.208,2.48919,1.90843,1
1.209,2.48641,1.90665,1
1.21,2.48364,1.90489,1
1.211,2.48086,1.90313,1
1.212,2.47808,1.90137,1
1.213,2.47529,1.89962,1
1.214,2.4725,1.89787,1
1.215,2.4697,1.89613,1
1.216,2.4669,1.89439,1
1.217,2.4641,1.89266,1
1.218,2.46129,1.89093,1
1.219,2.45848,1.8892,1
1.22,2.45566,1.88749,1
1.221,2.45284,1.88577,1
1.222,2.45002,1.88406,1
1.223,2.44719,1.88236,1
1.224,2.44436,1.88066,1
1.225,2.44152,1.87896,1
1.226,2.43868,1.87727,1
1.227,2.43584,1.87559,1
1.228,2.43299,1.8739,1
1.229,2.43013,1.87223,1
1.23,2.42728,1.87056,1
1.231,2.42441,1.86889,1
1.232,2.42155,1.86723,1
1.233,2.41868,1.86557,1
1.234,2.4158,1.86391,1
1.235,2.41292,1.86226,1
1.236,2.41004,1.86062,1
1.237,2.40715,1.85898,1
1.238,2.40426,1.85734,1
1.239,2.40137,1.85571,1
1.24,2.39847,1.85408,1
1.241,2.39556,1.85246,1
1.242,2.39266,1.85084,1
1.243,2.38974,1.84922,1
1.244,2.38683,1.84761,1
1.245,2.38391,1.84601,1
1.246,2.38098,1.84441,1
1.247,2.37805,1.84281,1
1.248,2.37512,1.84122,1
1.249,2.37218,1.83963,1
1.25,2.36924,1.83804,1
1.251,2.36629,1.83646,1
1.252,2.36334,1.83489,1
1.253,2.36039,1.83332,1
1.254,2.35743,1.83175,1
1.255,2.35446,1.83018,1
1.256,2.3515,1.82862,1
1.257,2.34853,1.82707,1
1.258,2.34555,1.82552,1
1.259,2.34257,1.82397,1
1.26,2.33958,1.82243,1
1.261,2.33659,1.82089,1
1.262,2.3336,1.81935,1
1.263,2.3306,1.81782,1
1.264,2.3276,1.81629,1
1.265,2.32459,1.81477,1
1.266,2.32158,1.81325,1
1.267,2.31857,1.81174,1
1.268,2.31555,1.81023,1
1.269,2.31253,1.80872,1
1.27,2.3095,1.80722,1
1.271,2.30647,1.80572,1
1.272,2.30343,1.80422,1
1.273,2.30039,1.80273,1
1.274,2.29734,1.80124,1
1.275,2.29429,1.79976,1
1.276,2.29124,1.79828,1
1.277,2.28818,1.7968,1
1.278,2.28512,1.79533,1
1.279,2.28205,1.79386,1
1.28,2.27898,1.7924,1
1.281,2.2759,1.79093,1
1.282,2.27282,1.78948,1
1.283,2.26974,1.78802,1
1.284,2.26665,1.78657,1
1.285,2.26355,1.78513,1
1.286,2.26046,1.78369,1
1.287,2.25735,1.78225,1
1.288,2.25425,1.78081,1
1.289,2.25113,1.77938,1
1.29,2.24802,1.77795,1
1.291,2.2449,1.77653,1
1.292,2.24177,1.77511,1
1.293,2.23865,1.77369,1
1.294,2.23551,1.77228,1
1.295,2.23237,1.77087,1
1.296,2.22923,1.76946,1
1.297,2.22608,1.76806,1
1.298,2.22293,1.76666,1
1.299,2.21978,1.76526,1
1.3,2.21662,1.76387,1
1.301,2.21345,1.76248,1
1.302,2.21028,1.7611,1
1.303,2.20711,1.75972,1
1.304,2.20393,1.75834,1
1.305,2.20075,1.75696,1
1.306,2.19756,1.75559,1
1.307,2.19437,1.75423,1
1.308,2.19117,1.75286,1
1.309,2.18797,1.7515,1
1.31,2.18477,1.75014,1
1.311,2.18156,1.74879,1
1.312,2.17834,1.74744,1
1.313,2.17513,1.74609,1
1.314,2.1719,1.74475,1
1.315,2.16868,1.74341,1
1.316,2.16544,1.74207,1
1.317,2.16221,1.74074,1
1.318,2.15896,1.7394,1
1.319,2.15572,1.73808,1
1.32,2.15247,1.73675,1
1.321,2.14921,1.73543,1
1.322,2.14595,1.73411,1
1.323,2.14269,1.7328,1
1.324,2.13942,1.73149,1
1.325,2.13615,1.73018,1
1.326,2.13287,1.72888,1
1.327,2.12959,1.72758,1
1.328,2.1263,1.72628,1
1.329,2.12301,1.72498,1
1.33,2.11971,1.72369,1
1.331,2.11641,1.7224,1
1.332,2.1131,1.72112,1
1.333,2.10979,1.71983,1
1.334,2.10648,1.71856,1
1.335,2.10316,1.71728,1
1.336,2.09984,1.71601,1
1.337,2.09651,1.71474,1
1.338,2.09317,1.71347,1
1.339,2.08984,1.71221,1
1.34,2.08649,1.71095,1
1.341,2.08315,1.70969,1
1.342,2.07979,1.70843,1
1.343,2.07644,1.70718,1
1.344,2.07308,1.70593,1
1.345,2.06971,1.70469,1
1.346,2.06634,1.70345,1
1.347,2.06296,1.70221,1
1.348,2.05958,1.70097,1
1.349,2.0562,1.69974,1
1.35,2.05281,1.69851,1
1.351,2.04942,1.69728,1
1.352,2.04602,1.69606,1
1.353,2.04261,1.69484,1
1.354,2.03921,1.69362,1
1.355,2.03579,1.6924,1
1.356,2.03237,1.69119,1
1.357,2.02895,1.68998,1
1.358,2.02553,1.68877,1
1.359,2.02209,1.68757,1
1.36,2.01866,1.68637,1
1.361,2.01522,1.68517,1
1.362,2.01177,1.68397,1
1.363,2.00832,1.68278,1
1.364,2.00486,1.68159,1
1.365,2.0014,1.68041,1
1.366,0,1.67922,1.67922
1.367,0,1.67804,1.67804
1.368,0,1.67686,1.67686
1.369,0,1.67569,1.67569
1.37,0,1.67451,1.67451
1.371,0,1.67334,1.67334
1.372,0,1.67218,1.67218
1.373,0,1.67101,1.67101
1.374,0,1.66985,1.66985
1.375,0,1.66869,1.66869
1.376,0,1.66754,1.66754
1.377,0,1.66638,1.66638
1.378,0,1.66523,1.66523
1.379,0,1.66409,1.66409
1.38,0,1.66294,1.66294
1.381,0,1.6618,1.6618
1.382,0,1.66066,1.66066
1.383,0,1.65952,1.65952
1.384,0,1.65839,1.65839
1.385,0,1.65726,1.65726
1.386,0,1.65613,1.65613
1.387,0,1.655,1.655
1.388,0,1.65388,1.65388
1.389,0,1.65276,1.65276
1.39,0,1.65164,1.65164
1.391,0,1.65052,1.65052
1.392,0,1.64941,1.64941
1.393,0,1.6483,1.6483
1.394,0,1.64719,1.64719
1.395,0,1.64609,1.64609
1.396,0,1.64498,1.64498
1.397,0,1.64388,1.64388
1.398,0,1.64279,1.64279
1.399,0,1.64169,1.64169
1.4,0,1.6406,1.6406
1.401,0,1.63951,1.63951
1.402,0,1.63842,1.63842
1.403,0,1.63734,1.63734
1.404,0,1.63626,1.63626
1.405,0,1.63518,1.63518
1.406,0,1.6341,1.6341
1.407,0,1.63303,1.63303
1.408,0,1.63195,1.63195
1.409,0,1.63088,1.63088
1.41,0,1.62982,1.62982
1.411,0,1.62875,1.62875
1.412,0,1.62769,1.62769
1.413,0,1.62663,1.62663
1.414,0,1.62557,1.62557
1.415,0,1.62452,1.62452
1.416,0,1.62347,1.62347
1.417,0,1.62242,1.62242
1.418,0,1.62137,1.62137
1.419,0,1.62033,1.62033
1.42,0,1.61928,1.61928
1.421,0,1.61837,1.61837
1.422,0,1.61749,1.61749
1.423,0,1.6166,1.6166
1.424,0,1.61572,1.61572
1.425,0,1.61484,1.61484
1.426,0,1.61396,1.61396
1.427,0,1.61309,1.61309
1.428,0,1.61221,1.61221
1.429,0,1.61134,1.61134
1.43,0,1.61047,1.61047
1.431,0,1.60961,1.60961
1.432,0,1.60874,1.60874
1.433,0,1.60788,1.60788
1.434,0,1.60702,1.60702
1.435,0,1.60617,1.60617
1.436,0,1.60531,1.60531
1.437,0,1.60446,1.60446
1.438,0,1.60361,1.60361
1.439,0,1.60276,1.60276
1.44,0,1.60191,1.60191
1.441,0,1.60107,1.60107
1.442,0,1.60023,1.60023
1.443,0,1.59939,1.59939
1.444,0,1.59855,1.59855
1.445,0,1.59772,1.59772
1.446,0,1.59689,1.59689
1.447,0,1.59606,1.59606
1.448,0,1.59523,1.59523
1.449,0,1.5944,1.5944
1.45,0,1.59358,1.59358
1.451,0,1.59276,1.59276
1.452,0,1.59194,1.59194
1.453,0,1.59112,1.59112
1.454,0,1.5903,1.5903
1.455,0,1.58949,1.58949
1.456,0,1.58868,1.58868
1.457,0,1.58787,1.58787
1.458,0,1.58706,1.58706
1.459,0,1.58626,1.58626
1.46,0,1.58546,1.58546
1.461,0,1.58466,1.58466
1.462,0,1.58386,1.58386
1.463,0,1.58306,1.58306
1.464,0,1.58227,1.58227
1.465,0,1.58148,1.58148
1.466,0,1.58069,1.58069
1.467,0,1.5799,1.5799
1.468,0,1.57911,1.57911
1.469,0,1.57833,1.57833
1.47,0,1.57755,1.57755
1.471,0,1.57677,1.57677
1.472,0,1.57599,1.57599
1.473,0,1.57522,1.57522
1.474,0,1.57445,1.57445
1.475,0,1.57367,1.57367
1.476,0,1.57291,1.57291
1.477,0,1.57214,1.57214
1.478,0,1.57137,1.57137
1.479,0,1.57061,1.57061
1.48,0,1.56985,1.56985
1.481,0,1.56909,1.56909
1.482,0,1.56833,1.56833
1.483,0,1.56758,1.56758
1.484,0,1.56683,1.56683
1.485,0,1.56608,1.56608
1.486,0,1.56533,1.56533
1.487,0,1.56458,1.56458
1.488,0,1.56384,1.56384
1.489,0,1.56309,1.56309
1.49,0,1.56235,1.56235
1.491,0,1.56161,1.56161
1.492,0,1.56088,1.56088
1.493,0,1.56014,1.56014
1.494,0,1.55941,1.55941
1.495,0,1.55868,1.55868
1.496,0,1.55795,1.55795
1.497,0,1.55722,1.55722
1.498,0,1.5565,1.5565
1.499,0,1.55577,1.55577
1.5,0,1.55505,1.55505
1.501,0,1.55433,1.55433
1.502,0,1.55362,1.55362
1.503,0,1.5529,1.5529
1.504,0,1.55219,1.55219
1.505,0,1.55148,1.55148
1.506,0,1.55077,1.55077
1.507,0,1.55006,1.55006
1.508,0,1.54935,1.54935
1.509,0,1.54865,1.54865
1.51,0,1.54795,1.54795
1.511,0,1.54725,1.54725
1.512,0,1.54655,1.54655
1.513,0,1.54585,1.54585
1.514,0,1.54516,1.54516
1.515,0,1.54447,1.54447
1.516,0,1.54378,1.54378
1.517,0,1.54309,1.54309
1.518,0,1.5424,1.5424
1.519,0,1.54172,1.54172
1.52,0,1.54103,1.54103
1.521,0,1.54035,1.54035
1.522,0,1.53967,1.53967
1.523,0,1.539,1.539
1.524,0,1.53832,1.53832
1.525,0,1.53765,1.53765
1.526,0,1.53698,1.53698
1.527,0,1.53631,1.53631
1.528,0,1.53564,1.53564
1.529,0,1.53497,1.53497
1.53,0,1.53431,1.53431
1.531,0,1.53365,1.53365
1.532,0,1.53298,1.53298
1.533,0,1.53233,1.53233
1.534,0,1.53167,1.53167
1.535,0,1.53101,1.53101
1.536,0,1.53036,1.53036
1.537,0,1.52971,1.52971
1.538,0,1.52906,1.52906
1.539,0,1.52841,1.52841
1.54,0,1.52777,1.52777
1.541,0,1.52712,1.52712
1.542,0,1.52648,1.52648
1.543,0,1.52584,1.52584
1.544,0,1.5252,1.5252
1.545,0,1.52456,1.52456
1.546,0,1.52393,1.52393
1.547,0,1.52329,1.52329
1.548,0,1.52266,1.52266
1.549,0,1.52203,1.52203
1.55,0,1.5214,1.5214
1.551,0,1.52078,1.52078
1.552,0,1.52015,1.52015
1.553,0,1.51953,1.51953
1.554,0,1.51891,1.51891
1.555,0,1.51829,1.51829
1.556,0,1.51767,1.51767
1.557,0,1.51705,1.51705
1.558,0,1.51644,1.51644
1.559,0,1.51583,1.51583
1.56,0,1.51522,1.51522
1.561,0,1.51461,1.51461
1.562,0,1.514,1.514
1.563,0,1.5134,1.5134
1.564,0,1.51279,1.51279
1.565,0,1.51219,1.51219
1.566,0,1.51159,1.51159
1.567,0,1.51099,1.51099
1.568,0,1.5104,1.5104
1.569,0,1.5098,1.5098
1.57,0,1.50921,1.50921
1.571,0,1.50862,1.50862
1.572,0,1.50803,1.50803
1.573,0,1.50744,1.50744
1.574,0,1.50685,1.50685
1.575,0,1.50627,1.50627
1.576,0,1.50569,1.50569
1.577,0,1.5051,1.5051
1.578,0,1.50452,1.50452
1.579,0,1.50395,1.50395
1.58,0,1.50337,1.50337
1.581,0,1.5028,1.5028
1.582,0,1.50222,1.50222
1.583,0,1.50165,1.50165
1.584,0,1.50108,1.50108
1.585,0,1.50052,1.50052
1.586,0,1.49995,1.49995
1.587,0,1.49939,1.49939
1.588,0,1.49882,1.49882
1.589,0,1.49826,1.49826
1.59,0,1.4977,1.4977
1.591,0,1.49715,1.49715
1.592,0,1.49659,1.49659
1.593,0,1.49604,1.49604
1.594,0,1.49548,1.49548
1.595,0,1.49493,1.49493
1.596,0,1.49438,1.49438
1.597,0,1.49384,1.49384
1.598,0,1.49329,1.49329
1.599,0,1.49275,1.49275
1.6,0,1.4922,1.4922
1.601,0,1.49166,1.49166
1.602,0,1.49113,1.49113
1.603,0,1.49059,1.49059
1.604,0,1.49005,1.49005
1.605,0,1.48952,1.48952
1.606,0,1.48894,1.48894
1.607,0,1.48829,1.48829
1.608,0,1.48765,1.48765
1.609,0,1.48701,1.48701
1.61,0,1.48637,1.48637
1.611,0,1.48573,1.48573
1.612,0,1.4851,1.4851
1.613,0,1.48447,1.48447
1.614,0,1.48384,1.48384
1.615,0,1.48322,1.48322
1.616,0,1.48259,1.48259
1.617,0,1.48198,1.48198
1.618,0,1.48136,1.48136
1.619,0,1.48075,1.48075
1.62,0,1.48014,1.48014
1.621,0,1.47953,1.47953
1.622,0,1.47892,1.47892
1.623,0,1.47832,1.47832
1.624,0,1.47772,1.47772
1.625,0,1.47713,1.47713
1.626,0,1.47653,1.47653
1.627,0,1.47594,1.47594
1.628,0,1.47536,1.47536
1.629,0,1.47477,1.47477
1.63,0,1.47419,1.47419
1.631,0,1.47361,1.47361
1.632,0,1.47303,1.47303
1.633,0,1.47246,1.47246
1.634,0,1.47189,1.47189
1.635,0,1.47132,1.47132
1.636,0,1.47076,1.47076
1.637,0,1.47019,1.47019
1.638,0,1.46963,1.46963
1.639,0,1.46908,1.46908
1.64,0,1.46852,1.46852
1.641,0,1.46797,1.46797
1.642,0,1.46742,1.46742
1.643,0,1.46688,1.46688
1.644,0,1.46633,1.46633
1.645,0,1.46579,1.46579
1.646,0,1.46525,1.46525
1.647,0,1.46472,1.46472
1.648,0,1.46419,1.46419
1.649,0,1.46366,1.46366
1.65,0,1.46313,1.46313
1.651,0,1.46261,1.46261
1.652,0,1.46208,1.46208
1.653,0,1.46157,1.46157
1.654,0,1.46105,1.46105
1.655,0,1.46054,1.46054
1.656,0,1.46003,1.46003
1.657,0,1.45952,1.45952
1.658,0,1.45901,1.45901
1.659,0,1.45851,1.45851
1.66,0,1.45801,1.45801
1.661,0,1.45751,1.45751
1.662,0,1.45702,1.45702
1.663,0,1.45653,1.45653
1.664,0,1.45604,1.45604
1.665,0,1.45555,1.45555
1.666,0,1.45507,1.45507
1.667,0,1.45459,1.45459
1.668,0,1.45411,1.45411
1.669,0,1.45363,1.45363
1.67,0,1.45316,1.45316
1.671,0,1.45269,1.45269
1.672,0,1.45222,1.45222
1.673,0,1.45175,1.45175
1.674,0,1.45129,1.45129
1.675,0,1.45083,1.45083
1.676,0,1.45037,1.45037
1.677,0,1.44992,1.44992
1.678,0,1.44947,1.44947
1.679,0,1.44902,1.44902
1.68,0,1.44857,1.44857
1.681,0,1.44813,1.44813
1.682,0,1.44768,1.44768
1.683,0,1.44725,1.44725
1.684,0,1.44681,1.44681
1.685,0,1.44638,1.44638
1.686,0,1.44594,1.44594
1.687,0,1.44551,1.44551
1.688,0,1.44509,1.44509
1.689,0,1.44467,1.44467
1.69,0,1.44424,1.44424
1.691,0,1.44383,1.44383
1.692,0,1.44341,1.44341
1.693,0,1.443,1.443
1.694,0,1.44259,1.44259
1.695,0,1.44218,1.44218
1.696,0,1.44177,1.44177
1.697,0,1.44137,1.44137
1.698,0,1.44097,1.44097
1.699,0,1.44057,1.44057
1.7,0,1.44018,1.44018
1.701,0,1.43978,1.43978
1.702,0,1.43939,1.43939
1.703,0,1.43901,1.43901
1.704,0,1.43862,1.43862
1.705,0,1.43824,1.43824
1.706,0,1.43786,1.43786
1.707,0,1.43748,1.43748
1.708,0,1.4371,1.4371
1.709,0,1.43673,1.43673
1.71,0,1.43636,1.43636
1.711,0,1.436,1.436
1.712,0,1.43563,1.43563
1.713,0,1.43527,1.43527
1.714,0,1.43491,1.43491
1.715,0,1.43455,1.43455
1.716,0,1.4342,1.4342
1.717,0,1.43384,1.43384
1.718,0,1.43349,1.43349
1.719,0,1.43315,1.43315
1.72,0,1.4328,1.4328
1.721,0,1.43246,1.43246
1.722,0,1.43212,1.43212
1.723,0,1.43178,1.43178
1.724,0,1.43145,1.43145
1.725,0,1.43112,1.43112
1.726,0,1.43079,1.43079
1.727,0,1.43046,1.43046
1.728,0,1.43014,1.43014
1.729,0,1.42981,1.42981
1.73,0,1.42949,1.42949
1.731,0,1.42918,1.42918
1.732,0,1.42886,1.42886
1.733,0,1.42855,1.42855
1.734,0,1.42824,1.42824
1.735,0,1.42793,1.42793
1.736,0,1.42763,1.42763
1.737,0,1.42733,1.42733
1.738,0,1.42703,1.42703
1.739,0,1.42673,1.42673
1.74,0,1.42643,1.42643
1.741,0,1.42614,1.42614
1.742,0,1.42585,1.42585
1.743,0,1.42557,1.42557
1.744,0,1.42528,1.42528
1.745,0,1.425,1.425
1.746,0,1.42472,1.42472
1.747,0,1.42444,1.42444
1.748,0,1.42417,1.42417
1.749,0,1.42389,1.42389
1.75,0,1.42362,1.42362
1.751,0,1.42336,1.42336
1.752,0,1.42309,1.42309
1.753,0,1.42283,1.42283
1.754,0,1.42257,1.42257
1.755,0,1.42231,1.42231
1.756,0,1.42206,1.42206
1.757,0,1.42181,1.42181
1.758,0,1.42156,1.42156
1.759,0,1.42131,1.42131
