a, Fruling, Fbend
4.08859,2.76722,9.19257
4.08959,2.76268,9.16945
4.09059,2.75814,9.14653
4.09159,2.75359,9.12382
4.09259,2.74905,9.10132
4.09359,2.74449,9.07902
4.09459,2.73994,9.05692
4.09559,2.73538,9.03502
4.09659,2.73082,9.01332
4.09759,2.72626,8.99181
4.09859,2.72169,8.9705
4.09959,2.71712,8.94938
4.10059,2.71255,8.92845
4.10159,2.70797,8.90771
4.10259,2.70339,8.88715
4.10359,2.69881,8.86678
4.10459,2.69422,8.84659
4.10559,2.68963,8.82658
4.10659,2.68504,8.80676
4.10759,2.68045,8.78711
4.10859,2.67585,8.76764
4.10959,2.67124,8.74834
4.11059,2.66664,8.72922
4.11159,2.66203,8.71027
4.11259,2.65742,8.69149
4.11359,2.6528,8.67288
4.11459,2.64818,8.65443
4.11559,2.64356,8.63616
4.11659,2.63893,8.61804
4.11759,2.6343,8.60009
4.11859,2.62967,8.58231
4.11959,2.62504,8.56468
4.12059,2.6204,8.54721
4.12159,2.61576,8.5299
4.12259,2.61111,8.51275
4.12359,2.60646,8.49575
4.12459,2.60181,8.47891
4.12559,2.59715,8.46222
4.12659,2.59249,8.44568
4.12759,2.58783,8.42929
4.12859,2.58316,8.41304
4.12959,2.5785,8.39695
4.13059,2.57382,8.381
4.13159,2.56915,8.3652
4.13259,2.56447,8.34955
4.13359,2.55978,8.33403
4.13459,2.5551,8.31866
4.13559,2.55041,8.30343
4.13659,2.54572,8.28834
4.13759,2.54102,8.27339
4.13859,2.53632,8.25857
4.13959,2.53162,8.2439
4.14059,2.52691,8.22935
4.14159,2.5222,8.21495
4.14259,2.51748,8.20067
4.14359,2.51277,8.18653
4.14459,2.50805,8.17252
4.14559,2.50332,8.15864
4.14659,2.49859,8.14489
4.14759,2.49386,8.13127
4.14859,2.48913,8.11778
4.14959,2.48439,8.10442
4.15059,2.47965,8.09118
4.15159,2.4749,8.07806
4.15259,2.47015,8.06507
4.15359,2.4654,8.0522
4.15459,2.46065,8.03946
4.15559,2.45589,8.02684
4.15659,2.45112,8.01433
4.15759,2.44636,8.00195
4.15859,2.44159,7.98969
4.15959,2.43681,7.97755
4.16059,2.43204,7.96552
4.16159,2.42726,7.95361
4.16259,2.42247,7.94181
4.16359,2.41768,7.93014
4.16459,2.41289,7.91857
4.16559,2.4081,7.90712
4.16659,2.4033,7.89578
4.16759,2.3985,7.88456
4.16859,2.39369,7.87345
4.16959,2.38888,7.86244
4.17059,2.38407,7.85155
4.17159,2.37925,7.84077
4.17259,2.37443,7.83009
4.17359,2.3696,7.81953
4.17459,2.36478,7.80907
4.17559,2.35994,7.79872
4.17659,2.35511,7.78847
4.17759,2.35027,7.77834
4.17859,2.34543,7.7683
4.17959,2.34058,7.75837
4.18059,2.33573,7.74855
4.18159,2.33087,7.73882
4.18259,2.32602,7.7292
4.18359,2.32115,7.71968
4.18459,2.31629,7.71027
4.18559,2.31142,7.70095
4.18659,2.30655,7.69174
4.18759,2.30167,7.68262
4.18859,2.29679,7.6736
4.18959,2.29191,7.66469
4.19059,2.28702,7.65587
4.19159,2.28212,7.64714
4.19259,2.27723,7.63852
4.19359,2.27233,7.62999
4.19459,2.26743,7.62156
4.19559,2.26252,7.61322
4.19659,2.25761,7.60498
4.19759,2.25269,7.59683
4.19859,2.24777,7.58878
4.19959,2.24285,7.58082
4.20059,2.23792,7.57296
4.20159,2.23299,7.56519
4.20259,2.22806,7.55751
4.20359,2.22312,7.54992
4.20459,2.21817,7.54242
4.20559,2.21323,7.53502
4.20659,2.20828,7.5277
4.20759,2.20332,7.52048
4.20859,2.19836,7.51334
4.20959,2.1934,7.5063
4.21059,2.18843,7.49934
4.21159,2.18346,7.49247
4.21259,2.17849,7.4857
4.21359,2.17351,7.479
4.21459,2.16853,7.4724
4.21559,2.16354,7.46588
4.21659,2.15855,7.45946
4.21759,2.15355,7.45311
4.21859,2.14855,7.44686
4.21959,2.14355,7.44068
4.22059,2.13854,7.4346
4.22159,2.13353,7.4286
4.22259,2.12852,7.42268
4.22359,2.1235,7.41685
4.22459,2.11847,7.41111
4.22559,2.11344,7.40544
4.22659,2.10841,7.39986
4.22759,2.10337,7.39437
4.22859,2.09833,7.38895
4.22959,2.09329,7.38362
4.23059,2.08824,7.37837
4.23159,2.08319,7.37321
4.23259,2.07813,7.36812
4.23359,2.07307,7.36312
4.23459,2.068,7.3582
4.23559,2.06293,7.35336
4.23659,2.05785,7.3486
4.23759,2.05277,7.34392
4.23859,2.04769,7.33932
4.23959,2.0426,7.33481
4.24059,2.03751,7.33037
4.24159,2.03241,7.32601
4.24259,2.02731,7.32173
4.24359,2.02221,7.31753
4.24459,2.0171,7.31341
4.24559,2.01198,7.30936
4.24659,2.00686,7.3054
4.24759,2.00174,7.30151
4.24859,0,7.2977
4.24959,0,7.29397
4.25059,0,7.29032
4.25159,0,7.28675
4.25259,0,7.28325
4.25359,0,7.27983
4.25459,0,7.27649
4.25559,0,7.27322
4.25659,0,7.27003
4.25759,0,7.26692
4.25859,0,7.26388
4.25959,0,7.26092
4.26059,0,7.25803
4.26159,0,7.25523
4.26259,0,7.25249
4.26359,0,7.24984
4.26459,0,7.24725
4.26559,0,7.24475
4.26659,0,7.24232
4.26759,0,7.23996
4.26859,0,7.23768
4.26959,0,7.23547
4.27059,0,7.23334
4.27159,0,7.23129
4.27259,0,7.22931
4.27359,0,7.2274
4.27459,0,7.22557
4.27559,0,7.22381
4.27659,0,7.22212
4.27759,0,7.22051
4.27859,0,7.21898
4.27959,0,7.21751
4.28059,0,7.21613
4.28159,0,7.21481
4.28259,0,7.21357
4.28359,0,7.21241
4.28459,0,7.21131
4.28559,0,7.21029
4.28659,0,7.20935
4.28759,0,7.20848
4.28859,0,7.20768
4.28959,0,7.20695
4.29059,0,7.2063
4.29159,0,7.20573
4.29259,0,7.20522
4.29359,0,7.20479
4.29459,0,7.20443
4.29559,0,7.20415
4.29659,0,7.20394
4.29759,0,7.2038
4.29859,0,7.20374
4.29959,0,7.20375
4.30059,0,7.20383
4.30159,0,7.20399
4.30259,0,7.20422
4.30359,0,7.20452
4.30459,0,7.2049
4.30559,0,7.20535
4.30659,0,7.20587
4.30759,0,7.20647
4.30859,0,7.20714
4.30959,0,7.20788
4.31059,0,7.2087
4.31159,0,7.20959
4.31259,0,7.21056
4.31359,0,7.2116
4.31459,0,7.21271
4.31559,0,7.2139
4.31659,0,7.21516
4.31759,0,7.2165
4.31859,0,7.21791
4.31959,0,7.21939
4.32059,0,7.22095
4.32159,0,7.22258
4.32259,0,7.22429
4.32359,0,7.22607
4.32459,0,7.22793
4.32559,0,7.22986
4.32659,0,7.23187
4.32759,0,7.23395
4.32859,0,7.2361
4.32959,0,7.23833
4.33059,0,7.24064
4.33159,0,7.24302
4.33259,0,7.24548
4.33359,0,7.24802
4.33459,0,7.25063
4.33559,0,7.25331
4.33659,0,7.25607
4.33759,0,7.25891
4.33859,0,7.26183
4.33959,0,7.26482
4.34059,0,7.26788
4.34159,0,7.27103
4.34259,0,7.27425
4.34359,0,7.27755
4.34459,0,7.28093
4.34559,0,7.28438
4.34659,0,7.28791
4.34759,0,7.29152
4.34859,0,7.29521
4.34959,0,7.29898
4.35059,0,7.30282
4.35159,0,7.30675
4.35259,0,7.31075
4.35359,0,7.31483
4.35459,0,7.31899
4.35559,0,7.32323
4.35659,0,7.32755
4.35759,0,7.33195
4.35859,0,7.33644
4.35959,0,7.341
4.36059,0,7.34564
4.36159,0,7.35036
4.36259,0,7.35517
4.36359,0,7.36005
4.36459,0,7.36502
4.36559,0,7.37007
4.36659,0,7.3752
4.36759,0,7.38042
4.36859,0,7.38572
4.36959,0,7.3911
4.37059,0,7.39656
4.37159,0,7.40211
4.37259,0,7.40774
4.37359,0,7.41346
4.37459,0,7.41926
4.37559,0,7.42515
4.37659,0,7.43112
4.37759,0,7.43718
4.37859,0,7.44332
4.37959,0,7.44955
4.38059,0,7.45586
4.38159,0,7.46227
4.38259,0,7.46876
4.38359,0,7.47533
4.38459,0,7.482
4.38559,0,7.48875
4.38659,0,7.49559
4.38759,0,7.50252
4.38859,0,7.50955
4.38959,0,7.51666
4.39059,0,7.52386
4.39159,0,7.53115
4.39259,0,7.53853
4.39359,0,7.546
4.39459,0,7.55357
4.39559,0,7.56123
4.39659,0,7.56898
4.39759,0,7.57682
4.39859,0,7.58476
4.39959,0,7.59279
4.40059,0,7.60091
4.40159,0,7.60913
4.40259,0,7.61744
4.40359,0,7.62586
4.40459,0,7.63436
4.40559,0,7.64296
4.40659,0,7.65167
4.40759,0,7.66046
4.40859,0,7.66936
4.40959,0,7.67835
4.41059,0,7.68745
4.41159,0,7.69664
4.41259,0,7.70593
4.41359,0,7.71533
4.41459,0,7.72482
4.41559,0,7.73442
4.41659,0,7.74412
4.41759,0,7.75392
4.41859,0,7.76382
4.41959,0,7.77383
4.42059,0,7.78395
4.42159,0,7.79417
4.42259,0,7.80449
4.42359,0,7.81492
4.42459,0,7.82546
4.42559,0,7.8361
4.42659,0,7.84685
4.42759,0,7.85771
4.42859,0,7.86868
4.42959,0,7.87977
4.43059,0,7.89096
4.43159,0,7.90226
4.43259,0,7.91367
4.43359,0,7.9252
4.43459,0,7.93684
4.43559,0,7.94859
4.43659,0,7.96046
4.43759,0,7.97244
4.43859,0,7.98454
4.43959,0,7.99676
4.44059,0,8.00909
4.44159,0,8.02154
4.44259,0,8.03411
4.44359,0,8.0468
4.44459,0,8.05961
4.44559,0,8.07254
4.44659,0,8.0856
4.44759,0,8.09877
4.44859,0,8.11207
4.44959,0,8.1255
4.45059,0,8.13905
4.45159,0,8.15272
4.45259,0,8.16653
4.45359,0,8.18046
4.45459,0,8.19451
4.45559,0,8.2087
4.45659,0,8.22302
4.45759,0,8.23747
4.45859,0,8.25205
4.45959,0,8.26676
4.46059,0,8.28161
4.46159,0,8.29659
4.46259,0,8.31171
4.46359,0,8.32697
4.46459,0,8.34236
4.46559,0,8.35789
4.46659,0,8.37356
4.46759,0,8.38938
4.46859,0,8.40533
4.46959,0,8.42142
4.47059,0,8.43766
4.47159,0,8.45455
4.47259,0,8.47369
4.47359,0,8.49298
4.47459,0,8.51241
4.47559,0,8.53199
4.47659,0,8.55172
4.47759,0,8.57161
4.47859,0,8.59164
4.47959,0,8.61182
4.48059,0,8.63216
4.48159,0,8.65265
4.48259,0,8.6733
4.48359,0,8.69411
4.48459,0,8.71508
4.48559,0,8.7362
4.48659,0,8.75749
4.48759,0,8.77893
4.48859,0,8.80055
4.48959,0,8.82232
4.49059,0,8.84426
4.49159,0,8.86637
4.49259,0,8.88865
4.49359,0,8.9111
4.49459,0,8.93372
4.49559,0,8.95652
4.49659,0,8.97949
4.49759,0,9.00263
4.49859,0,9.02596
4.49959,0,9.04946
4.50059,0,9.07314
4.50159,0,9.097
4.50259,0,9.12105
4.50359,0,9.14528
4.50459,0,9.1697
4.50559,0,9.19431
4.50659,0,9.2191
4.50759,0,9.24409
4.50859,0,9.26927
4.50959,0,9.29465
4.51059,0,9.32022
4.51159,0,9.34599
4.51259,0,9.37196
4.51359,0,9.39813
4.51459,0,9.42451
4.51559,0,9.45109
4.51659,0,9.47788
4.51759,0,9.50487
4.51859,0,9.53208
4.51959,0,9.5595
4.52059,0,9.58714
4.52159,0,9.61499
4.52259,0,9.64305
4.52359,0,9.67134
4.52459,0,9.69986
4.52559,0,9.72859
4.52659,0,9.75755
4.52759,0,9.78675
4.52859,0,9.81617
4.52959,0,9.84582
4.53059,0,9.87571
4.53159,0,9.90584
4.53259,0,9.9362
4.53359,0,9.96681
4.53459,0,9.99766
4.53559,0,10.0288
4.53659,0,10.0601
4.53759,0,10.0917
4.53859,0,10.1236
4.53959,0,10.1557
4.54059,0,10.188
4.54159,0,10.2206
4.54259,0,10.2535
4.54359,0,10.2867
4.54459,0,10.3201
4.54559,0,10.3538
4.54659,0,10.3878
4.54759,0,10.422
4.54859,0,10.4565
4.54959,0,10.4913
4.55059,0,10.5264
4.55159,0,10.5618
4.55259,0,10.5975
4.55359,0,10.6334
4.55459,0,10.6697
4.55559,0,10.7062
4.55659,0,10.7431
4.55759,0,10.7803
4.55859,0,10.8177
4.55959,0,10.8555
4.56059,0,10.8936
4.56159,0,10.932
4.56259,0,10.9707
4.56359,0,11.0098
4.56459,0,11.0492
4.56559,0,11.0889
4.56659,0,11.129
4.56759,0,11.1694
4.56859,0,11.2101
4.56959,0,11.2512
4.57059,0,11.2926
4.57159,0,11.3344
4.57259,0,11.3765
4.57359,0,11.419
4.57459,0,11.4619
4.57559,0,11.5051
4.57659,0,11.5487
4.57759,0,11.5927
4.57859,0,11.6371
4.57959,0,11.6818
4.58059,0,11.7269
4.58159,0,11.7725
4.58259,0,11.8184
4.58359,0,11.8647
4.58459,0,11.9114
4.58559,0,11.9586
4.58659,0,12.0061
4.58759,0,12.0541
4.58859,0,12.1025
4.58959,0,12.1513
4.59059,0,12.2006
4.59159,0,12.2503
4.59259,0,12.3005
4.59359,0,12.3511
4.59459,0,12.4021
4.59559,0,12.4536
4.59659,0,12.5056
4.59759,0,12.5581
4.59859,0,12.611
4.59959,0,12.6644
4.60059,0,12.7183
4.60159,0,12.7727
4.60259,0,12.8275
4.60359,0,12.8829
4.60459,0,12.9388
4.60559,0,12.9953
4.60659,0,13.0522
4.60759,0,13.1097
4.60859,0,13.1677
4.60959,0,13.2262
4.61059,0,13.2853
4.61159,0,13.345
4.61259,0,13.4052
4.61359,0,13.4659
4.61459,0,13.5273
4.61559,0,13.5892
4.61659,0,13.6518
4.61759,0,13.7149
4.61859,0,13.7786
4.61959,0,13.843
4.62059,0,13.9079
4.62159,0,13.9735
4.62259,0,14.0397
4.62359,0,14.1066
4.62459,0,14.1741
4.62559,0,14.2423
4.62659,0,14.3112
4.62759,0,14.3807
4.62859,0,14.4509
4.62959,0,14.5218
4.63059,0,14.5934
4.63159,0,14.6658
4.63259,0,14.7388
4.63359,0,14.8126
4.63459,0,14.8871
4.63559,0,14.9624
4.63659,0,15.0384
4.63759,0,15.1152
4.63859,0,15.1928
4.63959,0,15.2712
4.64059,0,15.3504
4.64159,0,15.4304
4.64259,0,15.5112
4.64359,0,15.5929
4.64459,0,15.6754
4.64559,0,15.7587
4.64659,0,15.843
4.64759,0,15.9281
4.64859,0,16.0141
4.64959,0,16.101
4.65059,0,16.1889
4.65159,0,16.2776
4.65259,0,16.3674
4.65359,0,16.458
4.65459,0,16.5497
4.65559,0,16.6423
4.65659,0,16.736
4.65759,0,16.8306
4.65859,0,16.9263
4.65959,0,17.023
4.66059,0,17.1208
4.66159,0,17.2197
4.66259,0,17.3196
4.66359,0,17.4207
4.66459,0,17.5229
4.66559,0,17.6262
4.66659,0,17.7307
4.66759,0,17.8364
4.66859,0,17.9432
4.66959,0,18.0513
4.67059,0,18.1605
4.67159,0,18.2711
4.67259,0,18.3829
4.67359,0,18.4959
4.67459,0,18.6103
4.67559,0,18.726
4.67659,0,18.8431
4.67759,0,18.9615
4.67859,0,19.0813
4.67959,0,19.2025
4.68059,0,19.3252
4.68159,0,19.4493
4.68259,0,19.5748
4.68359,0,19.7019
4.68459,0,19.8305
4.68559,0,19.9606
4.68659,0,20.0923
4.68759,0,20.2256
4.68859,0,20.3606
4.68959,0,20.4972
4.69059,0,20.6354
4.69159,0,20.7754
4.69259,0,20.9171
4.69359,0,21.0605
4.69459,0,21.2058
4.69559,0,21.3528
4.69659,0,21.5017
4.69759,0,21.6525
4.69859,0,21.8052
4.69959,0,21.9599
4.70059,0,22.1165
4.70159,0,22.2752
4.70259,0,22.4359
4.70359,0,22.5987
4.70459,0,22.7635
4.70559,0,22.9306
4.70659,0,23.0998
4.70759,0,23.2713
4.70859,0,23.4451
4.70959,0,23.6211
4.71059,0,23.7995
4.71159,0,23.9804
4.71259,0,24.1636
4.71359,0,24.3493
4.71459,0,24.5376
4.71559,0,24.7284
4.71659,0,24.9219
4.71759,0,25.118
4.71859,0,25.3168
4.71959,0,25.5184
4.72059,0,25.7229
4.72159,0,25.9302
4.72259,0,26.1404
4.72359,0,26.3536
4.72459,0,26.5698
4.72559,0,26.7892
4.72659,0,27.0117
4.72759,0,27.2374
4.72859,0,27.4664
4.72959,0,27.6988
4.73059,0,27.9345
4.73159,0,28.1738
4.73259,0,28.4166
4.73359,0,28.663
4.73459,0,28.913
4.73559,0,29.1669
4.73659,0,29.4246
4.73759,0,29.6862
4.73859,0,29.9518
4.73959,0,30.2215
4.74059,0,30.4954
4.74159,0,30.7735
4.74259,0,31.0559
4.74359,0,31.3428
4.74459,0,31.6342
4.74559,0,31.9302
4.74659,0,32.2309
4.74759,0,32.5364
4.74859,0,32.8469
4.74959,0,33.1624
4.75059,0,33.483
4.75159,0,33.8089
4.75259,0,34.1402
4.75359,0,34.4769
4.75459,0,34.8192
4.75559,0,35.1673
4.75659,0,35.5212
4.75759,0,35.8812
4.75859,0,36.2472
4.75959,0,36.6195
4.76059,0,36.9983
4.76159,0,37.3836
4.76259,0,37.7756
4.76359,0,38.1745
4.76459,0,38.5804
4.76559,0,38.9935
4.76659,0,39.414
4.76759,0,39.8421
4.76859,0,40.2778
4.76959,0,40.7215
4.77059,0,41.1733
4.77159,0,41.6335
4.77259,0,42.1021
4.77359,0,42.5795
4.77459,0,43.0658
4.77559,0,43.5613
4.77659,0,44.0662
4.77759,0,44.5808
4.77859,0,45.1052
4.77959,0,45.6399
4.78059,0,46.1849
4.78159,0,46.7406
4.78259,0,47.3073
4.78359,0,47.8852
4.78459,0,48.4747
4.78559,0,49.0761
4.78659,0,49.6897
4.78759,0,50.3158
4.78859,0,50.9548
4.78959,0,51.6071
4.79059,0,52.2729
4.79159,0,52.9527
4.79259,0,53.6469
4.79359,0,54.3558
4.79459,0,55.08
4.79559,0,55.8198
4.79659,0,56.5758
4.79759,0,57.3483
4.79859,0,58.1378
4.79959,0,58.945
4.80059,0,59.7702
4.80159,0,60.6141
4.80259,0,61.4772
4.80359,0,62.3601
4.80459,0,63.2634
4.80559,0,64.1877
4.80659,0,65.1338
4.80759,0,66.1022
4.80859,0,67.0938
4.80959,0,68.1092
4.81059,0,69.1492
4.81159,0,70.2146
4.81259,0,71.3063
4.81359,0,72.4251
4.81459,0,73.572
4.81559,0,74.7479
4.81659,0,75.9537
4.81759,0,77.1905
4.81859,0,78.4594
4.81959,0,79.7616
4.82059,0,81.098
4.82159,0,82.4701
4.82259,0,83.879
4.82359,0,85.3261
4.82459,0,86.8129
4.82559,0,88.3406
4.82659,0,89.911
4.82759,0,91.5255
4.82859,0,93.1859
4.82959,0,94.8939
4.83059,0,96.6514
4.83159,0,98.4602
4.83259,0,100.322
4.83359,0,102.24
4.83459,0,104.216
4.83559,0,106.251
4.83659,0,108.35
4.83759,0,110.513
4.83859,0,112.744
4.83959,0,115.047
4.84059,0,117.422
4.84159,0,119.875
4.84259,0,122.409
4.84359,0,125.026
4.84459,0,127.731
4.84559,0,130.527
4.84659,0,133.419
4.84759,0,136.412
4.84859,0,139.51
4.84959,0,142.717
4.85059,0,146.04
4.85159,0,149.483
4.85259,0,153.053
4.85359,0,156.756
4.85459,0,160.599
4.85559,0,164.589
4.85659,0,168.733
4.85759,0,173.039
4.85859,0,177.516
4.85959,0,182.174
4.86059,0,187.022
4.86159,0,192.071
4.86259,0,197.331
4.86359,0,202.815
4.86459,0,208.536
4.86559,0,214.507
4.86659,0,220.743
4.86759,0,227.261
4.86859,0,234.078
4.86959,0,241.212
4.87059,0,248.682
4.87159,0,256.512
4.87259,0,264.723
4.87359,0,273.341
4.87459,0,282.394
4.87559,0,291.912
4.87659,0,301.926
4.87759,0,312.472
4.87859,0,323.588
4.87959,0,335.316
4.88059,0,347.702
4.88159,0,360.796
4.88259,0,374.654
4.88359,0,389.334
4.88459,0,404.905
4.88559,0,421.439
4.88659,0,439.018
4.88759,0,457.732
4.88859,0,477.68
4.88959,0,498.973
4.89059,0,521.736
4.89159,0,546.107
4.89259,0,572.24
4.89359,0,600.31
4.89459,0,630.514
4.89559,0,663.072
4.89659,0,698.237
4.89759,0,736.294
4.89859,0,777.57
4.89959,0,822.437
4.90059,0,871.325
4.90159,0,924.73
4.90259,0,983.224
4.90359,0,1047.48
4.90459,0,1118.27
4.90559,0,1196.52
4.90659,0,1283.32
4.90759,0,1379.95
4.90859,0,1487.96
4.90959,0,1609.2
4.91059,0,1745.94
4.91159,0,1900.94
4.91259,0,2077.58
4.91359,0,2280.1
4.91459,0,2513.81
4.91559,0,2785.46
4.91659,0,3103.73
4.91759,0,3479.93
4.91859,0,3929.03
4.91959,0,4471.15
4.92059,0,5133.88
4.92159,0,5955.84
4.92259,0,6992.43
4.92359,0,8325.47
4.92459,0,10079.8
4.92559,0,12453.5
4.92659,0,15776.7
4.92759,0,20632.7
4.92859,0,28132.2
4.92959,0,40610.3
4.93059,0,63691.1
4.93159,0,113942
4.93259,0,259634
4.93359,0,1.08E+06
