Planarity
5.71302e-17, 3.79506e-16, 3.3306e-16, 7.38418e-17, 0, 2.68726e-17, 9.3705e-18, 1.82749e-17, 1.88191e-17, 2.12716e-17, 1.13748e-16, 8.78279e-17, 3.42394e-16, 9.23955e-17, 9.72679e-18, 6.9981e-17, 1.34831e-16, 1.24173e-16, 1.26e-16, 1.28056e-16, 7.86653e-17, 6.04672e-18, 3.91443e-16, 6.98066e-18, 9.69237e-17, 9.08648e-17, 2.86086e-16, 7.97948e-17, 9.56869e-17, 4.31238e-18, 9.43993e-17, 1.56733e-16, 1.13923e-16, 2.36545e-17, 9.37921e-17, 1.70832e-16, 1.88894e-17, 7.9527e-17, 3.7354e-17, 8.40245e-17, 9.41105e-18, 7.99903e-17, 7.8433e-17, 4.54579e-17, 2.21839e-18, 8.44611e-17, 2.8418e-16, 3.74105e-16, 1.18093e-16, 1.80794e-16, 1.00901e-16, 4.02378e-16, 1.0908e-16, 1.10626e-17, 2.0703e-16, 3.35728e-16, 8.68009e-17, 2.02958e-16, 4.57882e-16, 5.64789e-16, 
Developability
0, 0, 0, 0, 0, 8.88178e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.88178e-16, 8.88178e-16, 0, 0, 0, 0, 0, 0, 0, 8.88178e-16, 
