Planarity
6.0232e-17, 0.0393084, 2.09699e-17, 0, 8.94011e-18, 2.69587e-17, 1.7909e-17, 3.634e-17, 5.42519e-17, 7.31492e-17, 1.54031e-16, 1.13991e-17, 3.55965e-14, 9.00069e-17, 2.02352e-14, 3.6157e-17, 1.8829e-14, 0, 1.16219e-14, 0, 6.90168e-15, 8.92863e-18, 8.33049e-16, 8.82119e-17, 1.04413e-16, 2.63673e-17, 2.65887e-17, 1.31581e-16, 3.54035e-17, 2.65425e-17, 8.76142e-18, 1.21606e-17, 1.09498e-17, 2.21104e-17, 2.62847e-17, 8.84766e-18, 1.31509e-16, 2.65683e-17, 
Developability
0, 0, 0, 0, 0, 0, 8.88178e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.88178e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.88178e-16, 0, 
