Planarity
0, 7.55787e-17, 2.6677e-16, 4.24524e-34, 0, 1.38015e-17, 4.14526e-17, 5.90006e-18, 5.35962e-17, 1.76528e-17, 1.43755e-17, 3.52708e-17, 8.21307e-17, 3.53728e-17, 9.23717e-17, 1.90088e-16, 1.22149e-16, 2.76479e-16, 1.26447e-17, 1.15894e-16, 1.25352e-17, 1.61322e-16, 5.94403e-17, 7.91325e-17, 6.91255e-17, 2.62872e-16, 2.53772e-17, 1.2735e-16, 9.64771e-17, 6.98625e-17, 3.26944e-17, 7.3644e-17, 5.9875e-17, 7.86678e-17, 3.37585e-17, 2.98745e-16, 1.42774e-16, 1.22626e-16, 2.02051e-16, 8.51727e-17, 
Developability
0, 0, 0, 0, 8.88178e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
