Planarity
0, 3.90317e-17, 3.17047e-17, 8.56097e-18, 4.97676e-18, 2.84778e-18, 2.15795e-16, 4.50076e-17, 1.18785e-16, 6.744e-17, 1.36333e-16, 3.1308e-17, 2.83413e-16, 5.68949e-17, 8.90422e-16, 2.27478e-17, 8.22843e-17, 5.12387e-17, 2.48298e-16, 1.14578e-16, 1.5072e-15, 8.53928e-17, 1.5829e-16, 7.86803e-17, 7.86508e-16, 6.7463e-17, 4.86507e-16, 3.37367e-17, 7.99614e-16, 2.8134e-17, 1.89476e-12, 0, 3.09004e-12, 5.98932e-17, 5.86453e-12, 7.1997e-17, 1.45553e-11, 1.21061e-17, 0, 0, 
Developability
