Planarity
5.02111e-17, 2.14275e-16, 3.5527e-17, 5.54239e-17, 2.40536e-16, 2.74886e-17, 3.50797e-16, 0, 0.00787924, 0, 6.34917e-17, 6.8071e-18, 9.2986e-17, 4.0802e-17, 0.002146, 1.35957e-17, 1.59113e-16, 2.71969e-17, 0.000516158, 1.3609e-17, 6.36559e-17, 1.36287e-17, 0, 5.12245e-17, 3.06044e-17, 0, 2.90907e-17, 0, 5.48273e-17, 2.77482e-17, 5.45839e-17, 4.20498e-17, 2.70148e-17, 0, 5.31586e-17, 0, 1.30154e-16, 1.48551e-17, 2.54767e-17, 6.11231e-17, 0.0147017, 1.2568e-16, 3.16749e-17, 3.20665e-17, 7.93139e-17, 3.22703e-17, 0.00370814, 0, 2.49638e-17, 2.3386e-17, 0.000317782, 1.20981e-16, 3.37778e-17, 2.93455e-17, 0.000142621, 2.85988e-17, 0, 0, 9.74919e-17, 1.38107e-17, 0.0289168, 0, 
Developability
