0.1, 5.72958, 656.481 ,  63794
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
0, 0, inf ,  0
