Planarity
1.62988e-17, 7.45215e-18, 2.55535e-17, 2.74721e-18, 0, 5.44767e-18, 5.31859e-18, 0, 5.36032e-17, 0, 5.39576e-17, 0, 4.61537e-17, 1.09079e-17, 1.04114e-16, 0, 9.28927e-17, 0, 1.39166e-16, 6.41986e-19, 1.02486e-17, 0, 0.00186471, 5.41227e-17, 1.30536e-16, 7.14726e-18, 8.17971e-17, 0, 6.615e-06, 8.74975e-18, 3.97184e-17, 0, 0, 0, 1.54073e-16, 5.46403e-18, 1.02567e-16, 5.49914e-18, 0, 1.96421e-17, 
Developability
0.00646784, 0.064237, 0.00524684, 0.00049034, 0.0022681, 0.0220968, 0.00528312, 0.000333989, 0.0940137, 0.217743, 0.0873302, 0.00153807, 0.047861, 0.0418444, 1.15775e-06, 8.87895e-05, 0.00142549, 0.001444, 0.00096106, 
