Planarity
0, 4.55958e-17, 8.19396e-18, 1.04822e-16, 3.94212e-17, 5.23155e-17, 4.20892e-17, 8.97555e-17, 1.68828e-16, 5.60509e-17, 6.35351e-17, 4.4809e-17, 4.25512e-17, 0, 1.2967e-16, 4.47582e-17, 1.65152e-15, 0, 1.37716e-13, 2.76028e-18, 1.43354e-13, 2.74302e-17, 2.89121e-13, 3.97739e-17, 1.02392e-16, 6.58188e-17, 3.21426e-17, 2.19482e-17, 2.45169e-16, 3.29365e-17, 0, 4.36592e-17, 7.20162e-16, 6.55511e-17, 2.30864e-16, 1.37395e-17, 5.34654e-14, 1.66219e-17, 0, 1.53626e-17, 
Developability
8.88178e-16, 3.55271e-15, 3.55271e-15, 3.55271e-15, 2.66454e-15, 8.88178e-16, 8.88178e-16, 3.55271e-15, 2.39897e-12, 0, 7.1827e-12, 4.78462e-12, 4.44089e-15, 1.77636e-15, 1.77636e-15, 1.77636e-15, 8.06466e-13, 0, 1.90958e-12, 
