Planarity
0, 0, 4.20039e-17, 6.16534e-17, 8.77778e-11, 6.15105e-17, 5.61837e-17, 1.87296e-17, 1.24689e-16, 3.11838e-17, 5.50271e-17, 1.62014e-16, 7.61477e-17, 1.24534e-16, 3.93258e-16, 1.86681e-17, 7.00128e-13, 6.14123e-17, 7.29376e-13, 9.88608e-17, 7.63574e-13, 2.45567e-17, 2.14768e-12, 2.45528e-17, 1.07229e-14, 2.43721e-17, 1.00927e-14, 2.43769e-17, 1.99276e-14, 1.2191e-17, 9.24044e-13, 6.07237e-18, 1.66018e-13, 4.86056e-17, 6.54188e-15, 6.09145e-18, 1.37025e-14, 1.5341e-18, 0, 3.81869e-18, 
Developability
