a(radian),a(degree),Eruling, Ebend, Eparalell,
0,0,33.8258,1.00E+15,3.38099,1
0.001,0.0572958,33.8252,636461,3.38099,1
0.002,0.114592,33.8247,168357,3.38099,1
0.003,0.171887,33.8241,80614.7,3.38099,1
0.004,0.229183,33.8235,49856.5,3.38098,1
0.005,0.286479,33.8229,36137.4,3.38098,1
0.006,0.343775,33.8223,29707.6,3.38098,1
0.007,0.40107,33.8217,27542.3,3.38098,1
0.008,0.458366,33.8211,29082.4,3.38098,1
0.009,0.515662,33.8205,35761.8,3.38098,1
0.01,0.572958,33.82,53344.4,3.38097,1
0.011,0.630254,33.8194,105697,3.38097,1
0.012,0.687549,33.8188,372654,3.38097,1
0.013,0.744845,33.8182,7.09E+07,3.38096,1
0.014,0.802141,33.8176,504725,3.38096,1
0.015,0.859437,33.817,119248,3.38096,1
0.016,0.916732,33.8164,53496,3.38096,1
0.017,0.974028,33.8158,30967.6,3.38095,1
0.018,1.03132,33.8152,20568,3.38095,1
0.019,1.08862,33.8146,14881.4,3.38094,1
0.02,1.14592,33.814,11411,3.38094,1
0.021,1.20321,33.8134,9123.85,3.38093,1
0.022,1.26051,33.8128,7528.78,3.38093,1
0.023,1.3178,33.8122,6367.49,3.38093,1
0.024,1.3751,33.8116,5493.27,3.38092,1
0.025,1.43239,33.811,4817.58,3.38091,1
0.026,1.48969,33.8104,4284.32,3.38091,1
0.027,1.54699,33.8097,3856.51,3.3809,1
0.028,1.60428,33.8091,3508.92,3.3809,1
0.029,1.66158,33.8085,3223.91,3.38089,1
0.03,1.71887,33.8079,2988.84,3.38089,1
0.031,1.77617,33.8073,2794.52,3.38088,1
0.032,1.83346,33.8067,2634.18,3.38087,1
0.033,1.89076,33.8061,2502.84,3.38087,1
0.034,1.94806,33.8055,2396.83,3.38086,1
0.035,2.00535,33.8048,2313.53,3.38085,1
0.036,2.06265,33.8042,2251.14,3.38084,1
0.037,2.11994,33.8036,2208.62,3.38084,1
0.038,2.17724,33.803,2185.54,3.38083,1
0.039,2.23454,33.8024,2182.16,3.38082,1
0.04,2.29183,33.8017,2199.38,3.38081,1
0.041,2.34913,33.8011,2238.86,3.3808,1
0.042,2.40642,33.8005,2303.13,3.3808,1
0.043,2.46372,33.7999,2395.81,3.38079,1
0.044,2.52101,33.7992,2521.9,3.38078,1
0.045,2.57831,33.7986,2688.21,3.38077,1
0.046,2.63561,33.798,2903.94,3.38076,1
0.047,2.6929,33.7974,3181.51,3.38075,1
0.048,2.7502,33.7967,3537.7,3.38074,1
0.049,2.80749,33.7961,3995.03,3.38073,1
0.05,2.86479,33.7955,4583.53,3.38072,1
0.051,2.92208,33.7948,5342.03,3.38071,1
0.052,2.97938,33.7942,6317.84,3.3807,1
0.053,3.03668,33.7936,7560.27,3.38069,1
0.054,3.09397,33.7929,9099.42,3.38068,1
0.055,3.15127,33.7923,10895.6,3.38067,1
0.056,3.20856,33.7917,12753.9,3.38066,1
0.057,3.26586,33.791,14258.6,3.38064,1
0.058,3.32316,33.7904,14885,3.38063,1
0.059,3.38045,33.7897,14355.6,3.38062,1
0.06,3.43775,33.7891,12892,3.38061,1
0.061,3.49504,33.7885,11010.9,3.3806,1
0.062,3.55234,33.7878,9152.78,3.38058,1
0.063,3.60963,33.7872,7537.61,3.38057,1
0.064,3.66693,33.7865,6218.8,3.38056,1
0.065,3.72423,33.7859,5171.05,3.38055,1
0.066,3.78152,33.7852,4345.53,3.38053,1
0.067,3.83882,33.7846,3693.86,3.38052,1
0.068,3.89611,33.7839,3175.76,3.38051,1
0.069,3.95341,33.7833,2759.91,3.38049,1
0.07,4.0107,33.7826,2422.57,3.38048,1
0.071,4.068,33.782,2146,3.38046,1
0.072,4.1253,33.7813,1916.88,3.38045,1
0.073,4.18259,33.7807,1725.17,3.38044,1
0.074,4.23989,33.78,1563.28,3.38042,1
0.075,4.29718,33.7793,1425.38,3.38041,1
0.076,4.35448,33.7787,1306.97,3.38039,1
0.077,4.41178,33.778,1204.53,3.38037,1
0.078,4.46907,33.7774,1115.29,3.38036,1
0.079,4.52637,33.7767,1037.07,3.38034,1
0.08,4.58366,33.776,968.089,3.38033,1
0.081,4.64096,33.7754,906.932,3.38031,1
0.082,4.69825,33.7747,852.436,3.3803,1
0.083,4.75555,33.774,803.648,3.38028,1
0.084,4.81285,33.7734,759.781,3.38026,1
0.085,4.87014,33.7727,720.18,3.38025,1
0.086,4.92744,33.772,684.297,3.38023,1
0.087,4.98473,33.7714,651.67,3.38021,1
0.088,5.04203,33.7707,621.908,3.38019,1
0.089,5.09932,33.77,594.678,3.38018,1
0.09,5.15662,33.7694,569.696,3.38016,1
0.091,5.21392,33.7687,546.717,3.38014,1
0.092,5.27121,33.768,525.53,3.38012,1
0.093,5.32851,33.7673,505.952,3.3801,1
0.094,5.3858,33.7667,487.824,3.38008,1
0.095,5.4431,33.766,471.006,3.38007,1
0.096,5.50039,33.7653,455.377,3.38005,1
0.097,5.55769,33.7646,440.828,3.38003,1
0.098,5.61499,33.7639,427.266,3.38001,1
0.099,5.67228,33.7632,414.607,3.37999,1
0.1,5.72958,33.7626,402.776,3.37997,1
0.101,5.78687,33.7619,391.707,3.37995,1
0.102,5.84417,33.7612,381.341,3.37993,1
0.103,5.90147,33.7605,371.626,3.37991,1
0.104,5.95876,33.7598,362.513,3.37989,1
0.105,6.01606,33.7591,353.961,3.37987,1
0.106,6.07335,33.7584,345.932,3.37984,1
0.107,6.13065,33.7577,338.392,3.37982,1
0.108,6.18794,33.757,331.308,3.3798,1
0.109,6.24524,33.7563,324.654,3.37978,1
0.11,6.30254,33.7557,318.404,3.37976,1
0.111,6.35983,33.755,312.535,3.37974,1
0.112,6.41713,33.7543,307.027,3.37971,1
0.113,6.47442,33.7536,301.861,3.37969,1
0.114,6.53172,33.7529,297.021,3.37967,1
0.115,6.58901,33.7522,292.491,3.37965,1
0.116,6.64631,33.7515,288.257,3.37962,1
0.117,6.70361,33.7508,284.307,3.3796,1
0.118,6.7609,33.75,280.63,3.37958,1
0.119,6.8182,33.7493,277.216,3.37955,1
0.12,6.87549,33.7486,274.057,3.37953,1
0.121,6.93279,33.7479,271.144,3.37951,1
0.122,6.99009,33.7472,268.471,3.37948,1
0.123,7.04738,33.7465,266.032,3.37946,1
0.124,7.10468,33.7458,263.823,3.37943,1
0.125,7.16197,33.7451,261.838,3.37941,1
0.126,7.21927,33.7444,260.075,3.37938,1
0.127,7.27656,33.7437,258.531,3.37936,1
0.128,7.33386,33.7429,257.204,3.37933,1
0.129,7.39116,33.7422,256.093,3.37931,1
0.13,7.44845,33.7415,255.199,3.37928,1
0.131,7.50575,33.7408,254.522,3.37926,1
0.132,7.56304,33.7401,254.063,3.37923,1
0.133,7.62034,33.7393,253.824,3.3792,1
0.134,7.67763,33.7386,253.809,3.37918,1
0.135,7.73493,33.7379,254.02,3.37915,1
0.136,7.79223,33.7372,254.465,3.37912,1
0.137,7.84952,33.7365,255.147,3.3791,1
0.138,7.90682,33.7357,256.074,3.37907,1
0.139,7.96411,33.735,257.253,3.37904,1
0.14,8.02141,33.7343,258.695,3.37901,1
0.141,8.0787,33.7335,260.409,3.37898,1
0.142,8.136,33.7328,262.406,3.37896,1
0.143,8.1933,33.7321,264.701,3.37893,1
0.144,8.25059,33.7313,267.308,3.3789,1
0.145,8.30789,33.7306,270.244,3.37887,1
0.146,8.36518,33.7299,273.527,3.37884,1
0.147,8.42248,33.7291,277.179,3.37881,1
0.148,8.47978,33.7284,281.224,3.37878,1
0.149,8.53707,33.7277,285.686,3.37875,1
0.15,8.59437,33.7269,290.597,3.37872,1
0.151,8.65166,33.7262,295.989,3.37869,1
0.152,8.70896,33.7254,301.899,3.37866,1
0.153,8.76625,33.7247,308.368,3.37863,1
0.154,8.82355,33.7239,315.443,3.3786,1
0.155,8.88085,33.7232,323.178,3.37857,1
0.156,8.93814,33.7224,331.631,3.37854,1
0.157,8.99544,33.7217,340.869,3.37851,1
0.158,9.05273,33.7209,350.97,3.37848,1
0.159,9.11003,33.7202,362.018,3.37845,1
0.16,9.16732,33.7194,374.115,3.37842,1
0.161,9.22462,33.7187,387.372,3.37838,1
0.162,9.28192,33.7179,401.92,3.37835,1
0.163,9.33921,33.7172,417.908,3.37832,1
0.164,9.39651,33.7164,435.509,3.37829,1
0.165,9.4538,33.7157,454.925,3.37825,1
0.166,9.5111,33.7149,476.39,3.37822,1
0.167,9.5684,33.7141,500.179,3.37819,1
0.168,9.62569,33.7134,526.617,3.37815,1
0.169,9.68299,33.7126,556.087,3.37812,1
0.17,9.74028,33.7119,589.046,3.37809,1
0.171,9.79758,33.7111,626.043,3.37805,1
0.172,9.85487,33.7103,667.742,3.37802,1
0.173,9.91217,33.7096,714.947,3.37798,1
0.174,9.96947,33.7088,768.646,3.37795,1
0.175,10.0268,33.708,830.062,3.37791,1
0.176,10.0841,33.7072,900.72,3.37788,1
0.177,10.1414,33.7065,982.545,3.37784,1
0.178,10.1986,33.7057,1077.99,3.37781,1
0.179,10.2559,33.7049,1190.23,3.37777,1
0.18,10.3132,33.7041,1323.43,3.37774,1
0.181,10.3705,33.7034,1483.11,3.3777,1
0.182,10.4278,33.7026,1676.76,3.37767,1
0.183,10.4851,33.7018,1914.73,3.37763,1
0.184,10.5424,33.701,2211.62,3.37759,1
0.185,10.5997,33.7002,2588.6,3.37756,1
0.186,10.657,33.6995,3077.29,3.37752,1
0.187,10.7143,33.6987,3726.6,3.37748,1
0.188,10.7716,33.6979,4615.52,3.37744,1
0.189,10.8289,33.6971,5878.29,3.37741,1
0.19,10.8862,33.6963,7758.3,3.37737,1
0.191,10.9435,33.6955,10734.9,3.37733,1
0.192,11.0008,33.6947,15862.3,3.37729,1
0.193,11.0581,33.6939,25850.2,3.37725,1
0.194,11.1154,33.6932,49546.3,3.37722,1
0.195,11.1727,33.6924,131243,3.37718,1
0.196,11.23,33.6916,952131,3.37714,1
0.197,11.2873,33.6908,1.97E+06,3.3771,1
0.198,11.3446,33.69,166811,3.37706,1
0.199,11.4019,33.6892,57173.3,3.37702,1
0.2,11.4592,33.6884,28618.2,3.37698,1
0.201,11.5165,33.6876,17161.7,3.37694,1
0.202,11.5737,33.6868,11447.4,3.3769,1
0.203,11.631,33.686,8192.85,3.37686,1
0.204,11.6883,33.6852,6165.45,3.37682,1
0.205,11.7456,33.6843,4818.07,3.37678,1
0.206,11.8029,33.6835,3877.76,3.37674,1
0.207,11.8602,33.6827,3195.94,3.37669,1
0.208,11.9175,33.6819,2686.16,3.37665,1
0.209,11.9748,33.6811,2295.33,3.37661,1
0.21,12.0321,33.6803,1989.38,3.37657,1
0.211,12.0894,33.6795,1745.65,3.37653,1
0.212,12.1467,33.6787,1548.57,3.37648,1
0.213,12.204,33.6779,1387.19,3.37644,1
0.214,12.2613,33.677,1253.62,3.3764,1
0.215,12.3186,33.6762,1142.04,3.37636,1
0.216,12.3759,33.6754,1048.1,3.37631,1
0.217,12.4332,33.6746,968.515,3.37627,1
0.218,12.4905,33.6738,900.729,3.37623,1
0.219,12.5478,33.6729,842.766,3.37618,1
0.22,12.6051,33.6721,793.068,3.37614,1
0.221,12.6624,33.6713,750.397,3.37609,1
0.222,12.7197,33.6705,713.765,3.37605,1
0.223,12.777,33.6696,682.378,3.376,1
0.224,12.8343,33.6688,655.593,3.37596,1
0.225,12.8916,33.668,632.894,3.37591,1
0.226,12.9488,33.6671,613.864,3.37587,1
0.227,13.0061,33.6663,598.169,3.37582,1
0.228,13.0634,33.6655,585.546,3.37578,1
0.229,13.1207,33.6646,575.791,3.37573,1
0.23,13.178,33.6638,568.754,3.37569,1
0.231,13.2353,33.6629,564.33,3.37564,1
0.232,13.2926,33.6621,562.46,3.37559,1
0.233,13.3499,33.6613,563.125,3.37555,1
0.234,13.4072,33.6604,566.35,3.3755,1
0.235,13.4645,33.6596,572.198,3.37545,1
0.236,13.5218,33.6587,580.78,3.3754,1
0.237,13.5791,33.6579,592.254,3.37536,1
0.238,13.6364,33.657,606.833,3.37531,1
0.239,13.6937,33.6562,624.791,3.37526,1
0.24,13.751,33.6553,646.478,3.37521,1
0.241,13.8083,33.6545,672.33,3.37516,1
0.242,13.8656,33.6536,702.889,3.37512,1
0.243,13.9229,33.6528,738.832,3.37507,1
0.244,13.9802,33.6519,781,3.37502,1
0.245,14.0375,33.6511,830.443,3.37497,1
0.246,14.0948,33.6502,888.483,3.37492,1
0.247,14.1521,33.6494,956.797,3.37487,1
0.248,14.2094,33.6485,1037.53,3.37482,1
0.249,14.2666,33.6476,1133.44,3.37477,1
0.25,14.3239,33.6468,1248.18,3.37472,1
0.251,14.3812,33.6459,1386.54,3.37467,1
0.252,14.4385,33.645,1555.06,3.37462,1
0.253,14.4958,33.6442,1762.68,3.37457,1
0.254,14.5531,33.6433,2022.01,3.37452,1
0.255,14.6104,33.6424,2351.21,3.37446,1
0.256,14.6677,33.6416,2777.23,3.37441,1
0.257,14.725,33.6407,3341.44,3.37436,1
0.258,14.7823,33.6398,4110,3.37431,1
0.259,14.8396,33.6389,5194.07,3.37426,1
0.26,14.8969,33.6381,6792.15,3.3742,1
0.261,14.9542,33.6372,9287.69,3.37415,1
0.262,15.0115,33.6363,13502,3.3741,1
0.263,15.0688,33.6354,21466.7,3.37404,1
0.264,15.1261,33.6346,39422.4,3.37399,1
0.265,15.1834,33.6337,95138,3.37394,1
0.266,15.2407,33.6328,479544,3.37388,1
0.267,15.298,33.6319,7.91E+06,3.37383,1
0.268,15.3553,33.631,215306,3.37378,1
0.269,15.4126,33.6301,63999.4,3.37372,1
0.27,15.4699,33.6292,30273.8,3.37367,1
0.271,15.5272,33.6283,17602.9,3.37361,1
0.272,15.5845,33.6275,11509.7,3.37356,1
0.273,15.6417,33.6266,8119.07,3.3735,1
0.274,15.699,33.6257,6040.11,3.37345,1
0.275,15.7563,33.6248,4673.96,3.37339,1
0.276,15.8136,33.6239,3728.28,3.37333,1
0.277,15.8709,33.623,3046.55,3.37328,1
0.278,15.9282,33.6221,2538.86,3.37322,1
0.279,15.9855,33.6212,2150.57,3.37316,1
0.28,16.0428,33.6203,1846.9,3.37311,1
0.281,16.1001,33.6194,1604.89,3.37305,1
0.282,16.1574,33.6185,1408.85,3.37299,1
0.283,16.2147,33.6176,1247.81,3.37294,1
0.284,16.272,33.6167,1113.87,3.37288,1
0.285,16.3293,33.6157,1001.25,3.37282,1
0.286,16.3866,33.6148,905.63,3.37276,1
0.287,16.4439,33.6139,823.728,3.3727,1
0.288,16.5012,33.613,753.026,3.37265,1
0.289,16.5585,33.6121,691.554,3.37259,1
0.29,16.6158,33.6112,637.76,3.37253,1
0.291,16.6731,33.6103,590.405,3.37247,1
0.292,16.7304,33.6094,548.489,3.37241,1
0.293,16.7877,33.6084,511.202,3.37235,1
0.294,16.845,33.6075,477.878,3.37229,1
0.295,16.9023,33.6066,447.968,3.37223,1
0.296,16.9596,33.6057,421.013,3.37217,1
0.297,17.0168,33.6047,396.631,3.37211,1
0.298,17.0741,33.6038,374.499,3.37205,1
0.299,17.1314,33.6029,354.344,3.37199,1
0.3,17.1887,33.602,335.934,3.37193,1
0.301,17.246,33.601,319.067,3.37186,1
0.302,17.3033,33.6001,303.574,3.3718,1
0.303,17.3606,33.5992,289.305,3.37174,1
0.304,17.4179,33.5982,276.133,3.37168,1
0.305,17.4752,33.5973,263.944,3.37162,1
0.306,17.5325,33.5964,252.641,3.37155,1
0.307,17.5898,33.5954,242.137,3.37149,1
0.308,17.6471,33.5945,232.358,3.37143,1
0.309,17.7044,33.5935,223.236,3.37136,1
0.31,17.7617,33.5926,214.711,3.3713,1
0.311,17.819,33.5917,206.732,3.37124,1
0.312,17.8763,33.5907,199.25,3.37117,1
0.313,17.9336,33.5898,192.225,3.37111,1
0.314,17.9909,33.5888,185.618,3.37104,1
0.315,18.0482,33.5879,179.396,3.37098,1
0.316,18.1055,33.5869,173.528,3.37091,1
0.317,18.1628,33.586,167.988,3.37085,1
0.318,18.2201,33.585,162.749,3.37078,1
0.319,18.2774,33.5841,157.79,3.37072,1
0.32,18.3346,33.5831,153.091,3.37065,1
0.321,18.3919,33.5821,148.632,3.37059,1
0.322,18.4492,33.5812,144.398,3.37052,1
0.323,18.5065,33.5802,140.372,3.37045,1
0.324,18.5638,33.5793,136.54,3.37039,1
0.325,18.6211,33.5783,132.89,3.37032,1
0.326,18.6784,33.5773,129.409,3.37025,1
0.327,18.7357,33.5764,126.088,3.37019,1
0.328,18.793,33.5754,122.915,3.37012,1
0.329,18.8503,33.5744,119.882,3.37005,1
0.33,18.9076,33.5735,116.98,3.36998,1
0.331,18.9649,33.5725,114.202,3.36992,1
0.332,19.0222,33.5715,111.539,3.36985,1
0.333,19.0795,33.5705,108.986,3.36978,1
0.334,19.1368,33.5696,106.536,3.36971,1
0.335,19.1941,33.5686,104.183,3.36964,1
0.336,19.2514,33.5676,101.922,3.36957,1
0.337,19.3087,33.5666,99.7482,3.3695,1
0.338,19.366,33.5657,97.6566,3.36943,1
0.339,19.4233,33.5647,95.6428,3.36936,1
0.34,19.4806,33.5637,93.7029,3.36929,1
0.341,19.5379,33.5627,91.8331,3.36922,1
0.342,19.5952,33.5617,90.0298,3.36915,1
0.343,19.6525,33.5607,88.2898,3.36908,1
0.344,19.7097,33.5597,86.6098,3.36901,1
0.345,19.767,33.5588,84.987,3.36894,1
0.346,19.8243,33.5578,83.4187,3.36886,1
0.347,19.8816,33.5568,81.9023,3.36879,1
0.348,19.9389,33.5558,80.4353,3.36872,1
0.349,19.9962,33.5548,79.0155,3.36865,1
0.35,20.0535,33.5538,77.6407,3.36857,1
0.351,20.1108,33.5528,76.309,3.3685,1
0.352,20.1681,33.5518,75.0185,3.36843,1
0.353,20.2254,33.5508,73.7672,3.36836,1
0.354,20.2827,33.5498,72.5536,3.36828,1
0.355,20.34,33.5488,71.376,3.36821,1
0.356,20.3973,33.5478,70.2329,3.36813,1
0.357,20.4546,33.5468,69.1229,3.36806,1
0.358,20.5119,33.5457,68.0446,3.36799,1
0.359,20.5692,33.5447,66.9968,3.36791,1
0.36,20.6265,33.5437,65.9782,3.36784,1
0.361,20.6838,33.5427,64.9876,3.36776,1
0.362,20.7411,33.5417,64.024,3.36768,1
0.363,20.7984,33.5407,63.0863,3.36761,1
0.364,20.8557,33.5397,62.1735,3.36753,1
0.365,20.913,33.5386,61.2846,3.36746,1
0.366,20.9703,33.5376,60.4189,3.36738,1
0.367,21.0276,33.5366,59.5753,3.3673,1
0.368,21.0848,33.5356,58.7532,3.36723,1
0.369,21.1421,33.5346,57.9517,3.36715,1
0.37,21.1994,33.5335,57.17,3.36707,1
0.371,21.2567,33.5325,56.4076,3.36699,1
0.372,21.314,33.5315,55.6636,3.36692,1
0.373,21.3713,33.5304,54.9375,3.36684,1
0.374,21.4286,33.5294,54.2287,3.36676,1
0.375,21.4859,33.5284,53.5365,3.36668,1
0.376,21.5432,33.5273,52.8604,3.3666,1
0.377,21.6005,33.5263,52.1999,3.36652,1
0.378,21.6578,33.5253,51.5544,3.36645,1
0.379,21.7151,33.5242,50.9234,3.36637,1
0.38,21.7724,33.5232,50.3065,3.36629,1
0.381,21.8297,33.5221,49.7033,3.36621,1
0.382,21.887,33.5211,49.1132,3.36613,1
0.383,21.9443,33.5201,48.536,3.36604,1
0.384,22.0016,33.519,47.9711,3.36596,1
0.385,22.0589,33.518,47.4182,3.36588,1
0.386,22.1162,33.5169,46.8769,3.3658,1
0.387,22.1735,33.5159,46.3469,3.36572,1
0.388,22.2308,33.5148,45.8278,3.36564,1
0.389,22.2881,33.5138,45.3194,3.36556,1
0.39,22.3454,33.5127,44.8212,3.36547,1
0.391,22.4026,33.5116,44.3331,3.36539,1
0.392,22.4599,33.5106,43.8546,3.36531,1
0.393,22.5172,33.5095,43.3856,3.36523,1
0.394,22.5745,33.5085,42.9257,3.36514,1
0.395,22.6318,33.5074,42.4747,3.36506,1
0.396,22.6891,33.5063,42.0324,3.36498,1
0.397,22.7464,33.5053,41.5985,3.36489,1
0.398,22.8037,33.5042,41.1727,3.36481,1
0.399,22.861,33.5031,40.7549,3.36472,1
0.4,22.9183,33.5021,40.3449,3.36464,1
0.401,22.9756,33.501,39.9424,3.36455,1
0.402,23.0329,33.4999,39.5472,3.36447,1
0.403,23.0902,33.4989,39.1591,3.36438,1
0.404,23.1475,33.4978,38.778,3.3643,1
0.405,23.2048,33.4967,38.4037,3.36421,1
0.406,23.2621,33.4956,38.0359,3.36413,1
0.407,23.3194,33.4945,37.6746,3.36404,1
0.408,23.3767,33.4935,37.3195,3.36395,1
0.409,23.434,33.4924,36.9706,3.36387,1
0.41,23.4913,33.4913,36.6276,3.36378,1
0.411,23.5486,33.4902,36.2904,3.36369,1
0.412,23.6059,33.4891,35.9588,3.3636,1
0.413,23.6632,33.488,35.6328,3.36352,1
0.414,23.7205,33.4869,35.3122,3.36343,1
0.415,23.7777,33.4858,34.9968,3.36334,1
0.416,23.835,33.4848,34.6866,3.36325,1
0.417,23.8923,33.4837,34.3813,3.36316,1
0.418,23.9496,33.4826,34.081,3.36307,1
0.419,24.0069,33.4815,33.7855,3.36298,1
0.42,24.0642,33.4804,33.4946,3.36289,1
0.421,24.1215,33.4793,33.2083,3.3628,1
0.422,24.1788,33.4782,32.9264,3.36271,1
0.423,24.2361,33.4771,32.6489,3.36262,1
0.424,24.2934,33.476,32.3756,3.36253,1
0.425,24.3507,33.4748,32.1065,3.36244,1
0.426,24.408,33.4737,31.8415,3.36235,1
0.427,24.4653,33.4726,31.5805,3.36226,1
0.428,24.5226,33.4715,31.3233,3.36217,1
0.429,24.5799,33.4704,31.07,3.36208,1
0.43,24.6372,33.4693,30.8204,3.36198,1
0.431,24.6945,33.4682,30.5744,3.36189,1
0.432,24.7518,33.4671,30.332,3.3618,1
0.433,24.8091,33.4659,30.0931,3.3617,1
0.434,24.8664,33.4648,29.8577,3.36161,1
0.435,24.9237,33.4637,29.6255,3.36152,1
0.436,24.981,33.4626,29.3967,3.36142,1
0.437,25.0383,33.4614,29.171,3.36133,1
0.438,25.0956,33.4603,28.9485,3.36124,1
0.439,25.1528,33.4592,28.7291,3.36114,1
0.44,25.2101,33.4581,28.5127,3.36105,1
0.441,25.2674,33.4569,28.2993,3.36095,1
0.442,25.3247,33.4558,28.0888,3.36086,1
0.443,25.382,33.4547,27.8811,3.36076,1
0.444,25.4393,33.4535,27.6761,3.36066,1
0.445,25.4966,33.4524,27.474,3.36057,1
0.446,25.5539,33.4513,27.2745,3.36047,1
0.447,25.6112,33.4501,27.0776,3.36038,1
0.448,25.6685,33.449,26.8833,3.36028,1
0.449,25.7258,33.4478,26.6915,3.36018,1
0.45,25.7831,33.4467,26.5022,3.36008,1
0.451,25.8404,33.4455,26.3154,3.35999,1
0.452,25.8977,33.4444,26.1309,3.35989,1
0.453,25.955,33.4432,25.9488,3.35979,1
0.454,26.0123,33.4421,25.7689,3.35969,1
0.455,26.0696,33.4409,25.5913,3.35959,1
0.456,26.1269,33.4398,25.416,3.35949,1
0.457,26.1842,33.4386,25.2428,3.35939,1
0.458,26.2415,33.4375,25.0717,3.3593,1
0.459,26.2988,33.4363,24.9028,3.3592,1
0.46,26.3561,33.4351,24.7359,3.3591,1
0.461,26.4134,33.434,24.571,3.359,1
0.462,26.4707,33.4328,24.4081,3.35889,1
0.463,26.5279,33.4317,24.2471,3.35879,1
0.464,26.5852,33.4305,24.0881,3.35869,1
0.465,26.6425,33.4293,23.931,3.35859,1
0.466,26.6998,33.4281,23.7757,3.35849,1
0.467,26.7571,33.427,23.6222,3.35839,1
0.468,26.8144,33.4258,23.4705,3.35829,1
0.469,26.8717,33.4246,23.3206,3.35818,1
0.47,26.929,33.4235,23.1724,3.35808,1
0.471,26.9863,33.4223,23.0259,3.35798,1
0.472,27.0436,33.4211,22.8811,3.35787,1
0.473,27.1009,33.4199,22.7379,3.35777,1
0.474,27.1582,33.4187,22.5964,3.35767,1
0.475,27.2155,33.4175,22.4564,3.35756,1
0.476,27.2728,33.4164,22.318,3.35746,1
0.477,27.3301,33.4152,22.1811,3.35735,1
0.478,27.3874,33.414,22.0457,3.35725,1
0.479,27.4447,33.4128,21.9119,3.35714,1
0.48,27.502,33.4116,21.7794,3.35704,1
0.481,27.5593,33.4104,21.6485,3.35693,1
0.482,27.6166,33.4092,21.5189,3.35683,1
0.483,27.6739,33.408,21.3908,3.35672,1
0.484,27.7312,33.4068,21.264,3.35661,1
0.485,27.7885,33.4056,21.1386,3.35651,1
0.486,27.8457,33.4044,21.0145,3.3564,1
0.487,27.903,33.4032,20.8917,3.35629,1
0.488,27.9603,33.402,20.7702,3.35618,1
0.489,28.0176,33.4008,20.6499,3.35608,1
0.49,28.0749,33.3996,20.531,3.35597,1
0.491,28.1322,33.3984,20.4132,3.35586,1
0.492,28.1895,33.3972,20.2967,3.35575,1
0.493,28.2468,33.396,20.1814,3.35564,1
0.494,28.3041,33.3948,20.0672,3.35553,1
0.495,28.3614,33.3935,19.9542,3.35542,1
0.496,28.4187,33.3923,19.8423,3.35531,1
0.497,28.476,33.3911,19.7316,3.3552,1
0.498,28.5333,33.3899,19.622,3.35509,1
0.499,28.5906,33.3887,19.5135,3.35498,1
0.5,28.6479,33.3874,19.406,3.35487,1
0.501,28.7052,33.3862,19.2996,3.35476,1
0.502,28.7625,33.385,19.1943,3.35465,1
0.503,28.8198,33.3838,19.09,3.35453,1
0.504,28.8771,33.3825,18.9867,3.35442,1
0.505,28.9344,33.3813,18.8844,3.35431,1
0.506,28.9917,33.3801,18.7831,3.3542,1
0.507,29.049,33.3788,18.6828,3.35408,1
0.508,29.1063,33.3776,18.5834,3.35397,1
0.509,29.1636,33.3763,18.485,3.35386,1
0.51,29.2208,33.3751,18.3875,3.35374,1
0.511,29.2781,33.3739,18.2909,3.35363,1
0.512,29.3354,33.3726,18.1953,3.35351,1
0.513,29.3927,33.3714,18.1005,3.3534,1
0.514,29.45,33.3701,18.0066,3.35328,1
0.515,29.5073,33.3689,17.9136,3.35317,1
0.516,29.5646,33.3676,17.8215,3.35305,1
0.517,29.6219,33.3664,17.7302,3.35294,1
0.518,29.6792,33.3651,17.6397,3.35282,1
0.519,29.7365,33.3639,17.5501,3.3527,1
0.52,29.7938,33.3626,17.4613,3.35259,1
0.521,29.8511,33.3614,17.3732,3.35247,1
0.522,29.9084,33.3601,17.286,3.35235,1
0.523,29.9657,33.3588,17.1996,3.35223,1
0.524,30.023,33.3576,17.1139,3.35212,1
0.525,30.0803,33.3563,17.029,3.352,1
0.526,30.1376,33.355,16.9449,3.35188,1
0.527,30.1949,33.3538,16.8615,3.35176,1
0.528,30.2522,33.3525,16.7788,3.35164,1
0.529,30.3095,33.3512,16.6968,3.35152,1
0.53,30.3668,33.35,16.6156,3.3514,1
0.531,30.4241,33.3487,16.5351,3.35128,1
0.532,30.4814,33.3474,16.4553,3.35116,1
0.533,30.5387,33.3461,16.3761,3.35104,1
0.534,30.5959,33.3449,16.2977,3.35092,1
0.535,30.6532,33.3436,16.2199,3.3508,1
0.536,30.7105,33.3423,16.1427,3.35068,1
0.537,30.7678,33.341,16.0663,3.35056,1
0.538,30.8251,33.3397,15.9904,3.35043,1
0.539,30.8824,33.3384,15.9153,3.35031,1
0.54,30.9397,33.3371,15.8407,3.35019,1
0.541,30.997,33.3358,15.7668,3.35007,1
0.542,31.0543,33.3346,15.6934,3.34994,1
0.543,31.1116,33.3333,15.6207,3.34982,1
0.544,31.1689,33.332,15.5486,3.34969,1
0.545,31.2262,33.3307,15.4771,3.34957,1
0.546,31.2835,33.3294,15.4062,3.34945,1
0.547,31.3408,33.3281,15.3358,3.34932,1
0.548,31.3981,33.3268,15.2661,3.3492,1
0.549,31.4554,33.3255,15.1969,3.34907,1
