a(radian),a(degree),Eruling, Ebend, Eparalell,
5.133,294.099,34.5023,307.146,3.18648,1
5.134,294.157,34.5002,317.254,3.187,1
5.135,294.214,34.4981,327.895,3.1875,1
5.136,294.271,34.496,339.11,3.18801,1
5.137,294.328,34.494,350.939,3.18852,1
5.138,294.386,34.4919,363.428,3.18903,1
5.139,294.443,34.4899,376.629,3.18953,1
5.14,294.5,34.4878,390.596,3.19003,1
5.141,294.558,34.4858,405.39,3.19053,1
5.142,294.615,34.4838,421.078,3.19103,1
5.143,294.672,34.4818,437.734,3.19153,1
5.144,294.729,34.4798,455.439,3.19203,1
5.145,294.787,34.4778,474.284,3.19253,1
5.146,294.844,34.4758,494.369,3.19302,1
5.147,294.901,34.4739,515.805,3.19352,1
5.148,294.959,34.4719,538.718,3.19401,1
5.149,295.016,34.47,563.246,3.1945,1
5.15,295.073,34.4681,589.545,3.19499,1
5.151,295.131,34.4661,617.79,3.19548,1
5.152,295.188,34.4642,648.179,3.19597,1
5.153,295.245,34.4623,680.935,3.19645,1
5.154,295.302,34.4604,716.31,3.19694,1
5.155,295.36,34.4585,754.593,3.19742,1
5.156,295.417,34.4566,796.112,3.1979,1
5.157,295.474,34.4548,841.242,3.19839,1
5.158,295.532,34.4529,890.416,3.19887,1
5.159,295.589,34.4511,944.131,3.19934,1
5.16,295.646,34.4492,1002.97,3.19982,1
5.161,295.704,34.4474,1067.6,3.2003,1
5.162,295.761,34.4456,1138.81,3.20077,1
5.163,295.818,34.4438,1217.52,3.20125,1
5.164,295.875,34.442,1304.84,3.20172,1
5.165,295.933,34.4402,1402.06,3.20219,1
5.166,295.99,34.4384,1510.74,3.20266,1
5.167,296.047,34.4366,1632.76,3.20313,1
5.168,296.105,34.4348,1770.39,3.2036,1
5.169,296.162,34.4331,1926.42,3.20407,1
5.17,296.219,34.4313,2104.28,3.20453,1
5.171,296.276,34.4296,2308.24,3.205,1
5.172,296.334,34.4278,2543.68,3.20546,1
5.173,296.391,34.4261,2817.42,3.20592,1
5.174,296.448,34.4244,3138.26,3.20638,1
5.175,296.506,34.4227,3517.65,3.20684,1
5.176,296.563,34.421,3970.76,3.2073,1
5.177,296.62,34.4193,4518.01,3.20776,1
5.178,296.678,34.4176,5187.42,3.20822,1
5.179,296.735,34.4159,6018.25,3.20867,1
5.18,296.792,34.4143,7066.91,3.20913,1
5.181,296.849,34.4126,8416.8,3.20958,1
5.182,296.907,34.4109,10195.4,3.21003,1
5.183,296.964,34.4093,12605.5,3.21048,1
5.184,297.021,34.4077,15985.7,3.21093,1
5.185,297.079,34.406,20936.2,3.21138,1
5.186,297.136,34.4044,28605,3.21183,1
5.187,297.193,34.4028,41418.3,3.21227,1
5.188,297.251,34.4012,65265.3,3.21272,1
5.189,297.308,34.3996,117705,3.21316,1
5.19,297.365,34.398,272692,3.2136,1
5.191,297.422,34.3964,1.19E+06,3.21405,1
5.192,297.48,34.3948,1.39E+08,3.21449,1
5.193,297.537,34.3933,849577,3.21493,1
5.194,297.594,34.3917,230070,3.21536,1
5.195,297.652,34.3902,105102,3.2158,1
5.196,297.709,34.3886,59952.8,3.21624,1
5.197,297.766,34.3871,38699.8,3.21667,1
5.198,297.823,34.3856,27032.8,3.21711,1
5.199,297.881,34.384,19947,3.21754,1
5.2,297.938,34.3825,15323.8,3.21797,1
5.201,297.995,34.381,12141.4,3.2184,1
5.202,298.053,34.3795,9857.86,3.21883,1
5.203,298.11,34.378,8164.01,3.21926,1
5.204,298.167,34.3765,6873.01,3.21969,1
5.205,298.225,34.375,5866.56,3.22012,1
5.206,298.282,34.3736,5066.79,3.22054,1
5.207,298.339,34.3721,4420.76,3.22097,1
5.208,298.396,34.3706,3891.46,3.22139,1
5.209,298.454,34.3692,3452.38,3.22181,1
5.21,298.511,34.3677,3084.12,3.22223,1
5.211,298.568,34.3663,2772.24,3.22265,1
5.212,298.626,34.3649,2505.79,3.22307,1
5.213,298.683,34.3634,2276.37,3.22349,1
5.214,298.74,34.362,2077.42,3.22391,1
5.215,298.797,34.3606,1903.78,3.22432,1
5.216,298.855,34.3592,1751.33,3.22474,1
5.217,298.912,34.3578,1616.77,3.22515,1
5.218,298.969,34.3564,1497.4,3.22557,1
5.219,299.027,34.355,1391.02,3.22598,1
5.22,299.084,34.3537,1295.82,3.22639,1
5.221,299.141,34.3523,1210.29,3.2268,1
5.222,299.199,34.3509,1133.15,3.22721,1
5.223,299.256,34.3496,1063.36,3.22762,1
5.224,299.313,34.3482,1000.01,3.22802,1
5.225,299.37,34.3469,942.324,3.22843,1
5.226,299.428,34.3455,889.658,3.22884,1
5.227,299.485,34.3442,841.446,3.22924,1
5.228,299.542,34.3428,797.2,3.22964,1
5.229,299.6,34.3415,756.5,3.23005,1
5.23,299.657,34.3402,718.976,3.23045,1
5.231,299.714,34.3389,684.31,3.23085,1
5.232,299.772,34.3376,652.218,3.23125,1
5.233,299.829,34.3363,622.455,3.23164,1
5.234,299.886,34.335,594.802,3.23204,1
5.235,299.943,34.3337,569.064,3.23244,1
5.236,300.001,34.3324,545.071,3.23283,1
5.237,300.058,34.3312,522.669,3.23323,1
5.238,300.115,34.3299,501.723,3.23362,1
5.239,300.173,34.3286,482.109,3.23401,1
5.24,300.23,34.3274,463.719,3.23441,1
5.241,300.287,34.3261,446.454,3.2348,1
5.242,300.344,34.3249,430.225,3.23519,1
5.243,300.402,34.3236,414.952,3.23557,1
5.244,300.459,34.3224,400.562,3.23596,1
5.245,300.516,34.3212,386.99,3.23635,1
5.246,300.574,34.3199,374.176,3.23673,1
5.247,300.631,34.3187,362.065,3.23712,1
5.248,300.688,34.3175,350.608,3.2375,1
5.249,300.746,34.3163,339.76,3.23789,1
5.25,300.803,34.3151,329.48,3.23827,1
5.251,300.86,34.3139,319.729,3.23865,1
5.252,300.917,34.3127,310.472,3.23903,1
5.253,300.975,34.3115,301.678,3.23941,1
5.254,301.032,34.3104,293.317,3.23979,1
5.255,301.089,34.3092,285.363,3.24017,1
5.256,301.147,34.308,277.79,3.24054,1
5.257,301.204,34.3069,270.574,3.24092,1
5.258,301.261,34.3057,263.696,3.24129,1
5.259,301.319,34.3045,257.135,3.24167,1
5.26,301.376,34.3034,250.872,3.24204,1
5.261,301.433,34.3022,244.891,3.24241,1
5.262,301.49,34.3011,239.176,3.24278,1
5.263,301.548,34.3,233.712,3.24315,1
5.264,301.605,34.2989,228.486,3.24352,1
5.265,301.662,34.2977,223.484,3.24389,1
5.266,301.72,34.2966,218.696,3.24426,1
5.267,301.777,34.2955,214.109,3.24463,1
5.268,301.834,34.2944,209.714,3.24499,1
5.269,301.891,34.2933,205.5,3.24536,1
5.27,301.949,34.2922,201.459,3.24572,1
5.271,302.006,34.2911,197.583,3.24609,1
5.272,302.063,34.29,193.862,3.24645,1
5.273,302.121,34.2889,190.291,3.24681,1
5.274,302.178,34.2878,186.861,3.24717,1
5.275,302.235,34.2868,183.566,3.24753,1
5.276,302.293,34.2857,180.401,3.24789,1
5.277,302.35,34.2846,177.358,3.24825,1
5.278,302.407,34.2836,174.433,3.24861,1
5.279,302.464,34.2825,171.62,3.24896,1
5.28,302.522,34.2815,168.916,3.24932,1
5.281,302.579,34.2804,166.313,3.24967,1
5.282,302.636,34.2794,163.81,3.25003,1
5.283,302.694,34.2784,161.401,3.25038,1
5.284,302.751,34.2773,159.083,3.25073,1
5.285,302.808,34.2763,156.851,3.25109,1
5.286,302.865,34.2753,154.704,3.25144,1
5.287,302.923,34.2743,152.636,3.25179,1
5.288,302.98,34.2732,150.645,3.25214,1
5.289,303.037,34.2722,148.729,3.25248,1
5.29,303.095,34.2712,146.884,3.25283,1
5.291,303.152,34.2702,145.108,3.25318,1
5.292,303.209,34.2692,143.397,3.25352,1
5.293,303.267,34.2682,141.751,3.25387,1
5.294,303.324,34.2672,140.166,3.25421,1
5.295,303.381,34.2663,138.641,3.25456,1
5.296,303.438,34.2653,137.173,3.2549,1
5.297,303.496,34.2643,135.76,3.25524,1
5.298,303.553,34.2633,134.401,3.25558,1
5.299,303.61,34.2624,133.094,3.25592,1
5.3,303.668,34.2614,131.837,3.25626,1
5.301,303.725,34.2604,130.629,3.2566,1
5.302,303.782,34.2595,129.468,3.25694,1
5.303,303.84,34.2585,128.353,3.25727,1
5.304,303.897,34.2576,127.281,3.25761,1
5.305,303.954,34.2567,126.253,3.25795,1
5.306,304.011,34.2557,125.267,3.25828,1
5.307,304.069,34.2548,124.321,3.25861,1
5.308,304.126,34.2539,123.415,3.25895,1
5.309,304.183,34.2529,122.547,3.25928,1
5.31,304.241,34.252,121.717,3.25961,1
5.311,304.298,34.2511,120.923,3.25994,1
5.312,304.355,34.2502,120.164,3.26027,1
5.313,304.412,34.2493,119.441,3.2606,1
5.314,304.47,34.2484,118.751,3.26093,1
5.315,304.527,34.2475,118.094,3.26126,1
5.316,304.584,34.2466,117.47,3.26158,1
5.317,304.642,34.2457,116.877,3.26191,1
5.318,304.699,34.2448,116.315,3.26223,1
5.319,304.756,34.2439,115.784,3.26256,1
5.32,304.814,34.243,115.282,3.26288,1
5.321,304.871,34.2421,114.809,3.26321,1
5.322,304.928,34.2412,114.365,3.26353,1
5.323,304.985,34.2404,113.949,3.26385,1
5.324,305.043,34.2395,113.561,3.26417,1
5.325,305.1,34.2386,113.2,3.26449,1
5.326,305.157,34.2378,112.865,3.26481,1
5.327,305.215,34.2369,112.557,3.26513,1
5.328,305.272,34.2361,112.275,3.26545,1
5.329,305.329,34.2352,112.019,3.26576,1
5.33,305.387,34.2344,111.788,3.26608,1
5.331,305.444,34.2335,111.581,3.2664,1
5.332,305.501,34.2327,111.4,3.26671,1
5.333,305.558,34.2318,111.243,3.26702,1
5.334,305.616,34.231,111.11,3.26734,1
5.335,305.673,34.2302,111.001,3.26765,1
5.336,305.73,34.2293,110.916,3.26796,1
5.337,305.788,34.2285,110.855,3.26827,1
5.338,305.845,34.2277,110.817,3.26858,1
5.339,305.902,34.2269,110.802,3.26889,1
5.34,305.959,34.2261,110.81,3.2692,1
5.341,306.017,34.2253,110.842,3.26951,1
5.342,306.074,34.2245,110.897,3.26982,1
5.343,306.131,34.2237,110.974,3.27013,1
5.344,306.189,34.2229,111.075,3.27043,1
5.345,306.246,34.2221,111.199,3.27074,1
5.346,306.303,34.2213,111.345,3.27104,1
5.347,306.361,34.2205,111.514,3.27135,1
5.348,306.418,34.2197,111.707,3.27165,1
5.349,306.475,34.2189,111.922,3.27195,1
5.35,306.532,34.2181,112.16,3.27226,1
5.351,306.59,34.2173,112.422,3.27256,1
5.352,306.647,34.2166,112.706,3.27286,1
5.353,306.704,34.2158,113.015,3.27316,1
5.354,306.762,34.215,113.346,3.27346,1
5.355,306.819,34.2143,113.702,3.27376,1
5.356,306.876,34.2135,114.081,3.27405,1
5.357,306.933,34.2127,114.484,3.27435,1
5.358,306.991,34.212,114.912,3.27465,1
5.359,307.048,34.2112,115.364,3.27494,1
5.36,307.105,34.2105,115.841,3.27524,1
5.361,307.163,34.2097,116.344,3.27553,1
5.362,307.22,34.209,116.871,3.27583,1
5.363,307.277,34.2082,117.424,3.27612,1
5.364,307.335,34.2075,118.004,3.27641,1
5.365,307.392,34.2068,118.61,3.2767,1
5.366,307.449,34.206,119.242,3.277,1
5.367,307.506,34.2053,119.902,3.27729,1
5.368,307.564,34.2046,120.59,3.27758,1
5.369,307.621,34.2039,121.306,3.27786,1
5.37,307.678,34.2031,122.051,3.27815,1
5.371,307.736,34.2024,122.825,3.27844,1
5.372,307.793,34.2017,123.629,3.27873,1
5.373,307.85,34.201,124.463,3.27902,1
5.374,307.908,34.2003,125.329,3.2793,1
5.375,307.965,34.1996,126.226,3.27959,1
5.376,308.022,34.1989,127.155,3.27987,1
5.377,308.079,34.1982,128.118,3.28015,1
5.378,308.137,34.1975,129.115,3.28044,1
5.379,308.194,34.1968,130.146,3.28072,1
5.38,308.251,34.1961,131.213,3.281,1
5.381,308.309,34.1954,132.316,3.28128,1
5.382,308.366,34.1947,133.457,3.28156,1
5.383,308.423,34.194,134.636,3.28184,1
5.384,308.48,34.1933,135.855,3.28212,1
5.385,308.538,34.1927,137.114,3.2824,1
5.386,308.595,34.192,138.414,3.28268,1
5.387,308.652,34.1913,139.758,3.28296,1
5.388,308.71,34.1906,141.145,3.28324,1
5.389,308.767,34.19,142.578,3.28351,1
5.39,308.824,34.1893,144.058,3.28379,1
5.391,308.882,34.1886,145.586,3.28406,1
5.392,308.939,34.188,147.164,3.28434,1
5.393,308.996,34.1873,148.793,3.28461,1
5.394,309.053,34.1866,150.475,3.28488,1
5.395,309.111,34.186,152.212,3.28516,1
5.396,309.168,34.1853,154.005,3.28543,1
5.397,309.225,34.1847,155.858,3.2857,1
5.398,309.283,34.184,157.77,3.28597,1
5.399,309.34,34.1834,159.746,3.28624,1
5.4,309.397,34.1828,161.787,3.28651,1
5.401,309.455,34.1821,163.895,3.28678,1
5.402,309.512,34.1815,166.073,3.28705,1
5.403,309.569,34.1808,168.324,3.28731,1
5.404,309.626,34.1802,170.651,3.28758,1
5.405,309.684,34.1796,173.056,3.28785,1
5.406,309.741,34.179,175.542,3.28811,1
5.407,309.798,34.1783,178.114,3.28838,1
5.408,309.856,34.1777,180.773,3.28864,1
5.409,309.913,34.1771,183.525,3.28891,1
5.41,309.97,34.1765,186.373,3.28917,1
5.411,310.027,34.1758,189.322,3.28943,1
5.412,310.085,34.1752,192.374,3.28969,1
5.413,310.142,34.1746,195.536,3.28996,1
5.414,310.199,34.174,198.812,3.29022,1
5.415,310.257,34.1734,202.207,3.29048,1
5.416,310.314,34.1728,205.727,3.29074,1
5.417,310.371,34.1722,209.378,3.291,1
5.418,310.429,34.1716,213.166,3.29126,1
5.419,310.486,34.171,217.098,3.29151,1
5.42,310.543,34.1704,221.181,3.29177,1
5.421,310.6,34.1698,225.422,3.29203,1
5.422,310.658,34.1692,229.83,3.29228,1
5.423,310.715,34.1686,234.412,3.29254,1
5.424,310.772,34.168,239.18,3.2928,1
5.425,310.83,34.1674,244.142,3.29305,1
5.426,310.887,34.1669,249.309,3.2933,1
5.427,310.944,34.1663,254.692,3.29356,1
5.428,311.001,34.1657,260.304,3.29381,1
5.429,311.059,34.1651,266.157,3.29406,1
5.43,311.116,34.1645,272.266,3.29431,1
5.431,311.173,34.164,278.646,3.29457,1
5.432,311.231,34.1634,285.314,3.29482,1
5.433,311.288,34.1628,292.287,3.29507,1
5.434,311.345,34.1623,299.583,3.29532,1
5.435,311.403,34.1617,307.224,3.29556,1
5.436,311.46,34.1611,315.233,3.29581,1
5.437,311.517,34.1606,323.632,3.29606,1
5.438,311.574,34.16,332.45,3.29631,1
5.439,311.632,34.1594,341.713,3.29655,1
5.44,311.689,34.1589,351.455,3.2968,1
5.441,311.746,34.1583,361.708,3.29705,1
5.442,311.804,34.1578,372.509,3.29729,1
5.443,311.861,34.1572,383.901,3.29754,1
5.444,311.918,34.1567,395.927,3.29778,1
5.445,311.976,34.1561,408.636,3.29802,1
5.446,312.033,34.1556,422.083,3.29827,1
5.447,312.09,34.155,436.328,3.29851,1
5.448,312.147,34.1545,451.435,3.29875,1
5.449,312.205,34.154,467.479,3.29899,1
5.45,312.262,34.1534,484.539,3.29923,1
5.451,312.319,34.1529,502.707,3.29947,1
5.452,312.377,34.1524,522.083,3.29971,1
5.453,312.434,34.1518,542.778,3.29995,1
5.454,312.491,34.1513,564.919,3.30019,1
5.455,312.548,34.1508,588.647,3.30043,1
5.456,312.606,34.1502,614.122,3.30066,1
5.457,312.663,34.1497,641.523,3.3009,1
5.458,312.72,34.1492,671.054,3.30114,1
5.459,312.778,34.1487,702.949,3.30137,1
5.46,312.835,34.1481,737.471,3.30161,1
5.461,312.892,34.1476,774.924,3.30184,1
5.462,312.95,34.1471,815.659,3.30208,1
5.463,313.007,34.1466,860.078,3.30231,1
5.464,313.064,34.1461,908.649,3.30254,1
5.465,313.121,34.1456,961.918,3.30278,1
5.466,313.179,34.1451,1020.52,3.30301,1
5.467,313.236,34.1446,1085.21,3.30324,1
5.468,313.293,34.144,1156.88,3.30347,1
5.469,313.351,34.1435,1236.59,3.3037,1
5.47,313.408,34.143,1325.59,3.30393,1
5.471,313.465,34.1425,1425.44,3.30416,1
5.472,313.523,34.142,1537.97,3.30439,1
5.473,313.58,34.1415,1665.48,3.30462,1
5.474,313.637,34.141,1810.79,3.30485,1
5.475,313.694,34.1405,1977.39,3.30507,1
5.476,313.752,34.14,2169.73,3.3053,1
5.477,313.809,34.1396,2393.45,3.30553,1
5.478,313.866,34.1391,2655.82,3.30575,1
5.479,313.924,34.1386,2966.4,3.30598,1
5.48,313.981,34.1381,3337.85,3.3062,1
5.481,314.038,34.1376,3787.31,3.30643,1
5.482,314.095,34.1371,4338.41,3.30665,1
5.483,314.153,34.1366,5024.45,3.30688,1
5.484,314.21,34.1362,5893.63,3.3071,1
5.485,314.267,34.1357,7017.74,3.30732,1
5.486,314.325,34.1352,8507.57,3.30754,1
5.487,314.382,34.1347,10541.4,3.30776,1
5.488,314.439,34.1342,13421,3.30798,1
5.489,314.497,34.1338,17690.8,3.30821,1
5.49,314.554,34.1333,24415.8,3.30843,1
5.491,314.611,34.1328,35917.2,3.30864,1
5.492,314.668,34.1324,58083.2,3.30886,1
5.493,314.726,34.1319,109735,3.30908,1
5.494,314.783,34.1314,281248,3.3093,1
5.495,314.84,34.131,1.77E+06,3.30952,1
5.496,314.898,34.1305,6.75E+06,3.30973,1
5.497,314.955,34.13,432594,3.30995,1
5.498,315.012,34.1296,141905,3.31017,1
5.499,315.069,34.1291,69753,3.31038,1
5.5,315.127,34.1286,41408.1,3.3106,1
5.501,315.184,34.1282,27438.6,3.31081,1
5.502,315.241,34.1277,19544.6,3.31103,1
5.503,315.299,34.1273,14654.6,3.31124,1
5.504,315.356,34.1268,11418.7,3.31145,1
5.505,315.413,34.1264,9168.09,3.31167,1
5.506,315.471,34.1259,7540.94,3.31188,1
5.507,315.528,34.1255,6327.44,3.31209,1
5.508,315.585,34.125,5399.22,3.3123,1
5.509,315.642,34.1246,4674.17,3.31251,1
5.51,315.7,34.1241,4097.76,3.31272,1
5.511,315.757,34.1237,3632.65,3.31293,1
5.512,315.814,34.1232,3252.59,3.31314,1
5.513,315.872,34.1228,2938.67,3.31335,1
5.514,315.929,34.1224,2677.01,3.31356,1
5.515,315.986,34.1219,2457.23,3.31377,1
5.516,316.044,34.1215,2271.46,3.31397,1
5.517,316.101,34.121,2113.63,3.31418,1
5.518,316.158,34.1206,1979.03,3.31439,1
5.519,316.215,34.1202,1863.92,3.31459,1
5.52,316.273,34.1197,1765.37,3.3148,1
5.521,316.33,34.1193,1681,3.315,1
5.522,316.387,34.1189,1608.91,3.31521,1
5.523,316.445,34.1184,1547.56,3.31541,1
5.524,316.502,34.118,1495.68,3.31562,1
5.525,316.559,34.1176,1452.25,3.31582,1
5.526,316.616,34.1172,1416.45,3.31602,1
5.527,316.674,34.1167,1387.61,3.31622,1
5.528,316.731,34.1163,1365.18,3.31643,1
5.529,316.788,34.1159,1348.73,3.31663,1
5.53,316.846,34.1155,1337.95,3.31683,1
5.531,316.903,34.115,1332.59,3.31703,1
5.532,316.96,34.1146,1332.49,3.31723,1
5.533,317.018,34.1142,1337.57,3.31743,1
5.534,317.075,34.1138,1347.8,3.31763,1
5.535,317.132,34.1134,1363.24,3.31783,1
5.536,317.189,34.113,1384,3.31803,1
5.537,317.247,34.1125,1410.29,3.31822,1
5.538,317.304,34.1121,1442.36,3.31842,1
5.539,317.361,34.1117,1480.57,3.31862,1
5.54,317.419,34.1113,1525.34,3.31881,1
5.541,317.476,34.1109,1577.24,3.31901,1
5.542,317.533,34.1105,1636.91,3.31921,1
5.543,317.591,34.1101,1705.16,3.3194,1
5.544,317.648,34.1097,1782.95,3.3196,1
5.545,317.705,34.1093,1871.45,3.31979,1
5.546,317.762,34.1089,1972.04,3.31998,1
5.547,317.82,34.1085,2086.41,3.32018,1
5.548,317.877,34.1081,2216.6,3.32037,1
5.549,317.934,34.1077,2365.09,3.32056,1
5.55,317.992,34.1073,2534.92,3.32076,1
5.551,318.049,34.1069,2729.85,3.32095,1
5.552,318.106,34.1065,2954.53,3.32114,1
5.553,318.163,34.1061,3214.79,3.32133,1
5.554,318.221,34.1057,3518.03,3.32152,1
5.555,318.278,34.1053,3873.73,3.32171,1
5.556,318.335,34.1049,4294.16,3.3219,1
5.557,318.393,34.1045,4795.48,3.32209,1
5.558,318.45,34.1041,5399.27,3.32228,1
5.559,318.507,34.1037,6134.86,3.32247,1
5.56,318.565,34.1033,7042.97,3.32265,1
5.561,318.622,34.1029,8181.42,3.32284,1
5.562,318.679,34.1025,9634.49,3.32303,1
5.563,318.736,34.1021,11529,3.32321,1
5.564,318.794,34.1017,14062.9,3.3234,1
5.565,318.851,34.1014,17558.9,3.32359,1
5.566,318.908,34.101,22572.8,3.32377,1
5.567,318.966,34.1006,30128.7,3.32396,1
5.568,319.023,34.1002,42286.6,3.32414,1
5.569,319.08,34.0998,63711.9,3.32433,1
5.57,319.137,34.0994,106925,3.32451,1
5.571,319.195,34.099,215824,3.32469,1
5.572,319.252,34.0987,644808,3.32487,1
5.573,319.309,34.0983,8.81E+06,3.32506,1
5.574,319.367,34.0979,3.05E+06,3.32524,1
5.575,319.424,34.0975,455222,3.32542,1
5.576,319.481,34.0972,174750,3.3256,1
5.577,319.539,34.0968,91707.2,3.32578,1
5.578,319.596,34.0964,56370.2,3.32596,1
5.579,319.653,34.096,38131,3.32614,1
5.58,319.71,34.0956,27506.1,3.32632,1
5.581,319.768,34.0953,20779.7,3.3265,1
5.582,319.825,34.0949,16254.2,3.32668,1
5.583,319.882,34.0945,13064.5,3.32686,1
5.584,319.94,34.0942,10732.4,3.32704,1
5.585,319.997,34.0938,8975.79,3.32721,1
5.586,320.054,34.0934,7619.81,3.32739,1
5.587,320.112,34.0931,6551.25,3.32757,1
5.588,320.169,34.0927,5694.24,3.32774,1
5.589,320.226,34.0923,4996.39,3.32792,1
5.59,320.283,34.092,4420.56,3.3281,1
5.591,320.341,34.0916,3939.86,3.32827,1
5.592,320.398,34.0912,3534.41,3.32845,1
5.593,320.455,34.0909,3189.27,3.32862,1
5.594,320.513,34.0905,2893.02,3.32879,1
5.595,320.57,34.0901,2636.85,3.32897,1
5.596,320.627,34.0898,2413.8,3.32914,1
5.597,320.684,34.0894,2218.41,3.32931,1
5.598,320.742,34.089,2046.27,3.32949,1
5.599,320.799,34.0887,1893.82,3.32966,1
5.6,320.856,34.0883,1758.16,3.32983,1
5.601,320.914,34.088,1636.91,3.33,1
5.602,320.971,34.0876,1528.09,3.33017,1
5.603,321.028,34.0872,1430.05,3.33034,1
5.604,321.086,34.0869,1341.4,3.33051,1
5.605,321.143,34.0865,1260.98,3.33068,1
5.606,321.2,34.0862,1187.8,3.33085,1
5.607,321.257,34.0858,1121.01,3.33102,1
5.608,321.315,34.0855,1059.88,3.33119,1
5.609,321.372,34.0851,1003.79,3.33136,1
5.61,321.429,34.0848,952.193,3.33152,1
5.611,321.487,34.0844,904.623,3.33169,1
5.612,321.544,34.0841,860.667,3.33186,1
5.613,321.601,34.0837,819.967,3.33202,1
5.614,321.659,34.0834,782.208,3.33219,1
5.615,321.716,34.083,747.109,3.33236,1
5.616,321.773,34.0827,714.427,3.33252,1
5.617,321.83,34.0823,683.942,3.33269,1
5.618,321.888,34.082,655.461,3.33285,1
5.619,321.945,34.0816,628.81,3.33302,1
5.62,322.002,34.0813,603.835,3.33318,1
5.621,322.06,34.0809,580.398,3.33334,1
5.622,322.117,34.0806,558.374,3.33351,1
5.623,322.174,34.0802,537.65,3.33367,1
5.624,322.231,34.0799,518.126,3.33383,1
5.625,322.289,34.0795,499.711,3.33399,1
5.626,322.346,34.0792,482.32,3.33415,1
5.627,322.403,34.0789,465.88,3.33432,1
5.628,322.461,34.0785,450.321,3.33448,1
5.629,322.518,34.0782,435.582,3.33464,1
5.63,322.575,34.0778,421.605,3.3348,1
5.631,322.633,34.0775,408.338,3.33496,1
5.632,322.69,34.0772,395.734,3.33512,1
5.633,322.747,34.0768,383.75,3.33528,1
5.634,322.804,34.0765,372.344,3.33543,1
5.635,322.862,34.0761,361.48,3.33559,1
5.636,322.919,34.0758,351.125,3.33575,1
5.637,322.976,34.0755,341.246,3.33591,1
5.638,323.034,34.0751,331.815,3.33607,1
5.639,323.091,34.0748,322.805,3.33622,1
5.64,323.148,34.0745,314.191,3.33638,1
5.641,323.205,34.0741,305.95,3.33654,1
5.642,323.263,34.0738,298.062,3.33669,1
5.643,323.32,34.0734,290.505,3.33685,1
5.644,323.377,34.0731,283.263,3.337,1
5.645,323.435,34.0728,276.317,3.33716,1
5.646,323.492,34.0724,269.651,3.33731,1
5.647,323.549,34.0721,263.252,3.33746,1
5.648,323.607,34.0718,257.104,3.33762,1
5.649,323.664,34.0714,251.195,3.33777,1
5.65,323.721,34.0711,245.512,3.33792,1
5.651,323.778,34.0708,240.045,3.33808,1
5.652,323.836,34.0705,234.783,3.33823,1
5.653,323.893,34.0701,229.715,3.33838,1
5.654,323.95,34.0698,224.832,3.33853,1
5.655,324.008,34.0695,220.125,3.33868,1
5.656,324.065,34.0691,215.587,3.33883,1
5.657,324.122,34.0688,211.208,3.33898,1
5.658,324.18,34.0685,206.983,3.33913,1
5.659,324.237,34.0682,202.903,3.33928,1
5.66,324.294,34.0678,198.963,3.33943,1
5.661,324.351,34.0675,195.156,3.33958,1
5.662,324.409,34.0672,191.476,3.33973,1
5.663,324.466,34.0668,187.918,3.33988,1
5.664,324.523,34.0665,184.477,3.34003,1
5.665,324.581,34.0662,181.148,3.34018,1
5.666,324.638,34.0659,177.925,3.34032,1
5.667,324.695,34.0655,174.806,3.34047,1
5.668,324.752,34.0652,171.784,3.34062,1
5.669,324.81,34.0649,168.858,3.34076,1
5.67,324.867,34.0646,166.022,3.34091,1
5.671,324.924,34.0643,163.273,3.34105,1
5.672,324.982,34.0639,160.608,3.3412,1
5.673,325.039,34.0636,158.024,3.34134,1
5.674,325.096,34.0633,155.517,3.34149,1
5.675,325.154,34.063,153.084,3.34163,1
5.676,325.211,34.0626,150.724,3.34178,1
5.677,325.268,34.0623,148.432,3.34192,1
5.678,325.325,34.062,146.207,3.34206,1
5.679,325.383,34.0617,144.047,3.34221,1
5.68,325.44,34.0614,141.948,3.34235,1
5.681,325.497,34.061,139.909,3.34249,1
5.682,325.555,34.0607,137.928,3.34263,1
5.683,325.612,34.0604,136.002,3.34277,1
5.684,325.669,34.0601,134.131,3.34292,1
5.685,325.727,34.0598,132.311,3.34306,1
5.686,325.784,34.0594,130.541,3.3432,1
5.687,325.841,34.0591,128.82,3.34334,1
5.688,325.898,34.0588,127.146,3.34348,1
5.689,325.956,34.0585,125.518,3.34362,1
5.69,326.013,34.0582,123.933,3.34376,1
5.691,326.07,34.0579,122.391,3.34389,1
5.692,326.128,34.0575,120.891,3.34403,1
5.693,326.185,34.0572,119.43,3.34417,1
5.694,326.242,34.0569,118.008,3.34431,1
5.695,326.299,34.0566,116.624,3.34445,1
5.696,326.357,34.0563,115.276,3.34458,1
5.697,326.414,34.056,113.964,3.34472,1
5.698,326.471,34.0556,112.686,3.34486,1
5.699,326.529,34.0553,111.442,3.34499,1
5.7,326.586,34.055,110.23,3.34513,1
5.701,326.643,34.0547,109.049,3.34526,1
5.702,326.701,34.0544,107.899,3.3454,1
5.703,326.758,34.0541,106.779,3.34553,1
5.704,326.815,34.0538,105.688,3.34567,1
5.705,326.872,34.0534,104.625,3.3458,1
5.706,326.93,34.0531,103.59,3.34594,1
5.707,326.987,34.0528,102.581,3.34607,1
5.708,327.044,34.0525,101.598,3.3462,1
5.709,327.102,34.0522,100.641,3.34634,1
