Planarity
0, 9.68331e-18, 1.19028e-16, 1.10615e-16, 3.84793e-16, 9.51768e-17, 2.1513e-15, 9.7232e-18, 2.80811e-16, 1.18649e-16, 8.79963e-16, 5.00203e-17, 9.89894e-16, 3.02452e-17, 3.55169e-16, 2.53213e-17, 1.08246e-13, 7.10619e-17, 4.0088e-15, 6.8564e-17, 4.23422e-16, 1.01516e-17, 5.78014e-16, 2.02759e-17, 3.57326e-17, 1.51798e-17, 9.06492e-17, 2.01991e-17, 0, 5.03917e-17, 2.45882e-16, 6.03389e-17, 3.15746e-16, 3.85661e-18, 5.60255e-16, 2.58652e-17, 4.8656e-16, 2.17679e-17, 0, 0, 
Developability
