Planarity
6.99521e-18, 4.32557e-18, 8.58236e-18, 5.72005e-18, 0, 2.2963e-17, 4.03352e-17, 5.79003e-18, 4.07622e-17, 1.9045e-17, 2.3778e-17, 2.07747e-17, 5.96799e-18, 5.99098e-18, 2.99951e-18, 0, 5.94318e-18, 1.08191e-16, 3.01493e-17, 0, 
Developability
