Planarity
3.36898e-16, 4.26426e-17, 6.64398e-19, 7.89828e-19, 7.83524e-17, 3.15019e-17, 1.27443e-16, 6.28918e-17, 2.87785e-17, 0, 1.6237e-16, 1.13008e-16, 2.0129e-16, 5.02115e-17, 0, 3.13828e-18, 1.85572e-18, 4.70897e-18, 1.61694e-16, 6.28285e-17, 1.3156e-17, 0, 1.01379e-16, 5.04002e-17, 1.129e-17, 0, 0, 0, 5.16085e-17, 5.08681e-17, 9.72351e-17, 7.66417e-17, 3.67225e-17, 2.56622e-17, 1.68386e-16, 4.82945e-18, 1.23123e-17, 3.87109e-17, 1.19887e-16, 6.44886e-17, 8.99159e-17, 2.57208e-17, 2.49451e-17, 2.55997e-17, 2.24578e-17, 3.81854e-17, 2.2036e-17, 2.53153e-17, 0, 0, 
Developability
