Planarity
8.59537e-17, 2.08074e-16, 9.80201e-17, 3.92284e-16, 1.4943e-16, 3.58039e-17, 5.14144e-17, 1.5575e-16, 2.027e-15, 2.17411e-16, 2.64445e-15, 3.83399e-17, 4.44071e-15, 1.5326e-16, 9.98163e-16, 1.13944e-16, 5.83295e-16, 8.05104e-17, 3.77408e-16, 4.03002e-17, 1.71839e-16, 2.15209e-16, 3.44613e-16, 2.42464e-16, 4.14926e-16, 2.69859e-17, 0, 2.4335e-16, 1.74242e-16, 1.76157e-16, 2.44973e-16, 6.79366e-17, 2.10896e-16, 9.54194e-17, 3.4784e-15, 1.36846e-17, 1.09551e-16, 2.20433e-16, 6.75793e-16, 2.4627e-16, 2.44911e-13, 9.39279e-17, 2.94211e-13, 6.67407e-17, 3.60003e-13, 5.31796e-17, 4.501e-13, 3.97606e-17, 1.35751e-12, 5.94507e-17, 
Developability
