Planarity
0.459609, 0.0350154, 0, 0.0171081, 1.68794e-17, 0.0224157, 0.180091, 0.0332837, 0.376401, 0.0146937, 4.41863e-18, 0.000552573, 0.387532, 0.0140741, 0.188412, 0.0564426, 3.32954e-17, 0.0133361, 1.86064e-17, 0.00994499, 2.6329e-17, 0.00738641, 1.12094e-16, 0.028056, 1.42745e-16, 0.0507798, 1.37399e-17, 0.0422074, 1.92668e-17, 0.0255566, 4.17571e-18, 0.0103103, 1.00809e-17, 0.0287046, 0.288606, 0.098562, 0.149304, 0.0257105, 0.212835, 0.0247169, 0.245899, 0.0365806, 4.88193e-18, 0.0475878, 1.24807e-17, 0.00642276, 1.62356e-18, 0.0297334, 0.0644304, 0.0460094, 
Developability
