Planarity
0, 4.90426e-18, 3.36213e-16, 5.41603e-19, 1.36933e-15, 0, 3.06062e-15, 6.28044e-17, 1.34632e-15, 6.0631e-17, 4.41702e-15, 8.66067e-18, 1.58452e-15, 1.29899e-17, 9.57699e-15, 4.28972e-18, 1.72536e-15, 4.32942e-18, 1.76961e-14, 4.32923e-18, 3.95466e-12, 0, 1.60301e-14, 0, 2.16493e-15, 2.38089e-17, 3.53171e-15, 6.43334e-18, 1.93591e-15, 7.03434e-18, 1.38641e-14, 2.70551e-19, 7.60607e-16, 0, 8.07511e-15, 2.16444e-18, 1.57109e-15, 3.03027e-17, 5.17102e-15, 4.32904e-18, 1.60169e-15, 2.14461e-17, 7.35951e-15, 4.32933e-18, 6.95966e-16, 1.73182e-17, 8.04292e-16, 8.65965e-18, 6.92422e-16, 1.73207e-17, 2.1432e-15, 4.33061e-18, 2.20503e-16, 6.49676e-18, 6.22541e-17, 0, 0, 0, 
Developability
