Planarity
0, 6.99239e-17, 1.25179e-15, 7.05282e-18, 1.62167e-15, 0, 3.11026e-15, 3.52483e-18, 3.09802e-14, 2.11456e-17, 8.43454e-13, 8.80961e-18, 1.26102e-13, 5.5055e-20, 7.51502e-14, 1.76164e-18, 1.64157e-12, 3.52313e-18, 9.89103e-14, 3.54534e-18, 6.34978e-14, 7.75063e-17, 8.9124e-14, 7.04611e-17, 1.47694e-12, 7.04633e-18, 4.12045e-14, 0, 2.78746e-14, 1.40944e-17, 4.26232e-15, 7.04789e-18, 5.11941e-15, 7.04879e-18, 7.85852e-16, 7.04995e-18, 5.52356e-16, 1.77399e-18, 0, 0, 
Developability
