Planarity
0, 1.98582e-16, 2.02832e-16, 0, 5.6967e-17, 2.20268e-17, 7.82691e-17, 1.47073e-18, 5.77012e-17, 8.86834e-17, 9.38613e-17, 0, 2.66297e-17, 1.04111e-17, 4.93955e-17, 0, 6.16134e-17, 0, 1.78582e-16, 7.8193e-18, 0, 6.26098e-18, 1.82798e-16, 0, 0, 1.21847e-17, 0.00683809, 5.94983e-17, 6.10185e-17, 0, 7.73862e-06, 3.6276e-17, 1.13128e-17, 0, 2.2925e-16, 6.11563e-18, 4.5025e-17, 3.10222e-18, 0, 8.97165e-19, 
Developability
