Planarity
0, 1.41354e-16, 0, 1.17989e-17, 0, 3.5384e-17, 0, 1.84253e-19, 0, 5.0112e-17, 8.56426e-18, 1.17911e-17, 1.85405e-17, 2.35847e-17, 2.06866e-17, 5.89769e-17, 1.17095e-17, 7.08062e-17, 0, 5.94227e-18, 3.7092e-18, 0, 0, 1.18462e-17, 2.2028e-17, 7.12268e-17, 9.33576e-17, 1.07058e-16, 5.9295e-17, 0, 2.76777e-17, 4.76565e-17, 3.60804e-17, 2.38004e-17, 1.92437e-18, 5.93677e-18, 5.07367e-18, 2.97862e-18, 0, 0, 
Developability
