Planarity
0, 1.43672e-16, 3.63697e-16, 1.91521e-16, 9.60926e-16, 2.45129e-16, 1.20284e-16, 6.3704e-17, 1.80593e-15, 2.96222e-17, 6.51223e-15, 1.8427e-16, 5.44853e-15, 1.35206e-16, 4.62515e-15, 7.37948e-17, 4.29229e-15, 1.60003e-16, 3.1608e-15, 3.71851e-17, 2.98202e-15, 2.46592e-17, 2.01688e-15, 7.40593e-17, 1.78617e-15, 1.23592e-17, 3.66136e-14, 1.11403e-16, 2.15397e-15, 7.16516e-17, 2.65059e-15, 1.19436e-16, 1.87474e-11, 3.00857e-17, 1.83063e-12, 6.00456e-18, 5.88717e-11, 2.71445e-17, 0, 1.53231e-17, 
Developability
