Planarity
0, 1.41354e-16, 2.39276e-16, 1.17989e-17, 1.36354e-16, 3.5384e-17, 3.05344e-17, 1.84253e-19, 0.000150234, 5.0112e-17, 1.84504e-16, 1.17911e-17, 2.55026e-16, 2.35847e-17, 3.38686e-17, 5.89769e-17, 6.04003e-17, 7.08062e-17, 2.1212e-16, 5.94227e-18, 1.53727e-16, 0, 0, 1.18462e-17, 5.47166e-17, 7.12268e-17, 0.00601987, 1.07058e-16, 2.05616e-17, 0, 4.05198e-05, 4.76565e-17, 2.78501e-17, 2.38004e-17, 2.88176e-17, 5.93677e-18, 1.05855e-16, 2.97862e-18, 0, 0, 
Developability
