Planarity
9.68798e-18, 0, 1.59659e-17, 1.25052e-17, 4.3695e-17, 5.07128e-17, 3.97755e-17, 5.06802e-17, 5.73668e-17, 3.16576e-17, 2.27282e-18, 5.06278e-17, 5.35341e-17, 3.16291e-17, 1.84966e-16, 3.77391e-17, 1.28959e-16, 8.49058e-17, 2.10808e-16, 3.16424e-17, 9.77335e-17, 1.57207e-17, 5.05409e-17, 1.87781e-17, 6.4383e-17, 5.63441e-17, 0, 3.13082e-17, 0, 4.99303e-17, 8.21859e-18, 5.61955e-17, 2.26303e-17, 1.25956e-17, 7.42853e-18, 9.45451e-18, 1.71736e-17, 2.53965e-17, 1.66034e-17, 1.76339e-17, 
Developability
