Planarity
0, 0.00363623, 0.130474, 0.00368744, 0.189559, 0.0300686, 0, 0.00773704, 4.2881e-18, 0.00532593, 7.09067e-19, 0.0173729, 0.0937263, 0.00414961, 0.272209, 0.00934077, 3.26797e-18, 0.00122507, 6.12046e-18, 0.00270477, 0.268393, 0.0134958, 0.197611, 0.00209909, 0, 0.00296545, 0.200962, 0.000339623, 0.167952, 0.00222188, 0.212298, 0.00223046, 0.141075, 0.0298824, 2.57088e-18, 0.0117876, 5.17114e-19, 0.00443958, 0.350957, 0.0195112, 
Developability
