Planarity
0, 0, 6.39382e-11, 1.25052e-17, 8.65724e-17, 5.07128e-17, 2.11257e-16, 5.06802e-17, 2.68195e-16, 3.16576e-17, 3.06558e-16, 5.06278e-17, 1.09173e-15, 3.16291e-17, 5.34544e-13, 3.77391e-17, 5.60618e-13, 8.49058e-17, 5.84559e-13, 3.16424e-17, 1.67333e-12, 1.57207e-17, 4.0199e-17, 1.87781e-17, 1.91692e-16, 5.63441e-17, 2.22325e-16, 3.13082e-17, 1.49827e-16, 4.99303e-17, 4.00452e-16, 5.61955e-17, 1.12818e-13, 1.25956e-17, 9.08167e-14, 9.45451e-18, 6.70865e-14, 2.53965e-17, 0, 1.76339e-17, 
Developability
