Planarity
0, 4.90426e-18, 6.8479e-17, 5.41603e-19, 2.03041e-16, 0, 0, 6.28044e-17, 8.5562e-17, 6.0631e-17, 6.80435e-17, 8.66067e-18, 3.63945e-17, 1.29899e-17, 0, 4.28972e-18, 1.17144e-17, 4.32942e-18, 7.24929e-17, 4.32923e-18, 1.32647e-16, 0, 0.00433898, 0, 1.80085e-17, 2.38089e-17, 1.48792e-16, 6.43334e-18, 1.45655e-16, 7.03434e-18, 1.70102e-16, 2.70551e-19, 0.000411893, 0, 2.24983e-17, 2.16444e-18, 4.46727e-17, 3.03027e-17, 0, 4.32904e-18, 0.000432382, 2.14461e-17, 0, 4.32933e-18, 1.33484e-16, 1.73182e-17, 3.97895e-17, 8.65965e-18, 2.49132e-16, 1.73207e-17, 1.21034e-16, 4.33061e-18, 5.92186e-17, 6.49676e-18, 1.17261e-16, 0, 0, 0, 
Developability
