Planarity
0, 2.16601e-18, 0, 4.10033e-19, 6.70432e-17, 4.09939e-19, 6.61368e-17, 8.12884e-17, 4.86136e-17, 6.28961e-17, 9.86358e-17, 4.49208e-17, 7.44149e-17, 5.38995e-17, 8.03336e-17, 0, 4.32507e-17, 4.4908e-18, 2.65138e-16, 4.49044e-18, 5.72047e-16, 8.53119e-17, 0, 5.38774e-17, 3.24862e-13, 1.0864e-16, 3.48121e-13, 5.54489e-17, 3.56616e-13, 3.01772e-17, 3.58643e-13, 3.0177e-17, 1.21344e-12, 1.04247e-17, 1.03208e-16, 1.30995e-17, 1.70706e-16, 0, 1.40092e-16, 2.62017e-17, 1.31052e-16, 8.65377e-18, 7.18445e-14, 1.5798e-17, 7.79969e-15, 2.93424e-17, 1.00686e-13, 9.02961e-18, 1.37962e-13, 4.51547e-17, 2.00014e-13, 3.16136e-17, 3.15553e-13, 2.71026e-17, 5.6721e-13, 2.25905e-17, 0, 2.35175e-17, 
Developability
