Planarity
0, 1.23364e-19, 1.42808e-16, 9.20216e-18, 4.62224e-17, 9.60281e-18, 2.18857e-16, 1.02782e-17, 1.11464e-06, 1.00486e-17, 1.29558e-16, 0, 1.05517e-16, 0, 5.23035e-17, 0, 5.86529e-17, 0, 6.75206e-17, 0, 0, 0, 3.62465e-17, 0, 0.000282344, 1.89997e-17, 1.0913e-17, 0, 1.62192e-05, 4.08256e-17, 6.75604e-17, 0, 5.43296e-05, 1.02244e-17, 3.76866e-17, 0, 3.68689e-17, 0, 0.0113101, 5.46464e-17, 
Developability
