Planarity
7.78702e-17, 9.73141e-17, 6.2879e-17, 9.52417e-17, 6.95647e-17, 0, 1.89436e-18, 1.20279e-17, 7.3281e-18, 0, 8.31876e-17, 7.17251e-17, 6.48359e-17, 1.18794e-17, 7.60927e-19, 0, 7.3018e-17, 0, 6.00254e-17, 8.2332e-17, 8.05959e-17, 6.99228e-17, 6.82009e-17, 0, 3.64461e-17, 4.64391e-17, 1.37192e-17, 8.69949e-18, 3.35931e-17, 2.31899e-17, 4.87618e-17, 4.63852e-17, 1.82233e-17, 5.80191e-17, 9.39395e-17, 3.48572e-17, 1.43855e-17, 1.17163e-17, 5.03474e-33, 5.07212e-33, 
Developability
