Planarity
1.96964e-11, 3.25923e-17, 1.33564e-11, 4.7743e-17, 2.78718e-12, 1.44544e-16, 2.83226e-12, 1.32837e-16, 2.70317e-16, 1.25316e-16, 1.34377e-16, 1.99327e-16, 0, 0, 6.6418e-17, 2.59323e-16, 1.98118e-16, 3.93841e-16, 3.30437e-16, 7.40847e-17, 1.95914e-16, 2.93846e-16, 6.49516e-17, 7.33097e-17, 3.23076e-16, 6.09823e-17, 6.58481e-17, 1.21775e-17, 1.54317e-16, 5.84724e-17, 1.32815e-15, 3.50889e-17, 1.22624e-14, 7.34443e-17, 9.5358e-15, 2.45444e-17, 7.87411e-15, 3.716e-17, 3.52021e-14, 1.2066e-17, 
Developability
