a, Eruling,,a, Eruling
3.879,302.908,,,
3.88,302.812,,,
3.881,302.716,,,
3.882,302.62,,,
3.883,302.523,,,
3.884,302.426,,,
3.885,302.329,,,
3.886,302.232,,,
3.887,302.134,,,
3.888,302.036,,,
3.889,301.938,,,
3.89,301.839,,,
3.891,301.74,,,
3.892,301.641,,,
3.893,301.541,,,
3.894,301.442,,,
3.895,301.342,,,
3.896,301.241,,,
3.897,301.14,,,
3.898,301.039,,,
3.899,300.938,,,
3.9,300.837,,,
3.901,300.735,,,
3.902,300.632,,,
3.903,300.53,,,
3.904,300.427,,,
3.905,300.324,,,
3.906,300.221,,,
3.907,300.117,,,
3.908,300.013,,,
3.909,299.908,,,
3.91,299.804,,,
3.911,299.699,,,
3.912,299.593,,,
3.913,299.488,,,
3.914,299.382,,,
3.915,299.275,,,
3.916,299.169,,,
3.917,299.062,,,
3.918,298.955,,,
3.919,298.847,,,
3.92,298.739,,,
3.921,298.631,,,
3.922,298.522,,,
3.923,298.414,,,
3.924,298.304,,,
3.925,298.195,,,
3.926,298.085,,,
3.927,297.975,,,
3.928,297.864,,,
3.929,297.753,,,
3.93,297.642,,,
3.931,297.53,,,
3.932,297.419,,,
3.933,297.306,,,
3.934,297.194,,,
3.935,297.081,,,
3.936,296.968,,,
3.937,296.854,,,
3.938,296.74,,,
3.939,296.626,,,
3.94,296.511,,,
3.941,296.396,,,
3.942,296.281,,,
3.943,296.165,,,
3.944,296.049,,,
3.945,295.932,,,
3.946,295.815,,,
3.947,295.698,,,
3.948,295.581,,,
3.949,295.463,,,
3.95,295.345,,,
3.951,295.226,,,
3.952,295.107,,,
3.953,294.988,,,
3.954,294.868,,,
3.955,294.748,,,
3.956,294.627,,,
3.957,294.507,,,
3.958,294.385,,,
3.959,294.264,,,
3.96,294.142,,,
3.961,294.019,,,
3.962,293.897,,,
3.963,293.773,,,
3.964,293.65,,,
3.965,293.526,,,
3.966,293.402,,,
3.967,293.277,,,
3.968,293.152,,,
3.969,293.026,,,
3.97,292.901,,,
3.971,292.774,,,
3.972,292.648,,,
3.973,292.521,,,
3.974,292.393,,,
3.975,292.265,,,
3.976,292.137,,,
3.977,292.008,,,
3.978,291.879,,,
3.979,291.75,,,
3.98,291.62,,,
3.981,291.49,,,
3.982,291.359,,,
3.983,291.228,,,
3.984,291.096,,,
3.985,290.964,,,
3.986,290.832,,,
3.987,290.699,,,
3.988,290.566,,,
3.989,290.432,,,
3.99,290.298,,,
3.991,290.163,,,
3.992,290.028,,,
3.993,289.893,,,
3.994,289.757,,,
3.995,289.621,,,
3.996,289.484,,,
3.997,289.347,,,
3.998,289.209,,,
3.999,289.071,,,
4,288.933,,,
4.001,288.794,,,
4.002,288.654,,,
4.003,288.515,,,
4.004,288.374,,,
4.005,288.234,,,
4.006,288.092,,,
4.007,287.951,,,
4.008,287.808,,,
4.009,287.666,,,
4.01,287.523,,,
4.011,287.379,,,
4.012,287.235,,,
4.013,287.091,,,
4.014,286.946,,,
4.015,286.8,,,
4.016,286.654,,,
4.017,286.508,,,
4.018,286.361,,,
4.019,286.214,,,
4.02,286.066,,,
4.021,285.917,,,
4.022,285.769,,,
4.023,285.619,,,
4.024,285.469,,,
4.025,285.319,,,
4.026,285.168,,,
4.027,285.017,,,
4.028,284.865,,,
4.029,284.713,,,
4.03,284.56,,,
4.031,284.406,,,
4.032,284.252,,,
4.033,284.098,,,
4.034,283.943,,,
4.035,283.788,,,
4.036,283.632,,,
4.037,283.475,,,
4.038,283.318,,,
4.039,283.161,,,
4.04,283.002,,,
4.041,282.844,,,
4.042,282.685,,,
4.043,282.525,,,
4.044,282.365,,,
4.045,282.204,,,
4.046,282.042,,,
4.047,281.88,,,
4.048,281.718,,,
4.049,281.555,,,
4.05,281.391,,,
4.051,281.227,,,
4.052,281.062,,,
4.053,280.897,,,
4.054,280.731,,,
4.055,280.565,,,
4.056,280.398,,,
4.057,280.191,,,
4.058,279.965,,,
4.059,279.739,,,
4.06,279.512,,,
4.061,279.283,,,
4.062,279.055,,,
4.063,278.825,,,
4.064,278.595,,,
4.065,278.365,,,
4.066,278.133,,,
4.067,277.901,,,
4.068,277.668,,,
4.069,277.434,,,
4.07,277.2,,,
4.071,276.965,,,
4.072,276.729,,,
4.073,276.493,,,
4.074,276.256,,,
4.075,276.018,,,
4.076,275.779,,,
4.077,275.54,,,
4.078,275.3,,,
4.079,275.059,,,
4.08,274.817,,,
4.081,274.575,,,
4.082,274.332,,,
4.083,274.088,,,
4.084,273.844,,,
4.085,273.598,,,
4.086,273.352,,,
4.087,273.105,,,
4.088,272.857,,,
4.089,272.609,,,
4.09,272.36,,,
4.091,272.11,,,
4.092,271.859,,,
4.093,271.607,,,
4.094,271.355,,,
4.095,271.102,,,
4.096,270.848,,,
4.097,270.593,,,
4.098,270.337,,,
4.099,270.081,,,
4.1,269.823,,,
4.101,269.565,,,
4.102,269.306,,,
4.103,269.047,,,
4.104,268.786,,,
4.105,268.524,,,
4.106,268.262,,,
4.107,267.999,,,
4.108,267.735,,,
4.109,267.47,,,
4.11,267.204,,,
4.111,266.938,,,
4.112,266.67,,,
4.113,266.402,,,
4.114,266.132,,,
4.115,265.862,,,
4.116,265.591,,,
4.117,265.319,,,
4.118,265.046,,,
4.119,264.772,,,
4.12,264.498,,,
4.121,264.222,,,
4.122,263.946,,,
4.123,263.668,,,
4.124,263.39,,,
4.125,263.11,,,
4.126,262.83,,,
4.127,262.549,,,
4.128,262.266,,,
4.129,261.983,,,
4.13,261.699,,,
4.131,261.414,,,
4.132,261.128,,,
4.133,260.841,,,
4.134,260.553,,,
4.135,260.264,,,
4.136,259.974,,,
4.137,259.682,,,
4.138,259.39,,,
4.139,259.097,,,
4.14,258.803,,,
4.141,258.508,,,
4.142,258.212,,,
4.143,257.914,,,
4.144,257.616,,,
4.145,257.317,,,
4.146,257.016,,,
4.147,256.715,,,
4.148,256.412,,,
4.149,256.109,,,
4.15,255.804,,,
4.151,255.498,,,
4.152,255.191,,,
4.153,254.883,,,
4.154,254.574,,,
4.155,254.263,,,
4.156,253.952,,,
4.157,253.639,,,
4.158,253.326,,,
4.159,253.011,,,
4.16,252.695,,,
4.161,252.378,,,
4.162,252.059,,,
4.163,251.74,,,
4.164,251.419,,,
4.165,251.097,,,
4.166,250.774,,,
4.167,250.449,,,
4.168,250.124,,,
4.169,249.797,,,
4.17,249.469,,,
4.171,249.14,,,
4.172,248.809,,,
4.173,248.477,,,
4.174,248.093,,,
4.175,247.692,,,
4.176,247.289,,,
4.177,246.886,,,
4.178,246.481,,,
4.179,246.074,,,
4.18,245.667,,,
4.181,245.258,,,
4.182,244.847,,,
4.183,244.436,,,
4.184,244.023,,,
4.185,243.609,,,
4.186,243.193,,,
4.187,242.776,,,
4.188,242.358,,,
4.189,241.938,,,
4.19,241.517,,,
4.191,241.094,,,
4.192,240.67,,,
4.193,240.245,,,
4.194,239.818,,,
4.195,239.389,,,
4.196,238.96,,,
4.197,238.528,,,
4.198,238.096,,,
4.199,237.661,,,
4.2,237.226,,,
4.201,236.789,,,
4.202,236.35,,,
4.203,235.91,,,
4.204,235.468,,,
4.205,235.024,,,
4.206,234.579,,,
4.207,234.133,,,
4.208,233.685,,,
4.209,233.235,,,
4.21,232.784,,,
4.211,232.331,,,
4.212,231.876,,,
4.213,231.42,,,
4.214,230.962,,,
4.215,230.463,,,
4.216,229.859,,,
4.217,229.254,,,
4.218,228.648,,,
4.219,228.04,,,
4.22,227.431,,,
4.221,226.821,,,
4.222,226.208,,,
4.223,225.595,,,
4.224,224.979,,,
4.225,224.363,,,
4.226,223.744,,,
4.227,223.124,,,
4.228,222.503,,,
4.229,221.879,,,
4.23,221.254,,,
4.231,220.628,,,
4.232,220,,,
4.233,219.37,,,
4.234,218.738,,,
4.235,218.105,,,
4.236,217.47,,,
4.237,216.833,,,
4.238,216.194,,,
4.239,215.553,,,
4.24,214.911,,,
4.241,214.267,,,
4.242,213.621,,,
4.243,212.973,,,
4.244,212.323,,,
4.245,211.671,,,
4.246,211.017,,,
4.247,210.361,,,
4.248,209.703,,,
4.249,209.043,,,
4.25,208.381,,,
4.251,207.717,,,
4.252,207.051,,,
4.253,206.383,,,
4.254,205.713,,,
4.255,205.04,,,
4.256,204.365,,,
4.257,203.688,,,
4.258,203.009,,,
4.259,202.328,,,
4.26,201.644,,,
4.261,200.957,,,
4.262,200.269,,,
4.263,199.578,,,
4.264,198.885,,,
4.265,198.189,,,
4.266,197.49,,,
4.267,196.789,,,
4.268,196.086,,,
4.269,195.38,,,
4.27,194.671,,,
4.271,193.96,,,
4.272,193.246,,,
4.273,192.53,,,
4.274,191.81,,,
4.275,191.088,,,
4.276,190.363,,,
4.277,189.635,,,
4.278,188.905,,,
4.279,188.171,,,
4.28,187.434,,,
4.281,186.695,,,
4.282,185.952,,,
4.283,185.141,,,
4.284,184.288,,,
4.285,183.433,,,
4.286,182.575,,,
4.287,181.714,,,
4.288,180.851,,,
4.289,179.984,,,
4.29,179.115,,,
4.291,178.243,,,
4.292,177.323,,,
4.293,176.241,,,
4.294,175.158,,,
4.295,174.074,,,
4.296,172.987,,,
4.297,171.899,,,
4.298,170.81,,,
4.299,169.718,,,
4.3,168.625,,,
4.301,167.53,,,
4.302,166.433,,,
4.303,165.333,,,
4.304,164.232,,,
4.305,163.128,,,
4.306,162.023,,,
4.307,160.914,,,
4.308,159.804,,,
4.309,158.691,,,
4.31,157.575,,,
4.311,156.457,,,
4.312,155.336,,,
4.313,154.212,,,
4.314,153.085,,,
4.315,151.956,,,
4.316,150.823,,,
4.317,149.687,,,
4.318,148.548,,,
4.319,147.405,,,
4.32,146.259,,,
4.321,145.11,,,
4.322,143.957,,,
4.323,142.8,,,
4.324,141.639,,,
4.325,140.474,,,
4.326,139.306,,,
4.327,138.133,,,
4.328,136.956,,,
4.329,135.268,,,
4.33,133.465,,,
4.331,131.713,,,
4.332,130.005,,,
4.333,128.336,,,
4.334,126.702,,,
4.335,125.098,,,
4.336,123.522,,,
4.337,121.969,,,
4.338,120.438,,,
4.339,118.926,,,
4.34,117.392,,,
4.341,115.796,,,
4.342,114.215,,,
4.343,112.647,,,
4.344,111.091,,,
4.345,109.545,,,
4.346,108.009,,,
4.347,106.482,,,
4.348,104.952,,,
4.349,103.256,,,
4.35,101.569,,,
4.351,99.8917,,,
4.352,98.2219,,,
4.353,96.5595,,,
4.354,94.9037,,,
4.355,93.254,,,
4.356,91.6098,,,
4.357,89.9706,,,
4.358,88.3358,,,
4.359,86.705,,,
4.36,85.0777,,,
4.361,83.4534,,,
4.362,81.8318,,,
4.363,80.2124,,,
4.364,78.5948,,,
4.365,76.9786,,,
4.366,75.3635,,,
4.367,73.749,,,
4.368,72.1349,,,
4.369,70.5207,,,
4.37,68.9061,,,
4.371,67.2908,,,
4.372,65.6744,,,
4.373,64.0565,,,
4.374,62.4369,,,
4.375,60.8151,,,
4.376,59.1909,,,
4.377,57.5639,,,
4.378,55.9338,,,
4.379,54.3001,,,
4.38,52.634,,,
4.381,50.9016,,,
4.382,49.1677,,,
4.383,47.4318,,,
4.384,45.6937,,,
4.385,42.0064,,,
4.386,40.3716,,,
4.387,38.7328,,,
4.388,37.0897,,,
4.389,35.4421,,,
4.39,33.7897,,,
4.391,32.1322,,,
4.392,30.4693,,,
4.393,28.7899,,,
4.394,27.0682,,,
4.395,25.3524,,,
4.396,23.6414,,,
4.397,21.9346,,,
4.398,18.4884,,,
4.399,17.1513,,,
4.4,13.8285,,,
4.401,6.97593,,,
4.402,4.51938,,,
4.403,2.163,,,
4.404,0,,,
4.405,0,,,
4.406,0,,,
4.407,0,,,
4.408,0,,,
4.409,0,,,
4.41,0,,,
4.411,0,,,
4.412,0,,,
4.413,0,,,
4.414,0,,,
4.415,0,,,
4.416,0,,,
4.417,0,,,
4.418,0,,,
4.419,0,,,
4.42,0,,,
4.421,0,,,
4.422,0,,,
4.423,0,,,
4.424,0,,,
4.425,0,,,
4.426,4.14191,,,
4.427,6.61803,,,
4.428,9.17415,,,
4.429,18.2184,,,
4.43,19.8363,,,
4.431,21.417,,,
4.432,22.9763,,,
4.433,24.5309,,,
4.434,26.0809,,,
4.435,27.6268,,,
4.436,29.1689,,,
4.437,30.7075,,,
4.438,32.2429,,,
4.439,33.7753,,,
4.44,35.3051,,,
4.441,36.8323,,,
4.442,40.4443,,,
4.443,42.165,,,
4.444,43.8853,,,
4.445,45.6058,,,
4.446,47.3268,,,
4.447,49.0488,,,
4.448,50.772,,,
4.449,52.497,,,
4.45,54.224,,,
4.451,55.9536,,,
4.452,57.6862,,,
4.453,59.4221,,,
4.454,61.1619,,,
4.455,62.8582,,,
4.456,64.4847,,,
4.457,66.1111,,,
4.458,67.738,,,
4.459,69.3659,,,
4.46,70.9954,,,
4.461,72.6273,,,
4.462,74.262,,,
4.463,75.9003,,,
4.464,77.5429,,,
4.465,79.1905,,,
4.466,80.8439,,,
4.467,82.5039,,,
4.468,84.1713,,,
4.469,85.8471,,,
4.47,87.431,,,
4.471,89.0167,,,
4.472,90.612,,,
4.473,92.2182,,,
4.474,93.8366,,,
4.475,95.4686,,,
4.476,97.1159,,,
4.477,98.7801,,,
4.478,100.205,,,
4.479,101.573,,,
4.48,102.935,,,
4.481,104.292,,,
4.482,105.643,,,
4.483,106.99,,,
4.484,108.331,,,
4.485,109.668,,,
4.486,111,,,
4.487,112.327,,,
4.488,113.651,,,
4.489,114.97,,,
4.49,116.284,,,
4.491,117.595,,,
4.492,118.903,,,
4.493,120.206,,,
4.494,121.506,,,
4.495,122.802,,,
4.496,124.096,,,
4.497,125.385,,,
4.498,126.672,,,
4.499,127.956,,,
4.5,129.237,,,
4.501,130.515,,,
4.502,131.791,,,
4.503,133.063,,,
4.504,134.334,,,
4.505,135.602,,,
4.506,136.868,,,
4.507,138.131,,,
4.508,139.393,,,
4.509,140.652,,,
4.51,141.91,,,
4.511,143.07,,,
4.512,144.124,,,
4.513,145.175,,,
4.514,146.222,,,
4.515,147.265,,,
4.516,148.305,,,
4.517,149.342,,,
4.518,150.289,,,
4.519,151.209,,,
4.52,152.126,,,
4.521,153.038,,,
4.522,153.947,,,
4.523,154.851,,,
4.524,155.752,,,
4.525,156.648,,,
4.526,157.541,,,
4.527,158.431,,,
4.528,159.317,,,
4.529,160.199,,,
4.53,161.077,,,
4.531,161.953,,,
4.532,162.825,,,
4.533,163.693,,,
4.534,164.558,,,
4.535,165.42,,,
4.536,166.279,,,
4.537,167.135,,,
4.538,167.987,,,
4.539,168.837,,,
4.54,169.684,,,
4.541,170.527,,,
4.542,171.368,,,
4.543,172.206,,,
4.544,173.041,,,
4.545,173.873,,,
4.546,174.703,,,
4.547,175.53,,,
4.548,176.354,,,
4.549,177.176,,,
4.55,177.995,,,
4.551,178.811,,,
4.552,179.625,,,
4.553,180.437,,,
4.554,181.246,,,
4.555,182.053,,,
4.556,182.857,,,
4.557,183.659,,,
4.558,184.459,,,
4.559,185.257,,,
4.56,186.052,,,
4.561,186.846,,,
4.562,187.637,,,
4.563,188.426,,,
4.564,189.213,,,
4.565,189.997,,,
4.566,190.78,,,
4.567,191.561,,,
4.568,192.34,,,
4.569,193.117,,,
4.57,193.892,,,
4.571,194.665,,,
4.572,195.436,,,
4.573,196.206,,,
4.574,196.974,,,
4.575,197.74,,,
4.576,198.504,,,
4.577,199.266,,,
4.578,200.027,,,
4.579,200.749,,,
4.58,201.342,,,
4.581,201.934,,,
4.582,202.523,,,
4.583,203.11,,,
4.584,203.695,,,
4.585,204.277,,,
4.586,204.858,,,
4.587,205.437,,,
4.588,206.013,,,
4.589,206.588,,,
4.59,207.161,,,
4.591,207.731,,,
4.592,208.3,,,
4.593,208.867,,,
4.594,209.432,,,
4.595,209.994,,,
4.596,210.555,,,
4.597,211.115,,,
4.598,211.672,,,
4.599,212.227,,,
4.6,212.781,,,
4.601,213.308,,,
4.602,213.779,,,
4.603,214.248,,,
4.604,214.715,,,
4.605,215.181,,,
4.606,215.644,,,
4.607,216.106,,,
4.608,216.565,,,
4.609,217.023,,,
4.61,217.479,,,
4.611,217.934,,,
4.612,218.386,,,
4.613,218.837,,,
4.614,219.286,,,
4.615,219.733,,,
4.616,220.179,,,
4.617,220.623,,,
4.618,221.065,,,
4.619,221.505,,,
4.62,221.944,,,
4.621,222.381,,,
4.622,222.817,,,
4.623,223.25,,,
4.624,223.683,,,
4.625,224.113,,,
4.626,224.542,,,
4.627,224.97,,,
4.628,225.396,,,
4.629,225.82,,,
4.63,226.243,,,
4.631,226.664,,,
4.632,227.084,,,
4.633,227.502,,,
4.634,227.919,,,
4.635,228.334,,,
4.636,228.748,,,
4.637,229.16,,,
4.638,229.571,,,
4.639,229.98,,,
4.64,230.388,,,
4.641,230.795,,,
4.642,231.2,,,
4.643,231.604,,,
4.644,232.006,,,
4.645,232.407,,,
4.646,232.806,,,
4.647,233.205,,,
4.648,233.602,,,
4.649,233.997,,,
4.65,234.391,,,
4.651,234.784,,,
4.652,235.176,,,
4.653,235.566,,,
4.654,235.955,,,
4.655,236.342,,,
4.656,236.729,,,
4.657,237.114,,,
4.658,237.497,,,
4.659,237.88,,,
4.66,238.261,,,
4.661,238.641,,,
4.662,239.02,,,
4.663,239.398,,,
4.664,239.774,,,
4.665,240.149,,,
4.666,240.523,,,
4.667,240.896,,,
4.668,241.268,,,
4.669,241.638,,,
4.67,242.007,,,
4.671,242.375,,,
4.672,242.742,,,
4.673,243.108,,,
4.674,243.473,,,
4.675,243.836,,,
4.676,244.199,,,
4.677,244.56,,,
4.678,244.92,,,
4.679,245.279,,,
4.68,245.637,,,
4.681,245.994,,,
4.682,246.35,,,
4.683,246.704,,,
4.684,247.058,,,
4.685,247.41,,,
4.686,247.762,,,
4.687,248.112,,,
4.688,248.462,,,
4.689,248.81,,,
4.69,249.158,,,
4.691,249.504,,,
4.692,249.849,,,
4.693,250.193,,,
4.694,250.537,,,
4.695,250.879,,,
4.696,251.22,,,
4.697,251.535,,,
4.698,251.79,,,
4.699,252.044,,,
4.7,252.298,,,
4.701,252.55,,,
4.702,252.802,,,
4.703,253.052,,,
4.704,253.302,,,
4.705,253.551,,,
4.706,253.798,,,
4.707,254.045,,,
4.708,254.292,,,
4.709,254.537,,,
4.71,254.781,,,
4.711,255.025,,,
4.712,255.267,,,
4.713,255.509,,,
4.714,255.75,,,
4.715,255.99,,,
4.716,256.229,,,
4.717,256.468,,,
4.718,256.705,,,
4.719,256.942,,,
4.72,257.178,,,
4.721,257.413,,,
4.722,257.647,,,
4.723,257.881,,,
4.724,258.114,,,
4.725,258.346,,,
4.726,258.577,,,
4.727,258.807,,,
4.728,259.036,,,
4.729,259.265,,,
4.73,259.493,,,
4.731,259.72,,,
4.732,259.947,,,
4.733,260.172,,,
4.734,260.397,,,
4.735,260.621,,,
4.736,260.845,,,
4.737,261.067,,,
4.738,261.289,,,
4.739,261.51,,,
4.74,261.731,,,
4.741,261.95,,,
4.742,262.169,,,
4.743,262.387,,,
4.744,262.605,,,
4.745,262.822,,,
4.746,263.038,,,
4.747,263.253,,,
4.748,263.468,,,
4.749,263.681,,,
4.75,263.895,,,
4.751,264.107,,,
4.752,264.319,,,
4.753,264.53,,,
4.754,264.741,,,
4.755,264.95,,,
4.756,265.159,,,
4.757,265.368,,,
4.758,265.575,,,
4.759,265.782,,,
4.76,265.989,,,
4.761,266.195,,,
4.762,266.4,,,
4.763,266.604,,,
4.764,266.808,,,
4.765,267.011,,,
4.766,267.213,,,
4.767,267.415,,,
4.768,267.616,,,
4.769,267.817,,,
4.77,268.016,,,
4.771,268.216,,,
4.772,268.414,,,
4.773,268.612,,,
4.774,268.81,,,
4.775,269.006,,,
4.776,269.202,,,
4.777,269.398,,,
4.778,269.593,,,
4.779,269.787,,,
4.78,269.981,,,
4.781,270.174,,,
4.782,270.366,,,
4.783,270.558,,,
4.784,270.75,,,
4.785,270.94,,,
4.786,271.13,,,
4.787,271.32,,,
4.788,271.509,,,
4.789,271.697,,,
4.79,271.885,,,
4.791,272.072,,,
4.792,272.259,,,
4.793,272.445,,,
4.794,272.63,,,
4.795,272.815,,,
4.796,272.999,,,
4.797,273.183,,,
4.798,273.36,,,
4.799,273.507,,,
4.8,273.654,,,
4.801,273.801,,,
4.802,273.947,,,
4.803,274.092,,,
4.804,274.237,,,
4.805,274.382,,,
4.806,274.526,,,
4.807,274.669,,,
4.808,274.812,,,
4.809,274.955,,,
4.81,275.097,,,
4.811,275.239,,,
4.812,275.38,,,
4.813,275.521,,,
4.814,275.661,,,
4.815,275.801,,,
4.816,275.94,,,
4.817,276.079,,,
4.818,276.218,,,
4.819,276.356,,,
4.82,276.493,,,
4.821,276.63,,,
4.822,276.767,,,
4.823,276.903,,,
4.824,277.039,,,
4.825,277.175,,,
4.826,277.309,,,
4.827,277.444,,,
4.828,277.578,,,
4.829,277.712,,,
4.83,277.845,,,
4.831,277.978,,,
4.832,278.11,,,
4.833,278.242,,,
4.834,278.373,,,
4.835,278.505,,,
4.836,278.635,,,
4.837,278.765,,,
4.838,278.895,,,
4.839,279.025,,,
4.84,279.154,,,
4.841,279.282,,,
4.842,279.411,,,
4.843,279.539,,,
4.844,279.666,,,
4.845,279.793,,,
4.846,279.92,,,
4.847,280.046,,,
4.848,280.172,,,
4.849,280.297,,,
4.85,280.422,,,
4.851,280.547,,,
4.852,280.671,,,
4.853,280.795,,,
4.854,280.919,,,
4.855,281.042,,,
4.856,281.164,,,
4.857,281.287,,,
4.858,281.409,,,
4.859,281.531,,,
4.86,281.652,,,
4.861,281.773,,,
4.862,281.893,,,
4.863,282.013,,,
4.864,282.133,,,
4.865,282.253,,,
4.866,282.372,,,
4.867,282.49,,,
4.868,282.609,,,
4.869,282.727,,,
4.87,282.844,,,
4.871,282.961,,,
4.872,283.078,,,
4.873,283.195,,,
4.874,283.311,,,
4.875,283.427,,,
4.876,283.542,,,
4.877,283.658,,,
4.878,283.772,,,
4.879,283.887,,,
4.88,284.001,,,
4.881,284.115,,,
4.882,284.228,,,
4.883,284.341,,,
4.884,284.454,,,
4.885,284.567,,,
4.886,284.679,,,
4.887,284.791,,,
4.888,284.902,,,
4.889,285.013,,,
4.89,285.124,,,
4.891,285.234,,,
4.892,285.344,,,
4.893,285.454,,,
4.894,285.564,,,
4.895,285.673,,,
4.896,285.782,,,
4.897,285.89,,,
4.898,285.999,,,
4.899,286.106,,,
4.9,286.214,,,
4.901,286.321,,,
4.902,286.428,,,
4.903,286.535,,,
4.904,286.641,,,
4.905,286.747,,,
4.906,286.853,,,
4.907,286.958,,,
4.908,287.064,,,
4.909,287.168,,,
4.91,287.273,,,
4.911,287.377,,,
4.912,287.481,,,
4.913,287.585,,,
4.914,287.688,,,
4.915,287.791,,,
4.916,287.894,,,
4.917,287.996,,,
4.918,288.098,,,
4.919,288.2,,,
4.92,288.302,,,
4.921,288.403,,,
4.922,288.504,,,
4.923,288.604,,,
4.924,288.705,,,
4.925,288.805,,,
4.926,288.905,,,
4.927,289.004,,,
4.928,289.104,,,
4.929,289.203,,,
4.93,289.301,,,
4.931,289.4,,,
4.932,289.498,,,
4.933,289.596,,,
4.934,289.693,,,
4.935,289.791,,,
4.936,289.888,,,
4.937,289.985,,,
4.938,290.081,,,
4.939,290.177,,,
4.94,290.273,,,
4.941,290.369,,,
4.942,290.465,,,
4.943,290.56,,,
4.944,290.655,,,
4.945,290.749,,,
4.946,290.844,,,
4.947,290.938,,,
4.948,291.032,,,
4.949,291.125,,,
4.95,291.219,,,
4.951,291.312,,,
4.952,291.405,,,
4.953,291.497,,,
4.954,291.59,,,
4.955,291.682,,,
4.956,291.773,,,
4.957,291.865,,,
4.958,291.956,,,
4.959,292.047,,,
4.96,292.138,,,
4.961,292.229,,,
4.962,292.319,,,
4.963,292.409,,,
4.964,292.499,,,
4.965,292.589,,,
4.966,292.678,,,
4.967,292.767,,,
4.968,292.856,,,
4.969,292.945,,,
4.97,293.033,,,
4.971,293.121,,,
4.972,293.209,,,
4.973,293.297,,,
4.974,293.384,,,
4.975,293.472,,,
4.976,293.558,,,
4.977,293.645,,,
4.978,293.732,,,
4.979,293.818,,,
4.98,293.904,,,
4.981,293.99,,,
4.982,294.075,,,
4.983,294.161,,,
4.984,294.246,,,
4.985,294.331,,,
4.986,294.416,,,
4.987,294.5,,,
4.988,294.584,,,
4.989,294.668,,,
4.99,294.752,,,
4.991,294.836,,,
4.992,294.919,,,
4.993,295.002,,,
4.994,295.085,,,
4.995,295.168,,,
4.996,295.25,,,
4.997,295.332,,,
4.998,295.414,,,
4.999,295.496,,,
5,295.578,,,
5.001,295.659,,,
5.002,295.74,,,
5.003,295.821,,,
5.004,295.902,,,
5.005,295.982,,,
5.006,296.063,,,
5.007,296.143,,,
5.008,296.223,,,
5.009,296.302,,,
5.01,296.382,,,
5.011,296.461,,,
5.012,296.54,,,
5.013,296.619,,,
5.014,296.698,,,
5.015,296.776,,,
5.016,296.855,,,
5.017,296.933,,,
5.018,297.01,,,
5.019,297.088,,,
5.02,297.166,,,
5.021,297.243,,,
5.022,297.32,,,
5.023,297.397,,,
5.024,297.473,,,
5.025,297.55,,,
5.026,297.626,,,
5.027,297.702,,,
5.028,297.778,,,
5.029,297.854,,,
5.03,297.929,,,
5.031,298.004,,,
5.032,298.08,,,
5.033,298.154,,,
5.034,298.229,,,
5.035,298.304,,,
5.036,298.378,,,
5.037,298.452,,,
5.038,298.526,,,
5.039,298.6,,,
5.04,298.673,,,
5.041,298.747,,,
5.042,298.82,,,
5.043,298.893,,,
5.044,298.966,,,
5.045,299.039,,,
5.046,299.111,,,
5.047,299.183,,,
5.048,299.255,,,
5.049,299.327,,,
5.05,299.399,,,
5.051,299.471,,,
5.052,299.542,,,
5.053,299.613,,,
5.054,299.684,,,
5.055,299.755,,,
5.056,299.826,,,
5.057,299.896,,,
5.058,299.967,,,
5.059,300.037,,,
5.06,300.107,,,
5.061,300.176,,,
5.062,300.246,,,
5.063,300.315,,,
5.064,300.385,,,
5.065,300.454,,,
5.066,300.523,,,
5.067,300.591,,,
5.068,300.66,,,
5.069,300.728,,,
5.07,300.797,,,
5.071,300.865,,,
5.072,300.933,,,
5.073,301,,,
5.074,301.068,,,
5.075,301.135,,,
5.076,301.203,,,
5.077,301.27,,,
5.078,301.336,,,
5.079,301.403,,,
5.08,301.47,,,
5.081,301.536,,,
5.082,301.602,,,
5.083,301.658,,,
5.084,301.707,,,
5.085,301.756,,,
5.086,301.804,,,
5.087,301.853,,,
5.088,301.901,,,
5.089,301.95,,,
5.09,301.998,,,
5.091,302.046,,,
5.092,302.094,,,
5.093,302.142,,,
5.094,302.19,,,
5.095,302.237,,,
5.096,302.285,,,
5.097,302.332,,,
5.098,302.379,,,
5.099,302.427,,,
5.1,302.474,,,
5.101,302.52,,,
5.102,302.567,,,
5.103,302.614,,,
5.104,302.66,,,
5.105,302.707,,,
5.106,302.753,,,
5.107,302.799,,,
5.108,302.845,,,
5.109,302.891,,,
5.11,302.937,,,
5.111,302.983,,,
5.112,303.028,,,
5.113,303.074,,,
5.114,303.119,,,
5.115,303.164,,,
5.116,303.209,,,
5.117,303.255,,,
5.118,303.299,,,
5.119,303.344,,,
5.12,303.389,,,
5.121,303.433,,,
5.122,303.478,,,
5.123,303.522,,,
5.124,303.566,,,
5.125,303.61,,,
5.126,303.654,,,
5.127,303.698,,,
5.128,303.742,,,
5.129,303.786,,,
5.13,303.829,,,
5.131,303.873,,,
5.132,303.916,,,
5.133,303.959,,,
5.134,304.002,,,
5.135,304.045,,,
5.136,304.088,,,
5.137,304.131,,,
5.138,304.174,,,
5.139,304.216,,,
5.14,304.259,,,
5.141,304.301,,,
5.142,304.344,,,
5.143,304.386,,,
5.144,304.428,,,
5.145,304.47,,,
5.146,304.512,,,
