Planarity
0, 0.0607443, 2.48011e-09, 0, 6.24845e-12, 1.13282e-16, 7.03833e-11, 3.81979e-10, 9.91699e-16, 1.27153e-09, 2.70873e-09, 5.06872e-15, 9.97925e-10, 5.37952e-10, 1.50137e-09, 2.98672e-15, 1.67744e-09, 1.09929e-09, 5.78769e-12, 1.49424e-15, 1.27065e-09, 9.80522e-16, 2.42027e-09, 6.39574e-16, 3.22952e-09, 3.8866e-15, 2.82845e-10, 2.36956e-10, 2.59206e-10, 5.86279e-10, 6.42646e-10, 4.45102e-10, 8.93511e-11, 3.72976e-10, 9.61573e-10, 1.66724e-09, 
Developability
0, 0, 8.88178e-16, 0, 0, 0, 8.88178e-16, 0, 0, 0, 0, 0, 0, 8.88178e-16, 8.88178e-16, 8.88178e-16, 8.88178e-16, 8.88178e-16, 0, 0, 0, 8.88178e-16, 8.88178e-16, 0, 0, 
