Planarity
7.17559e-18, 3.33956e-16, 2.47767e-16, 2.08205e-16, 2.70644e-17, 2.20846e-16, 1.03092e-17, 4.38686e-17, 1.43344e-16, 2.91045e-16, 3.51997e-15, 2.01374e-16, 4.00989e-15, 4.85658e-17, 8.00698e-15, 1.24782e-16, 6.34053e-15, 1.38564e-16, 5.15214e-15, 1.87621e-17, 4.23095e-15, 7.14644e-17, 3.60451e-15, 4.90347e-17, 2.75916e-15, 1.05974e-16, 2.48471e-15, 1.3302e-16, 2.06927e-15, 8.40466e-17, 1.81238e-15, 0, 1.56133e-15, 7.75536e-18, 1.25681e-15, 2.35235e-16, 1.39271e-15, 8.75399e-17, 9.22117e-16, 4.87398e-17, 3.88164e-14, 2.67728e-16, 2.30333e-16, 0, 4.40382e-17, 1.28733e-16, 1.30799e-15, 1.28499e-16, 9.11187e-14, 0, 1.06453e-13, 3.20773e-17, 1.26589e-13, 6.28404e-17, 1.5236e-13, 1.23999e-16, 1.87213e-13, 1.38217e-16, 2.35061e-13, 6.10264e-17, 1.36203e-12, 8.73498e-17, 
Developability
