Planarity
0.0906714, 2.14275e-16, 8.34566e-17, 5.54239e-17, 9.80838e-18, 2.74886e-17, 4.58121e-17, 0, 1.03178e-16, 0, 2.86544e-17, 6.8071e-18, 1.80618e-16, 4.0802e-17, 0.00266715, 1.35957e-17, 1.22542e-16, 2.71969e-17, 3.03777e-17, 1.3609e-17, 0, 1.36287e-17, 2.92774e-17, 5.12245e-17, 5.71269e-17, 0, 1.11189e-16, 0, 8.11344e-17, 2.77482e-17, 5.35356e-17, 4.20498e-17, 0, 0, 0, 0, 5.23951e-17, 1.48551e-17, 7.83353e-17, 6.11231e-17, 0.0109893, 1.2568e-16, 9.79612e-17, 3.20665e-17, 3.7366e-17, 3.22703e-17, 0.00801119, 0, 3.44187e-17, 2.3386e-17, 1.33287e-17, 1.20981e-16, 1.03811e-16, 2.93455e-17, 5.08424e-17, 2.85988e-17, 2.50308e-17, 0, 0, 1.38107e-17, 0.068493, 0, 
Developability
