Planarity
9.76312e-17, 7.27164e-17, 7.29886e-16, 4.44815e-17, 9.38589e-17, 1.6687e-17, 5.00753e-16, 1.66943e-17, 9.496e-15, 1.67024e-17, 1.51929e-13, 2.78514e-17, 5.21651e-15, 5.57308e-18, 3.81465e-15, 0, 7.18553e-16, 0, 3.70036e-15, 0, 4.02527e-15, 1.11583e-17, 6.13208e-16, 6.13617e-17, 2.51193e-14, 0, 1.8565e-14, 0, 6.75981e-16, 1.11419e-17, 7.45061e-15, 2.78389e-17, 9.2247e-15, 5.56472e-18, 7.54313e-15, 8.34288e-18, 3.50325e-16, 0, 2.58531e-17, 0, 
Developability
0, 0, 0, 8.88178e-16, 8.88178e-16, 0, 8.88178e-16, 8.88178e-16, 8.88178e-16, 0, 8.88178e-16, 0, 8.88178e-16, 0, 0, 0, 1.77636e-15, 8.88178e-16, 0, 
