Planarity
2.89854e-17, 1.18446e-16, 8.10091e-17, 2.63622e-17, 2.75475e-17, 1.48266e-17, 0, 1.39754e-17, 1.01036e-16, 5.30619e-17, 2.97415e-17, 8.45655e-18, 8.47591e-17, 3.25749e-17, 2.21073e-17, 2.71289e-17, 7.18191e-17, 1.34543e-17, 5.3703e-17, 1.12782e-17, 9.5574e-18, 3.68515e-17, 1.23394e-16, 2.89152e-17, 8.90479e-17, 6.37185e-17, 2.4168e-17, 2.76359e-17, 3.92348e-17, 2.01085e-17, 5.58973e-17, 1.09662e-16, 7.2718e-17, 4.30266e-17, 3.81143e-17, 1.22151e-17, 2.07439e-17, 0, 0, 0, 
Developability
