Planarity
7.80016e-17, 5.7194e-16, 1.56368e-18, 7.35012e-18, 4.73852e-17, 1.31948e-16, 0, 6.95661e-17, 3.76937e-17, 4.21255e-17, 6.67758e-17, 3.71119e-17, 2.01233e-16, 2.2568e-16, 1.48186e-16, 1.4933e-16, 1.3181e-16, 5.92618e-17, 4.5668e-16, 1.31962e-16, 3.02136e-16, 6.37098e-18, 1.52683e-16, 2.8676e-16, 2.78165e-16, 2.45988e-16, 2.94446e-17, 5.90846e-17, 1.77854e-16, 6.43669e-17, 1.07455e-16, 1.32349e-16, 1.96829e-17, 1.78719e-16, 1.16812e-16, 1.17547e-16, 8.34003e-17, 4.68724e-17, 1.94162e-17, 2.29736e-16, 4.89445e-18, 1.80206e-16, 1.95588e-17, 3.19456e-16, 1.25828e-16, 7.46564e-16, 7.8106e-17, 2.43631e-17, 1.5523e-16, 3.52462e-16, 3.6886e-17, 2.55291e-16, 5.48342e-17, 1.85242e-16, 9.25606e-16, 1.23931e-15, 2.78515e-17, 5.92626e-16, 3.76008e-17, 5.14806e-16, 
Developability
0, 0, 0, 0, 0, 0, 0, 0, 0, 8.88178e-16, 8.88178e-16, 0, 0, 0, 0, 0, 0, 0, 8.88178e-16, 0, 0, 0, 8.88178e-16, 8.88178e-16, 8.88178e-16, 0, 0, 8.88178e-16, 0, 
