Planarity
2.68452e-16, 6.74285e-16, 1.56368e-18, 7.35012e-18, 4.73852e-17, 2.17309e-16, 0, 0, 3.76937e-17, 1.01988e-16, 6.67758e-17, 0, 2.01233e-16, 5.90042e-16, 1.48186e-16, 1.67532e-16, 1.3181e-16, 1.72936e-15, 4.5668e-16, 2.63233e-16, 3.02136e-16, 4.61772e-17, 1.52683e-16, 2.23321e-16, 2.78165e-16, 8.74825e-16, 2.94446e-17, 1.08025e-16, 1.77854e-16, 7.43834e-17, 1.07455e-16, 1.13301e-16, 1.96829e-17, 7.82201e-17, 1.16812e-16, 1.19407e-16, 8.34003e-17, 1.65174e-16, 1.94162e-17, 3.36667e-16, 4.89445e-18, 1.74827e-16, 1.95588e-17, 4.49801e-17, 1.25828e-16, 2.52294e-16, 7.8106e-17, 9.53056e-17, 1.5523e-16, 2.98471e-16, 3.6886e-17, 2.25171e-16, 5.48342e-17, 7.74379e-17, 9.25606e-16, 3.24177e-15, 2.78515e-17, 1.18985e-15, 3.76008e-17, 1.25657e-15, 
Developability
8.88178e-16, 0, 8.88178e-16, 0, 0, 0, 0, 8.88178e-16, 0, 0, 0, 0, 8.88178e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.88178e-16, 8.88178e-16, 0, 0, 8.88178e-16, 0, 
