Planarity
5.47918e-17, 0.00440842, 0.00325747, 4.37942e-26, 0.00128842, 5.61895e-11, 1.70386e-10, 3.44752e-10, 5.69604e-10, 8.49474e-10, 1.12537e-09, 1.38096e-09, 1.50859e-09, 1.51074e-09, 1.32697e-09, 1.04502e-09, 4.61656e-10, 2.22743e-10, 2.49352e-10, 2.04817e-16, 1.83436e-10, 1.32361e-10, 1.64179e-10, 2.61221e-10, 3.96559e-10, 5.65657e-10, 7.34878e-10, 1.06237e-09, 1.19696e-09, 1.2533e-09, 
Developability
1.77636e-15, 8.88178e-16, 0, 1.77636e-15, 0, 2.66454e-15, 8.88178e-16, 1.77636e-15, 1.77636e-15, 1.77636e-15, 1.77636e-15, 1.77636e-15, 1.77636e-15, 1.77636e-15, 2.66454e-15, 1.77636e-15, 1.77636e-15, 1.77636e-15, 5.32907e-15, 4.44089e-15, 1.77636e-15, 0, 8.88178e-16, 0, 1.77636e-15, 1.77636e-15, 8.88178e-16, 8.88178e-16, 0, 
