Planarity
0, 4.25976e-17, 2.04559e-09, 4.37942e-26, 5.61895e-11, 5.71355e-18, 1.70386e-10, 2.80079e-17, 3.44752e-10, 1.29348e-17, 5.69604e-10, 6.38426e-17, 8.49474e-10, 4.56543e-17, 1.12537e-09, 3.51715e-17, 1.38096e-09, 2.92573e-18, 1.50859e-09, 8.13826e-17, 1.51074e-09, 1.14539e-16, 1.32697e-09, 4.10873e-17, 1.04502e-09, 9.52093e-17, 7.36195e-10, 1.71615e-17, 4.61656e-10, 8.67944e-17, 2.92485e-10, 3.42769e-17, 2.22743e-10, 1.89326e-16, 2.49352e-10, 2.06729e-16, 3.27268e-10, 9.34026e-17, 1.83436e-10, 2.22353e-16, 1.32361e-10, 3.62646e-16, 1.64179e-10, 1.15528e-16, 2.61221e-10, 3.12866e-16, 3.96559e-10, 6.49309e-17, 5.65657e-10, 5.83928e-17, 7.34878e-10, 1.01872e-16, 9.1542e-10, 1.54367e-16, 1.06237e-09, 1.46602e-16, 1.19696e-09, 3.70638e-17, 1.2533e-09, 2.22504e-16, 
Developability
0, 0, 0, 0, 0, 8.88178e-16, 8.88178e-16, 0, 8.88178e-16, 8.88178e-16, 0, 8.88178e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.88178e-16, 0, 8.88178e-16, 8.88178e-16, 
