Planarity
0, 4.90426e-18, 1.21613e-16, 5.41603e-19, 6.07431e-17, 0, 6.13533e-17, 6.28044e-17, 2.15448e-16, 6.0631e-17, 1.15681e-16, 8.66067e-18, 0.00013012, 1.29899e-17, 9.87015e-17, 4.28972e-18, 3.46355e-05, 4.32942e-18, 6.77644e-17, 4.32923e-18, 1.30775e-17, 0, 4.26155e-05, 0, 5.41027e-18, 2.38089e-17, 2.71915e-05, 6.43334e-18, 1.66945e-16, 7.03434e-18, 1.97094e-16, 2.70551e-19, 5.51229e-05, 0, 1.45454e-16, 2.16444e-18, 5.00949e-17, 3.03027e-17, 1.64495e-17, 4.32904e-18, 7.52413e-05, 2.14461e-17, 2.83792e-17, 4.32933e-18, 2.73443e-17, 1.73182e-17, 4.96069e-05, 8.65965e-18, 5.45999e-17, 1.73207e-17, 1.42464e-06, 4.33061e-18, 6.38227e-17, 6.49676e-18, 1.26993e-16, 0, 0, 0, 
Developability
