Planarity
9.69822e-17, 2.16601e-18, 5.97758e-19, 4.10033e-19, 7.64361e-20, 4.09939e-19, 2.90688e-18, 8.12884e-17, 5.91653e-17, 1.3053e-17, 1.04285e-16, 5.22047e-17, 9.16239e-17, 2.17492e-17, 5.00346e-17, 4.29723e-18, 5.3859e-17, 8.6737e-18, 1.22059e-16, 6.08918e-17, 5.56574e-17, 2.17458e-17, 7.00606e-17, 6.95828e-17, 1.0602e-16, 4.98691e-17, 1.28582e-16, 1.28889e-17, 3.061e-17, 4.07708e-17, 1.55261e-17, 5.97975e-17, 1.07302e-17, 2.28319e-17, 4.64121e-18, 2.16444e-18, 1.96928e-17, 2.60934e-17, 7.78475e-17, 8.69832e-18, 4.85108e-17, 3.44743e-17, 6.00265e-17, 4.34917e-18, 2.72992e-17, 4.78459e-17, 2.59705e-17, 3.91511e-17, 1.48285e-18, 5.20505e-17, 1.79577e-17, 6.5074e-17, 1.96166e-17, 1.19652e-17, 8.55636e-18, 0, 5.67727e-18, 0, 
Developability
