a(radian),a(degree),Eruling, Ebend
1.512,86.6312, 248.756, 5.47012, 1
1.513,86.6885, 248.587, 5.46529, 1
1.514,86.7458, 248.418, 5.46045, 1
1.515,86.8031, 248.247, 5.45563, 1
1.516,86.8604, 248.077, 5.45081, 1
1.517,86.9177, 247.905, 5.446, 1
1.518,86.975, 247.734, 5.4412, 1
1.519,87.0323, 247.561, 5.4364, 1
1.52,87.0896, 247.388, 5.43162, 1
1.521,87.1469, 247.215, 5.42683, 1
1.522,87.2042, 247.041, 5.42206, 1
1.523,87.2615, 246.866, 5.41729, 1
1.524,87.3188, 246.691, 5.41253, 1
1.525,87.3761, 246.515, 5.40778, 1
1.526,87.4334, 246.339, 5.40303, 1
1.527,87.4907, 246.162, 5.39829, 1
1.528,87.548, 245.984, 5.39355, 1
1.529,87.6052, 245.806, 5.38883, 1
1.53,87.6625, 245.627, 5.38411, 1
1.531,87.7198, 245.448, 5.3794, 1
1.532,87.7771, 245.268, 5.37469, 1
1.533,87.8344, 245.087, 5.36999, 1
1.534,87.8917, 244.906, 5.3653, 1
1.535,87.949, 244.724, 5.36061, 1
1.536,88.0063, 244.542, 5.35593, 1
1.537,88.0636, 244.359, 5.35126, 1
1.538,88.1209, 244.176, 5.3466, 1
1.539,88.1782, 243.991, 5.34194, 1
1.54,88.2355, 243.806, 5.33729, 1
1.541,88.2928, 243.621, 5.33264, 1
1.542,88.3501, 243.435, 5.328, 1
1.543,88.4074, 243.248, 5.32337, 1
1.544,88.4647, 243.061, 5.31875, 1
1.545,88.522, 242.873, 5.31413, 1
1.546,88.5793, 242.684, 5.30952, 1
1.547,88.6366, 242.495, 5.30491, 1
1.548,88.6939, 242.305, 5.30032, 1
1.549,88.7512, 242.114, 5.29572, 1
1.55,88.8085, 241.923, 5.29114, 1
1.551,88.8658, 241.731, 5.28656, 1
1.552,88.923, 241.539, 5.28199, 1
1.553,88.9803, 241.345, 5.27743, 1
1.554,89.0376, 241.152, 5.27287, 1
1.555,89.0949, 240.957, 5.26832, 1
1.556,89.1522, 240.762, 5.26377, 1
1.557,89.2095, 240.566, 5.25923, 1
1.558,89.2668, 240.369, 5.2547, 1
1.559,89.3241, 240.172, 5.25018, 1
1.56,89.3814, 239.974, 5.24566, 1
1.561,89.4387, 239.775, 5.24114, 1
1.562,89.496, 239.576, 5.23664, 1
1.563,89.5533, 239.375, 5.23214, 1
1.564,89.6106, 239.175, 5.22765, 1
1.565,89.6679, 238.973, 5.22316, 1
1.566,89.7252, 238.771, 5.21868, 1
1.567,89.7825, 238.568, 5.21421, 1
1.568,89.8398, 238.355, 5.20974, 1
1.569,89.8971, 238.08, 5.20528, 1
1.57,89.9544, 237.805, 5.20083, 1
1.571,90.0117, 237.528, 5.19638, 1
1.572,90.069, 237.252, 5.19194, 1
1.573,90.1263, 236.974, 5.1875, 1
1.574,90.1836, 236.695, 5.18308, 1
1.575,90.2409, 236.416, 5.17865, 1
1.576,90.2981, 236.136, 5.17424, 1
1.577,90.3554, 235.855, 5.16983, 1
1.578,90.4127, 235.574, 5.16543, 1
1.579,90.47, 235.291, 5.16103, 1
1.58,90.5273, 235.008, 5.15664, 1
1.581,90.5846, 234.724, 5.15226, 1
1.582,90.6419, 234.439, 5.14788, 1
1.583,90.6992, 234.153, 5.14351, 1
1.584,90.7565, 233.866, 5.13914, 1
1.585,90.8138, 233.579, 5.13479, 1
1.586,90.8711, 233.291, 5.13043, 1
1.587,90.9284, 233.002, 5.12609, 1
1.588,90.9857, 232.712, 5.12175, 1
1.589,91.043, 232.421, 5.11742, 1
1.59,91.1003, 232.129, 5.11309, 1
1.591,91.1576, 231.836, 5.10877, 1
1.592,91.2149, 231.543, 5.10445, 1
1.593,91.2722, 231.249, 5.10015, 1
1.594,91.3295, 230.953, 5.09585, 1
1.595,91.3868, 230.657, 5.09155, 1
1.596,91.4441, 230.36, 5.08726, 1
1.597,91.5014, 230.063, 5.08298, 1
1.598,91.5587, 229.764, 5.0787, 1
1.599,91.616, 229.464, 5.07443, 1
1.6,91.6732, 229.164, 5.07017, 1
1.601,91.7305, 228.862, 5.06591, 1
1.602,91.7878, 228.56, 5.06166, 1
1.603,91.8451, 228.256, 5.05741, 1
1.604,91.9024, 227.952, 5.05317, 1
1.605,91.9597, 227.647, 5.04894, 1
1.606,92.017, 227.34, 5.04471, 1
1.607,92.0743, 227.033, 5.04049, 1
1.608,92.1316, 226.725, 5.03628, 1
1.609,92.1889, 226.416, 5.03207, 1
1.61,92.2462, 226.106, 5.02787, 1
1.611,92.3035, 225.795, 5.02367, 1
1.612,92.3608, 225.483, 5.01948, 1
1.613,92.4181, 225.17, 5.0153, 1
1.614,92.4754, 224.856, 5.01112, 1
1.615,92.5327, 224.541, 5.00695, 1
1.616,92.59, 224.225, 5.00278, 1
1.617,92.6473, 223.909, 4.99862, 1
1.618,92.7046, 223.591, 4.99447, 1
1.619,92.7619, 223.272, 4.99032, 1
1.62,92.8192, 222.952, 4.98618, 1
1.621,92.8765, 222.63, 4.98205, 1
1.622,92.9338, 222.308, 4.97792, 1
1.623,92.9911, 221.985, 4.9738, 1
1.624,93.0483, 221.661, 4.96968, 1
1.625,93.1056, 221.336, 4.96557, 1
1.626,93.1629, 221.009, 4.96146, 1
1.627,93.2202, 220.682, 4.95737, 1
1.628,93.2775, 220.354, 4.95328, 1
1.629,93.3348, 220.024, 4.94919, 1
1.63,93.3921, 219.693, 4.94511, 1
1.631,93.4494, 219.362, 4.94104, 1
1.632,93.5067, 219.029, 4.93697, 1
1.633,93.564, 218.695, 4.93291, 1
1.634,93.6213, 218.36, 4.92885, 1
1.635,93.6786, 218.023, 4.9248, 1
1.636,93.7359, 217.686, 4.92076, 1
1.637,93.7932, 217.348, 4.91672, 1
1.638,93.8505, 217.008, 4.91269, 1
1.639,93.9078, 216.667, 4.90867, 1
1.64,93.9651, 216.325, 4.90465, 1
1.641,94.0224, 215.982, 4.90064, 1
1.642,94.0797, 215.638, 4.89663, 1
1.643,94.137, 215.292, 4.89263, 1
1.644,94.1943, 214.945, 4.88864, 1
1.645,94.2516, 214.597, 4.88465, 1
1.646,94.3089, 214.248, 4.88067, 1
1.647,94.3661, 213.898, 4.87669, 1
1.648,94.4234, 213.546, 4.87272, 1
1.649,94.4807, 213.193, 4.86876, 1
1.65,94.538, 212.839, 4.8648, 1
1.651,94.5953, 212.474, 4.77777, 1
1.652,94.6526, 212.002, 4.7739, 1
1.653,94.7099, 211.529, 4.77004, 1
1.654,94.7672, 211.054, 4.76619, 1
1.655,94.8245, 210.579, 4.76235, 1
1.656,94.8818, 210.102, 4.75851, 1
1.657,94.9391, 209.625, 4.75468, 1
1.658,94.9964, 209.146, 4.75085, 1
1.659,95.0537, 208.666, 4.74703, 1
1.66,95.111, 208.185, 4.74321, 1
1.661,95.1683, 207.703, 4.7394, 1
1.662,95.2256, 207.219, 4.7356, 1
1.663,95.2829, 206.735, 4.7318, 1
1.664,95.3402, 206.249, 4.72801, 1
1.665,95.3975, 205.762, 4.72423, 1
1.666,95.4548, 205.274, 4.72045, 1
1.667,95.5121, 204.785, 4.71668, 1
1.668,95.5694, 204.294, 4.71291, 1
1.669,95.6267, 203.803, 4.70915, 1
1.67,95.684, 203.31, 4.7054, 1
1.671,95.7412, 202.815, 4.70165, 1
1.672,95.7985, 202.32, 4.69791, 1
1.673,95.8558, 201.823, 4.69417, 1
1.674,95.9131, 201.325, 4.69044, 1
1.675,95.9704, 200.826, 4.68672, 1
1.676,96.0277, 200.325, 4.68301, 1
1.677,96.085, 199.823, 4.67929, 1
1.678,96.1423, 199.32, 4.67559, 1
1.679,96.1996, 198.816, 4.67189, 1
1.68,96.2569, 198.31, 4.6682, 1
1.681,96.3142, 197.802, 4.66452, 1
1.682,96.3715, 197.294, 4.66084, 1
1.683,96.4288, 196.784, 4.65717, 1
1.684,96.4861, 196.272, 4.6535, 1
1.685,96.5434, 195.759, 4.64984, 1
1.686,96.6007, 195.245, 4.64619, 1
1.687,96.658, 194.729, 4.64254, 1
1.688,96.7153, 194.212, 4.6389, 1
1.689,96.7726, 193.694, 4.63527, 1
1.69,96.8299, 193.174, 4.63164, 1
1.691,96.8872, 192.652, 4.62802, 1
1.692,96.9445, 192.129, 4.6244, 1
1.693,97.0018, 191.604, 4.6208, 1
1.694,97.0591, 191.078, 4.61719, 1
1.695,97.1163, 190.55, 4.6136, 1
1.696,97.1736, 189.983, 4.61001, 1
1.697,97.2309, 189.298, 4.60643, 1
1.698,97.2882, 188.613, 4.60286, 1
1.699,97.3455, 187.926, 4.59929, 1
1.7,97.4028, 187.239, 4.59573, 1
1.701,97.4601, 186.551, 4.59217, 1
1.702,97.5174, 185.862, 4.58862, 1
1.703,97.5747, 185.172, 4.58508, 1
1.704,97.632, 184.481, 4.58155, 1
1.705,97.6893, 183.789, 4.57802, 1
1.706,97.7466, 183.097, 4.5745, 1
1.707,97.8039, 182.403, 4.57099, 1
1.708,97.8612, 181.708, 4.56748, 1
1.709,97.9185, 181.012, 4.56399, 1
1.71,97.9758, 180.315, 4.56049, 1
1.711,98.0331, 179.617, 4.55701, 1
1.712,98.0904, 178.918, 4.55353, 1
1.713,98.1477, 178.218, 4.55006, 1
1.714,98.205, 177.516, 4.5466, 1
1.715,98.2623, 176.814, 4.54314, 1
1.716,98.3196, 176.11, 4.53969, 1
1.717,98.3769, 175.405, 4.53625, 1
1.718,98.4341, 174.699, 4.53282, 1
1.719,98.4914, 173.991, 4.52939, 1
1.72,98.5487, 173.282, 4.52597, 1
1.721,98.606, 172.572, 4.52256, 1
1.722,98.6633, 171.861, 4.51916, 1
1.723,98.7206, 171.148, 4.51576, 1
1.724,98.7779, 170.434, 4.51237, 1
1.725,98.8352, 169.718, 4.50899, 1
1.726,98.8925, 169.001, 4.50562, 1
1.727,98.9498, 168.283, 4.50226, 1
1.728,99.0071, 167.563, 4.4989, 1
1.729,99.0644, 166.841, 4.49555, 1
1.73,99.1217, 166.118, 4.49221, 1
1.731,99.179, 165.393, 4.48888, 1
1.732,99.2363, 164.667, 4.48556, 1
1.733,99.2936, 163.939, 4.48224, 1
1.734,99.3509, 163.21, 4.47894, 1
1.735,99.4082, 162.423, 4.42371, 1
1.736,99.4655, 161.496, 4.42046, 1
1.737,99.5228, 160.57, 4.41721, 1
1.738,99.5801, 159.643, 4.41398, 1
1.739,99.6374, 158.715, 4.41075, 1
1.74,99.6947, 157.788, 4.40753, 1
1.741,99.752, 156.86, 4.40432, 1
1.742,99.8092, 155.931, 4.40112, 1
1.743,99.8665, 155.002, 4.39792, 1
1.744,99.9238, 154.073, 4.39474, 1
1.745,99.9811, 153.142, 4.39157, 1
1.746,100.038, 152.212, 4.3884, 1
1.747,100.096, 151.28, 4.38525, 1
1.748,100.153, 150.348, 4.3821, 1
1.749,100.21, 149.415, 4.37897, 1
1.75,100.268, 148.481, 4.37584, 1
1.751,100.325, 147.547, 4.37273, 1
1.752,100.382, 146.611, 4.36963, 1
1.753,100.44, 145.674, 4.36653, 1
1.754,100.497, 144.662, 4.36345, 1
1.755,100.554, 143.512, 4.36037, 1
1.756,100.611, 142.364, 4.35731, 1
1.757,100.669, 141.216, 4.35426, 1
1.758,100.726, 140.07, 4.35122, 1
1.759,100.783, 138.925, 4.34819, 1
1.76,100.841, 137.78, 4.34517, 1
1.761,100.898, 136.637, 4.34216, 1
1.762,100.955, 135.494, 4.33917, 1
1.763,101.012, 134.353, 4.33618, 1
1.764,101.07, 133.211, 4.33321, 1
1.765,101.127, 132.071, 4.33025, 1
1.766,101.184, 130.931, 4.3273, 1
1.767,101.242, 129.791, 4.32437, 1
1.768,101.299, 128.651, 4.32145, 1
1.769,101.356, 127.512, 4.31854, 1
1.77,101.414, 126.373, 4.31564, 1
1.771,101.471, 125.234, 4.31276, 1
1.772,101.528, 124.095, 4.30989, 1
1.773,101.585, 122.956, 4.30703, 1
1.774,101.643, 121.817, 4.30419, 1
1.775,101.7, 120.677, 4.30136, 1
1.776,101.757, 119.537, 4.29855, 1
1.777,101.815, 118.397, 4.29575, 1
1.778,101.872, 117.256, 4.29296, 1
1.779,101.929, 115.948, 4.26044, 1
1.78,101.986, 114.577, 4.2577, 1
1.781,102.044, 113.207, 4.25497, 1
1.782,102.101, 111.839, 4.25226, 1
1.783,102.158, 110.473, 4.24956, 1
1.784,102.216, 109.109, 4.24688, 1
1.785,102.273, 107.746, 4.24421, 1
1.786,102.33, 106.385, 4.24156, 1
1.787,102.388, 105.025, 4.23893, 1
1.788,102.445, 103.666, 4.23631, 1
1.789,102.502, 102.265, 4.23372, 1
1.79,102.559, 100.686, 4.23114, 1
1.791,102.617, 99.1119, 4.22858, 1
1.792,102.674, 97.5416, 4.22603, 1
1.793,102.731, 95.9751, 4.22351, 1
1.794,102.789, 94.4122, 4.221, 1
1.795,102.846, 92.8528, 4.21851, 1
1.796,102.903, 91.2966, 4.21605, 1
1.797,102.961, 89.7435, 4.2136, 1
1.798,103.018, 88.1932, 4.21117, 1
1.799,103.075, 86.6456, 4.20876, 1
1.8,103.132, 85.1005, 4.20638, 1
1.801,103.19, 83.5577, 4.20401, 1
1.802,103.247, 82.0171, 4.20167, 1
1.803,103.304, 80.4783, 4.19934, 1
1.804,103.362, 78.9414, 4.19704, 1
1.805,103.419, 77.406, 4.19476, 1
1.806,103.476, 75.872, 4.1925, 1
1.807,103.533, 74.3393, 4.19027, 1
1.808,103.591, 72.7431, 4.17744, 1
1.809,103.648, 70.9789, 4.17513, 1
1.81,103.705, 69.2189, 4.17285, 1
1.811,103.763, 67.4628, 4.17059, 1
1.812,103.82, 65.7105, 4.16836, 1
1.813,103.877, 63.9616, 4.16615, 1
1.814,103.935, 62.2159, 4.16397, 1
1.815,103.992, 60.4732, 4.16181, 1
1.816,104.049, 58.6869, 4.1598, 1
1.817,104.106, 56.7509, 4.15781, 1
1.818,104.164, 54.8205, 4.15584, 1
1.819,104.221, 52.8953, 4.1539, 1
1.82,104.278, 50.9751, 4.15199, 1
1.821,104.336, 49.0594, 4.15011, 1
1.822,104.393, 47.148, 4.14825, 1
1.823,104.45, 45.2407, 4.14642, 1
1.824,104.508, 43.3371, 4.14462, 1
1.825,104.565, 41.4369, 4.14284, 1
1.826,104.622, 39.5399, 4.14109, 1
1.827,104.679, 37.6458, 4.13938, 1
1.828,104.737, 35.7542, 4.13769, 1
1.829,104.794, 33.865, 4.13602, 1
1.83,104.851, 31.9777, 4.13439, 1
1.831,104.909, 30.0922, 4.13279, 1
1.832,104.966, 28.2082, 4.13112, 1
1.833,105.023, 26.3254, 4.12948, 1
1.834,105.08, 24.4435, 4.12787, 1
1.835,105.138, 18.6989, 4.12629, 1
1.836,105.195, 15.302, 4.12475, 1
1.837,105.252, 10.1181, 4.12323, 1
1.838,105.31, 7.11719, 4.12175, 1
1.839,105.367, 4.44599, 4.12031, 1
1.84,105.424, 2.03442, 4.11889, 1
1.841,105.482, 0, 4.11751, 4.11751
1.842,105.539, 0, 4.11616, 4.11616
1.843,105.596, 0, 4.11485, 4.11485
1.844,105.653, 0, 4.11356, 4.11356
1.845,105.711, 0, 4.11231, 4.11231
1.846,105.768, 0, 4.1111, 4.1111
1.847,105.825, 0, 4.10999, 4.10999
1.848,105.883, 0, 4.11115, 4.11115
1.849,105.94, 0, 4.11234, 4.11234
1.85,105.997, 0, 4.11357, 4.11357
1.851,106.054, 0, 4.11483, 4.11483
1.852,106.112, 0, 4.11613, 4.11613
1.853,106.169, 0, 4.11746, 4.11746
1.854,106.226, 2.3056, 4.11883, 1
1.855,106.284, 4.74539, 4.12023, 1
1.856,106.341, 7.5379, 4.12166, 1
1.857,106.398, 12.5571, 4.12313, 1
1.858,106.456, 13.8132, 4.12463, 1
1.859,106.513, 19.3235, 4.12616, 1
1.86,106.57, 25.1128, 4.12773, 1
1.861,106.627, 27.0469, 4.12934, 1
1.862,106.685, 28.9834, 4.13097, 1
1.863,106.742, 30.9227, 4.13264, 1
1.864,106.799, 32.865, 4.13435, 1
1.865,106.857, 34.8108, 4.13609, 1
1.866,106.914, 36.7601, 4.13786, 1
1.867,106.971, 38.7135, 4.13966, 1
1.868,107.029, 40.6711, 4.1415, 1
1.869,107.086, 42.6333, 4.14337, 1
1.87,107.143, 44.6005, 4.14527, 1
1.871,107.2, 46.5728, 4.14721, 1
1.872,107.258, 48.5508, 4.14917, 1
1.873,107.315, 50.5346, 4.15117, 1
1.874,107.372, 52.4661, 4.1524, 1
1.875,107.43, 54.2243, 4.15427, 1
1.876,107.487, 55.9853, 4.15616, 1
1.877,107.544, 57.7495, 4.15809, 1
1.878,107.601, 59.517, 4.16005, 1
1.879,107.659, 61.2881, 4.16204, 1
1.88,107.716, 63.0631, 4.16406, 1
1.881,107.773, 64.8422, 4.16612, 1
1.882,107.831, 66.6257, 4.1682, 1
1.883,107.888, 68.4139, 4.17032, 1
1.884,107.945, 70.207, 4.17247, 1
1.885,108.003, 72.0053, 4.17465, 1
1.886,108.06, 73.809, 4.17686, 1
1.887,108.117, 75.6186, 4.17909, 1
1.888,108.174, 77.4341, 4.18136, 1
1.889,108.232, 79.2561, 4.18366, 1
1.89,108.289, 81.0846, 4.18598, 1
1.891,108.346, 82.7925, 4.18834, 1
1.892,108.404, 84.4088, 4.19072, 1
1.893,108.461, 86.0286, 4.19313, 1
1.894,108.518, 87.652, 4.19556, 1
1.895,108.576, 89.2794, 4.19803, 1
1.896,108.633, 90.9108, 4.20052, 1
1.897,108.69, 92.5465, 4.20304, 1
1.898,108.747, 94.1868, 4.20558, 1
1.899,108.805, 95.8012, 4.22147, 1
1.9,108.862, 97.2016, 4.2239, 1
1.901,108.919, 98.6032, 4.22634, 1
1.902,108.977, 100.006, 4.22882, 1
1.903,109.034, 101.411, 4.23131, 1
1.904,109.091, 102.818, 4.23383, 1
1.905,109.148, 104.226, 4.23637, 1
1.906,109.206, 105.636, 4.23894, 1
1.907,109.263, 107.049, 4.24153, 1
1.908,109.32, 108.464, 4.24414, 1
1.909,109.378, 109.881, 4.24677, 1
1.91,109.435, 111.301, 4.24943, 1
1.911,109.492, 112.724, 4.2521, 1
1.912,109.55, 114.15, 4.2548, 1
1.913,109.607, 115.579, 4.25752, 1
1.914,109.664, 117.011, 4.26026, 1
1.915,109.721, 118.446, 4.26302, 1
1.916,109.779, 119.886, 4.2658, 1
1.917,109.836, 121.329, 4.2686, 1
1.918,109.893, 122.776, 4.27142, 1
1.919,109.951, 124.227, 4.27426, 1
1.92,110.008, 125.487, 4.27712, 1
1.921,110.065, 126.706, 4.28, 1
1.922,110.122, 127.925, 4.2829, 1
1.923,110.18, 129.145, 4.28582, 1
1.924,110.237, 130.367, 4.28876, 1
1.925,110.294, 131.589, 4.29171, 1
1.926,110.352, 132.813, 4.29469, 1
1.927,110.409, 134.037, 4.29768, 1
1.928,110.466, 135.264, 4.30069, 1
1.929,110.524, 136.492, 4.30372, 1
1.93,110.581, 137.721, 4.30676, 1
1.931,110.638, 138.953, 4.30983, 1
1.932,110.695, 140.186, 4.31291, 1
1.933,110.753, 141.212, 4.35078, 1
1.934,110.81, 142.212, 4.35382, 1
1.935,110.867, 143.211, 4.35687, 1
1.936,110.925, 144.209, 4.35994, 1
1.937,110.982, 145.207, 4.36303, 1
1.938,111.039, 146.205, 4.36613, 1
1.939,111.097, 147.201, 4.36924, 1
1.94,111.154, 148.198, 4.37237, 1
1.941,111.211, 149.194, 4.37552, 1
1.942,111.268, 150.19, 4.37868, 1
1.943,111.326, 151.185, 4.38185, 1
1.944,111.383, 152.181, 4.38504, 1
1.945,111.44, 153.176, 4.38824, 1
1.946,111.498, 154.171, 4.39145, 1
1.947,111.555, 155.166, 4.39468, 1
1.948,111.612, 156.161, 4.39793, 1
1.949,111.669, 157.156, 4.40118, 1
1.95,111.727, 158.151, 4.40446, 1
1.951,111.784, 159.147, 4.40774, 1
1.952,111.841, 160.143, 4.41104, 1
1.953,111.899, 161.139, 4.41435, 1
1.954,111.956, 162.135, 4.41767, 1
1.955,112.013, 163.132, 4.42101, 1
1.956,112.071, 164.13, 4.42436, 1
1.957,112.128, 165.128, 4.42772, 1
1.958,112.185, 166.126, 4.4311, 1
1.959,112.242, 167.125, 4.43449, 1
1.96,112.3, 168.125, 4.43789, 1
1.961,112.357, 168.931, 4.4413, 1
1.962,112.414, 169.724, 4.44473, 1
1.963,112.472, 170.515, 4.44817, 1
1.964,112.529, 171.305, 4.45162, 1
1.965,112.586, 172.094, 4.45508, 1
1.966,112.644, 172.882, 4.45856, 1
1.967,112.701, 173.669, 4.46205, 1
1.968,112.758, 174.454, 4.46555, 1
1.969,112.815, 175.239, 4.46906, 1
1.97,112.873, 176.023, 4.47258, 1
1.971,112.93, 176.805, 4.47612, 1
1.972,112.987, 177.587, 4.47967, 1
1.973,113.045, 178.368, 4.48323, 1
1.974,113.102, 179.148, 4.4868, 1
1.975,113.159, 179.927, 4.49038, 1
1.976,113.216, 180.705, 4.49398, 1
1.977,113.274, 181.483, 4.49759, 1
1.978,113.331, 182.259, 4.50121, 1
1.979,113.388, 183.035, 4.50484, 1
1.98,113.446, 183.81, 4.50848, 1
1.981,113.503, 184.585, 4.51213, 1
1.982,113.56, 185.358, 4.5158, 1
1.983,113.618, 186.131, 4.51948, 1
1.984,113.675, 186.904, 4.52317, 1
1.985,113.732, 187.676, 4.52687, 1
1.986,113.789, 188.369, 4.58711, 1
1.987,113.847, 188.962, 4.59082, 1
1.988,113.904, 189.554, 4.59454, 1
1.989,113.961, 190.145, 4.59827, 1
1.99,114.019, 190.733, 4.60201, 1
1.991,114.076, 191.321, 4.60576, 1
1.992,114.133, 191.906, 4.60953, 1
1.993,114.19, 192.491, 4.6133, 1
1.994,114.248, 193.073, 4.61709, 1
1.995,114.305, 193.654, 4.62089, 1
1.996,114.362, 194.234, 4.6247, 1
1.997,114.42, 194.813, 4.62852, 1
1.998,114.477, 195.39, 4.63235, 1
1.999,114.534, 195.965, 4.6362, 1
2,114.592, 196.539, 4.64005, 1
2.001,114.649, 197.112, 4.64392, 1
2.002,114.706, 197.683, 4.64779, 1
2.003,114.763, 198.253, 4.65168, 1
2.004,114.821, 198.822, 4.65558, 1
2.005,114.878, 199.389, 4.65949, 1
2.006,114.935, 199.955, 4.66341, 1
2.007,114.993, 200.52, 4.66734, 1
2.008,115.05, 201.083, 4.67128, 1
2.009,115.107, 201.645, 4.67524, 1
2.01,115.165, 202.206, 4.6792, 1
2.011,115.222, 202.766, 4.68318, 1
2.012,115.279, 203.324, 4.68717, 1
2.013,115.336, 203.881, 4.69116, 1
2.014,115.394, 204.437, 4.69517, 1
2.015,115.451, 204.992, 4.69919, 1
2.016,115.508, 205.546, 4.70323, 1
2.017,115.566, 206.098, 4.70727, 1
2.018,115.623, 206.649, 4.71132, 1
2.019,115.68, 207.199, 4.71539, 1
2.02,115.737, 207.748, 4.71946, 1
2.021,115.795, 208.296, 4.72355, 1
2.022,115.852, 208.843, 4.72765, 1
2.023,115.909, 209.389, 4.73176, 1
2.024,115.967, 209.933, 4.73588, 1
2.025,116.024, 210.477, 4.74001, 1
2.026,116.081, 211.019, 4.74415, 1
2.027,116.139, 211.56, 4.7483, 1
2.028,116.196, 212.101, 4.75247, 1
2.029,116.253, 212.64, 4.75664, 1
2.03,116.31, 213.178, 4.76083, 1
2.031,116.368, 213.716, 4.76503, 1
2.032,116.425, 214.252, 4.76924, 1
2.033,116.482, 214.787, 4.77346, 1
2.034,116.54, 215.305, 4.77769, 1
2.035,116.597, 215.709, 4.78193, 1
2.036,116.654, 216.113, 4.78619, 1
2.037,116.712, 216.514, 4.79045, 1
2.038,116.769, 216.915, 4.79473, 1
2.039,116.826, 217.314, 4.79902, 1
2.04,116.883, 217.712, 4.80332, 1
2.041,116.941, 218.109, 4.80763, 1
2.042,116.998, 218.505, 4.81195, 1
2.043,117.055, 218.899, 4.81628, 1
2.044,117.113, 219.292, 4.82063, 1
2.045,117.17, 219.684, 4.82498, 1
2.046,117.227, 220.074, 4.82935, 1
2.047,117.284, 220.463, 4.83373, 1
2.048,117.342, 220.851, 4.83812, 1
2.049,117.399, 221.238, 4.84252, 1
2.05,117.456, 221.624, 4.84694, 1
2.051,117.514, 222.008, 4.85136, 1
2.052,117.571, 222.392, 4.8558, 1
2.053,117.628, 222.774, 4.86025, 1
2.054,117.686, 223.155, 4.8647, 1
2.055,117.743, 223.534, 4.86918, 1
2.056,117.8, 223.913, 4.87366, 1
2.057,117.857, 224.29, 4.87815, 1
2.058,117.915, 224.667, 4.88266, 1
2.059,117.972, 225.042, 4.88718, 1
2.06,118.029, 225.416, 4.89171, 1
2.061,118.087, 225.789, 4.89625, 1
2.062,118.144, 226.16, 4.9008, 1
2.063,118.201, 226.531, 4.90536, 1
2.064,118.258, 226.901, 4.90994, 1
2.065,118.316, 227.269, 4.91453, 1
2.066,118.373, 227.636, 4.91913, 1
2.067,118.43, 228.003, 4.92374, 1
2.068,118.488, 228.368, 4.92837, 1
2.069,118.545, 228.732, 4.933, 1
2.07,118.602, 229.095, 4.93765, 1
2.071,118.66, 229.457, 4.94231, 1
2.072,118.717, 229.818, 4.94698, 1
2.073,118.774, 230.178, 4.95166, 1
2.074,118.831, 230.537, 4.95636, 1
2.075,118.889, 230.895, 4.96107, 1
2.076,118.946, 231.252, 4.96579, 1
2.077,119.003, 231.608, 4.97052, 1
2.078,119.061, 231.963, 4.97527, 1
2.079,119.118, 232.316, 4.98002, 1
2.08,119.175, 232.669, 4.98479, 1
2.081,119.233, 233.021, 4.98957, 1
2.082,119.29, 233.372, 4.99437, 1
2.083,119.347, 233.722, 4.99917, 1
2.084,119.404, 234.071, 5.00399, 1
2.085,119.462, 234.419, 5.00882, 1
2.086,119.519, 234.766, 5.01367, 1
2.087,119.576, 235.112, 5.01852, 1
2.088,119.634, 235.457, 5.02339, 1
2.089,119.691, 235.801, 5.02827, 1
2.09,119.748, 236.144, 5.03317, 1
2.091,119.805, 236.486, 5.03807, 1
2.092,119.863, 236.828, 5.04299, 1
2.093,119.92, 237.168, 5.04792, 1
2.094,119.977, 237.508, 5.05287, 1
2.095,120.035, 237.846, 5.05782, 1
2.096,120.092, 238.184, 5.06279, 1
2.097,120.149, 238.521, 5.06778, 1
2.098,120.207, 238.857, 5.07277, 1
2.099,120.264, 239.191, 5.07778, 1
2.1,120.321, 239.526, 5.0828, 1
2.101,120.378, 239.859, 5.08784, 1
2.102,120.436, 240.191, 5.09288, 1
2.103,120.493, 240.522, 5.09795, 1
2.104,120.55, 240.79, 5.18184, 1
2.105,120.608, 241.035, 5.18693, 1
2.106,120.665, 241.279, 5.19203, 1
2.107,120.722, 241.522, 5.19715, 1
2.108,120.78, 241.765, 5.20228, 1
2.109,120.837, 242.007, 5.20742, 1
2.11,120.894, 242.247, 5.21258, 1
2.111,120.951, 242.487, 5.21775, 1
2.112,121.009, 242.726, 5.22293, 1
2.113,121.066, 242.964, 5.22813, 1
2.114,121.123, 243.202, 5.23334, 1
2.115,121.181, 243.438, 5.23856, 1
2.116,121.238, 243.674, 5.2438, 1
2.117,121.295, 243.909, 5.24905, 1
2.118,121.352, 244.143, 5.25432, 1
2.119,121.41, 244.377, 5.2596, 1
2.12,121.467, 244.609, 5.26489, 1
2.121,121.524, 244.841, 5.2702, 1
2.122,121.582, 245.072, 5.27552, 1
2.123,121.639, 245.302, 5.28085, 1
2.124,121.696, 245.531, 5.2862, 1
2.125,121.754, 245.76, 5.29156, 1
2.126,121.811, 245.988, 5.29694, 1
2.127,121.868, 246.215, 5.30233, 1
2.128,121.925, 246.441, 5.30773, 1
2.129,121.983, 246.667, 5.31315, 1
2.13,122.04, 246.892, 5.31859, 1
2.131,122.097, 247.116, 5.32403, 1
2.132,122.155, 247.339, 5.32949, 1
