Planarity
0.0659448, 0.0519685, 1.12608e-18, 0.00839312, 0, 0.00776959, 0, 0.0218511, 0.154647, 0.0329109, 0.223974, 0.0140862, 7.82442e-18, 0.000486132, 0.255398, 0.0136148, 0.124273, 0.00645258, 0.197491, 0.00640171, 0.167437, 0.0223882, 0, 0.00920269, 1.41158e-17, 0.00430723, 1.80505e-16, 0.0195537, 1.36903e-17, 0.0366041, 1.36628e-17, 0.0254633, 7.2517e-17, 0.0120468, 4.50841e-18, 0.00352598, 5.64178e-19, 0.0203287, 0.178599, 0.0424537, 0.140132, 0.0196037, 1.95458e-18, 0.00202993, 0.151025, 0.0175805, 0.147589, 0.0369838, 6.89031e-18, 0.0169841, 2.56669e-17, 0.00134675, 1.42906e-18, 0.0169629, 0.0431855, 0.0351467, 
Developability
