Planarity
0, 1.33983e-16, 1.34331e-16, 8.05208e-17, 5.43688e-17, 1.05276e-16, 4.91468e-16, 7.26446e-17, 1.19583e-15, 1.18407e-16, 1.79177e-14, 5.12892e-17, 1.91937e-14, 1.46496e-17, 3.79593e-14, 1.24486e-16, 6.45831e-15, 1.43542e-17, 6.43888e-15, 4.16382e-17, 1.30928e-15, 0, 1.10411e-15, 6.06512e-17, 1.21233e-15, 3.79238e-17, 6.00924e-16, 1.36592e-16, 7.54453e-16, 3.79627e-17, 7.83014e-16, 7.59704e-18, 5.96641e-16, 4.56123e-17, 7.15813e-16, 1.50822e-16, 6.91142e-16, 0, 8.42531e-15, 1.52418e-16, 1.09803e-16, 3.3144e-16, 3.24023e-16, 2.20876e-17, 1.01072e-15, 2.83355e-16, 6.67814e-12, 1.14904e-16, 8.11663e-12, 3.06006e-17, 1.00708e-11, 2.2926e-17, 1.28186e-11, 3.81768e-17, 4.96014e-11, 0, 
Developability
