Planarity
0.0296009, 7.88591e-17, 1.3634e-16, 3.89928e-17, 1.36012e-16, 4.33227e-18, 3.10049e-17, 0, 8.11134e-17, 4.33193e-18, 1.18881e-16, 0, 0, 8.6635e-18, 1.81072e-16, 1.08293e-17, 1.50686e-16, 0, 0.000718782, 0, 2.71611e-17, 8.79881e-19, 1.82975e-17, 1.08294e-18, 2.02336e-16, 4.33187e-18, 2.23926e-16, 2.1944e-18, 7.36718e-17, 3.03255e-17, 3.68669e-17, 4.33251e-18, 3.70829e-17, 1.29988e-17, 7.52273e-17, 4.3335e-18, 0, 1.7337e-17, 1.37175e-16, 8.67031e-18, 0, 3.90259e-17, 6.51203e-17, 7.80722e-17, 1.12324e-16, 4.33849e-17, 3.17901e-17, 1.08489e-18, 7.90207e-18, 2.03457e-19, 5.91069e-17, 0, 0.00466276, 4.61786e-17, 8.25409e-17, 9.5507e-17, 1.14792e-16, 4.77492e-17, 1.94424e-16, 4.77418e-17, 0.00255295, 4.33926e-17, 1.64519e-16, 3.47055e-17, 1.61352e-16, 6.07183e-17, 1.26873e-16, 2.60149e-17, 1.24972e-16, 1.73385e-17, 2.46692e-16, 4.33347e-18, 0, 0, 6.0373e-17, 2.1657e-18, 6.06269e-17, 1.09683e-18, 0.0336232, 0, 
Developability
0.0583636, 0.0192271, 0.0109924, 0.00436629, -0.00060136, -0.00407687, -0.00637894, -0.0068452, -0.00499702, -0.00148841, 0.00208596, 0.00361352, 0.00172806, -0.00292079, -0.0107531, -0.0225954, -0.0372787, 0.0457675, 0.0289698, 0.0204234, 0.00983047, 0.00198658, -0.00322675, -0.00616282, -0.00733242, -0.006622, -0.00740799, -0.00694111, -0.0047525, -0.00199412, 0.00126858, 0.00384736, 0.00539668, 0.00595785, 0.00559269, 0.00437418, 0.0023832, 4.39201e-05, -0.0164741, 
